task,experiment,log,repetition,support_scenario,case_budget,support_prefixes,n_queries,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,nll,macro_retrieval_given_pool,macro_decision_given_retrieval,multiclass_brier,ece_10,aurc
classification,baseline_lstm_natural_ce,helpdesk,0,natural,1,2,145,0.6827586206896552,0.2774725274725275,0.15705128205128208,0.20764790764790764,0.23464597106448212,0.7142857142857143,0.7034482758620689,1.9559299627392004,1.0,0.9711538461538461,0.7285543886469771,0.4547749864130185,0.2800035405244825
classification,baseline_lstm_logit_adjustment,helpdesk,0,natural,1,2,145,0.6620689655172414,0.2692307692307692,0.1474358974358974,0.212012987012987,0.23562152133580705,0.7142857142857143,0.7034482758620689,2.253497979643687,1.0,0.9423076923076923,0.8129828283337271,0.5230716656166922,0.2749714377440604
classification,baseline_lstm_class_weighted_ce,helpdesk,0,natural,1,2,145,0.6827586206896552,0.2774725274725275,0.15705128205128208,0.20764790764790764,0.23464597106448212,0.7142857142857143,0.7034482758620689,1.9559299627392004,1.0,0.9711538461538461,0.7285543886469771,0.4547749864130185,0.2800035405244825
classification,baseline_lstm_balanced_softmax,helpdesk,0,natural,1,2,145,0.6827586206896552,0.2774725274725275,0.15705128205128208,0.20764790764790764,0.23464597106448212,0.7142857142857143,0.7034482758620689,1.9617715150170492,1.0,0.9711538461538461,0.7301249052489863,0.4583757331659054,0.2758908050547342
classification,baseline_weighted_logistic,helpdesk,0,natural,1,2,145,0.41379310344827586,0.16791208791208792,0.029230769230769248,0.11828658404000869,0.1387733693005133,0.7142857142857143,0.7034482758620689,8.82134163485777,1.0,0.5876923076923077,0.9426122363868931,0.4036198413814438,0.5608381146130353
classification,baseline_random_forest,helpdesk,0,natural,1,2,145,0.6137931034482759,0.25,0.125,0.17589319701995756,0.20649912857705063,0.7142857142857143,0.7034482758620689,8.534033594462935,1.0,0.875,0.6650410344827586,0.11727586206896545,0.23784244667918764
classification,baseline_gaussian_nb,helpdesk,0,natural,1,2,145,0.41379310344827586,0.16791208791208792,0.029230769230769248,0.11828658404000869,0.1387733693005133,0.7142857142857143,0.7034482758620689,16.19749513692363,1.0,0.5876923076923077,1.1724137931034482,0.5862068965517242,0.5831753968546414
classification,baseline_tabpfn,helpdesk,0,natural,1,2,145,0.5862068965517241,0.23901098901098902,0.1121794871794872,0.1661734889582991,0.19548773391895188,0.7142857142857143,0.7034482758620689,8.506476261067736,1.0,0.8365384615384616,0.6512057485282151,0.10049166144995854,0.31105131338181224
classification,baseline_lstm_natural_ce,helpdesk,0,natural,2,4,145,0.5517241379310345,0.22527472527472528,0.09615384615384616,0.1556957035869137,0.1822620940267999,0.7142857142857143,0.7034482758620689,2.045695625956724,1.0,0.7884615384615384,0.770455540958023,0.37120845353808896,0.22986049369261116
classification,baseline_lstm_logit_adjustment,helpdesk,0,natural,2,4,145,0.32413793103448274,0.13428571428571429,-0.00999999999999999,0.12912087912087913,0.13165266106442577,0.8571428571428571,0.7034482758620689,2.584246915342877,1.0,0.47,0.8771994633954933,0.22875036038644692,0.4060828935113324
