checkpoint,checkpoint_epoch,log,fraction_percent,task,retrieval_k,effective_k,support_prefixes,n_queries,accuracy,mae_hours,fmv2_proto_reference,candidate_minus_reference,beats_fmv2,selection_policy
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,billing,0.5,classification,50,50,1152,200,0.8849999904632568,,0.895,-0.010000009536743182,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,billing,0.5,regression,200,200,1152,200,,1069.0953369140625,1160.7777,-91.6823630859376,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,billing,1.0,classification,20,20,2195,200,0.8799999952316284,,0.92,-0.04000000476837162,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,billing,1.0,regression,200,200,2195,200,,1125.4412841796875,1186.553,-61.11171582031261,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,helpdesk,0.5,classification,20,20,50,200,0.7049999833106995,,0.725,-0.020000016689300515,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,helpdesk,0.5,regression,50,50,50,200,,0.19048048555850983,0.196,-0.005519514441490181,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,helpdesk,1.0,classification,100,93,93,200,0.6850000023841858,,0.785,-0.09999999761581424,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,helpdesk,1.0,regression,50,50,93,200,,0.17883561551570892,0.2021,-0.02326438448429108,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,receipt,0.5,classification,20,20,34,200,0.699999988079071,,0.68,0.019999988079070996,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,receipt,0.5,regression,50,34,34,200,,79.14457702636719,97.1067,-17.962122973632816,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,receipt,1.0,classification,20,20,41,200,0.7099999785423279,,0.785,-0.07500002145767215,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,receipt,1.0,regression,50,41,41,200,,62.792903900146484,102.524,-39.73109609985352,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,roadtraffic_10000,0.5,classification,50,50,79,200,0.8799999952316284,,0.85,0.02999999523162844,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,roadtraffic_10000,0.5,regression,50,50,79,200,,4400.3935546875,4459.555,-59.16144531250029,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,roadtraffic_10000,1.0,classification,50,50,166,200,0.8600000143051147,,0.855,0.005000014305114764,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,roadtraffic_10000,1.0,regression,100,100,166,200,,4365.22119140625,4592.9824,-227.76120859374987,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,sepsis,0.5,classification,50,50,71,200,0.5600000023841858,,0.4458,0.11420000238418582,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,sepsis,0.5,regression,100,71,71,200,,1069.436279296875,703.1954,366.24087929687505,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,sepsis,1.0,classification,10,10,225,200,0.6150000095367432,,0.4663,0.14870000953674317,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,sepsis,1.0,regression,100,100,225,200,,1376.0106201171875,936.7253,439.28532011718755,False,best metric; smallest k on ties
