epoch,classification_train_loss,classification_validation_loss,classification_train_accuracy,classification_validation_accuracy,regression_train_loss,regression_validation_loss,regression_train_mae_hours,regression_validation_mae_hours,gradient_clip_fraction,gradient_preclip_norm,step_success_fraction,base_lr
1,4.092268808060382,4.4254304495724766,0.2655270559009347,0.20763462393634918,2.299885920624235,2.136100487275557,975.6644021076943,883.1865263852206,0.9933333333333333,5.205853386102496,0.9866666666666667,0.0001
2,3.9396324368561206,4.033893195065585,0.25463152525465566,0.232744594610836,2.4886054805680815,2.155435800552368,816.0643286923178,876.6069391424006,1.0,6.187885768413544,1.0,9.939057285945933e-05
3,3.7599728599671396,3.881844260475852,0.2633798106463834,0.2209610565597808,2.2398876181964216,2.0170266411521216,685.3376032270235,865.1199635592374,0.9966666666666667,6.282661299904188,1.0,9.757729755661012e-05
4,3.6464962585299623,3.775681430643255,0.28134626996737927,0.2295994633671458,2.118367613578329,2.0769013708288018,852.5596716939186,865.5580388849431,0.9966666666666667,6.189079835017522,1.0,9.460482294732422e-05
5,3.3664103803180514,3.661103855479847,0.3649035393047039,0.24111258172684005,1.9593312085843553,2.0269380049272017,684.1936547460119,865.6014577692205,1.0,5.412539182504018,1.0,9.054634122155992e-05
6,3.434184620293175,3.5893593484705146,0.32031322555873687,0.2577032053747416,2.0810304354218876,1.9795769886537031,621.6459787593168,840.1060110438954,0.9966666666666667,5.635682651201884,1.0,8.550178566873411e-05
7,3.326527680879758,3.5261208577589556,0.3466201246420568,0.26485129921638384,2.212685116823169,1.9523329734802246,1236.5117380238962,858.6188193234531,0.9933333333333333,6.0234496955076855,1.0,7.959536998847744e-05
8,3.1971622113308875,3.502594763582403,0.380429329341527,0.26503796392000384,2.1282311272458965,1.931554295799949,994.5366503786878,849.7565909298984,0.9966666666666667,5.285827604929606,1.0,7.297252973710758e-05
9,3.276586027468665,3.430385112762451,0.3378430275180672,0.2757492127782318,2.090521574989567,1.9285172332416882,924.1757151751015,855.4195083271374,0.9866666666666667,5.569354136586189,1.0,6.579634122155991e-05
10,3.227463539275858,3.425181822343306,0.3524344642626073,0.2787767865727609,2.16797119531876,1.9280741539868442,705.4459335559453,848.3981260819869,0.9866666666666667,5.433998712897301,1.0,5.824350601949144e-05
11,3.2229926233228885,3.3946382349187676,0.3545744027367196,0.2785551926590068,2.0330589325041384,1.924547704783353,975.7869720716734,853.408614765514,0.9866666666666667,5.080620606408071,0.9966666666666667,5.050000000000001e-05
12,3.3365684381553105,3.37380343133753,0.31652188677829624,0.2885333036873227,1.826583032310009,1.9138716892762617,615.8412513911724,853.4539768912575,0.9866666666666667,4.698123819828034,1.0,4.275649398050859e-05
13,3.0135370011789253,3.3620968731966885,0.42623465122899945,0.2871357596990529,1.9363467542093191,1.9246163801713423,545.1604991457356,848.9631997888738,0.9866666666666667,5.237055424253146,1.0,3.520365877844011e-05
14,3.036648336772261,3.3455251346934927,0.4272044917164211,0.300141444521898,2.0877682455124393,1.9164911725304343,679.0617920229512,847.0576170141047,0.9833333333333333,5.348145958383878,1.0,2.8027470262892444e-05
15,3.2357335314654665,3.3222168792377818,0.3537462425007434,0.29371446985721844,2.0371782858640155,1.916749965060841,812.0627857422986,853.6238939111882,0.98,5.196048040986061,1.0,2.1404630011522593e-05
16,3.1988616523804603,3.322146263989535,0.35552980978555904,0.30145711143695014,1.9609453988401857,1.9152382612228394,717.6397107398674,850.6353205767545,0.9833333333333333,5.226623789072037,1.0,1.5498214331265904e-05
17,3.077000582128539,3.3153933611783115,0.3942904265315863,0.2993264296187683,1.935153006079668,1.9180565747347744,788.6293335817531,853.4144327857277,0.9933333333333333,4.822954240043958,1.0,1.0453658778440109e-05
18,3.130802131987907,3.313681418245489,0.3668829552092928,0.3028775659824047,2.075910365895221,1.9153883999044246,981.0555702510633,855.1006251248447,0.9966666666666667,5.2952556631962455,1.0,6.3951770526757955e-06
19,3.032308297245591,3.3108049739490855,0.4044697906625378,0.3057184750733138,2.319136722160108,1.9151828722520308,1094.7960808782866,855.8030015772039,0.99,5.348076105912527,1.0,3.422702443389901e-06
20,3.0264765084218634,3.309167601845481,0.39954156217192316,0.3050082478005865,2.0794185718394216,1.9145956256172874,787.5166764762831,855.7931381572376,0.99,5.159957638382911,1.0,1.609427140540686e-06
