epoch,task,pool,log,metric,mean
1,classification,0,o2c,head/classification/accuracy,0.0
1,classification,0,o2c,head/classification/nll,3.104651021771133
1,classification,0,o2c,loss/total,4.720153331756592
1,classification,1,hire2retire,head/classification/accuracy,0.0
1,classification,1,hire2retire,head/classification/nll,2.741363374516368
1,classification,1,hire2retire,loss/total,4.265803337097168
1,classification,10,req2receipt,head/classification/accuracy,0.359375
1,classification,10,req2receipt,head/classification/nll,3.258761100238189
1,classification,10,req2receipt,loss/total,4.775205135345459
1,classification,2,di2re,head/classification/accuracy,0.2786885245901639
1,classification,2,di2re,head/classification/nll,2.8295666936968193
1,classification,2,di2re,loss/total,4.3946661949157715
1,classification,3,mak2stock,head/classification/accuracy,0.203125
1,classification,3,mak2stock,head/classification/nll,3.338056356878951
1,classification,3,mak2stock,loss/total,4.863779067993164
1,classification,4,offer2accept,head/classification/accuracy,0.0
1,classification,4,offer2accept,head/classification/nll,2.61427188757807
1,classification,4,offer2accept,loss/total,4.119427680969238
1,classification,5,quote2order,head/classification/accuracy,0.6693548387096774
1,classification,5,quote2order,head/classification/nll,1.3082890241827456
1,classification,5,quote2order,loss/total,2.7276766300201416
1,classification,6,opp2quote,head/classification/accuracy,0.1953125
1,classification,6,opp2quote,head/classification/nll,3.4059198116883636
1,classification,6,opp2quote,loss/total,5.010012626647949
1,classification,7,lead2opp,head/classification/accuracy,0.0078125
1,classification,7,lead2opp,head/classification/nll,2.977288618683815
1,classification,7,lead2opp,loss/total,4.555496692657471
1,classification,8,p2p,head/classification/accuracy,0.3046875
1,classification,8,p2p,head/classification/nll,2.8267626146553084
1,classification,8,p2p,loss/total,4.391485214233398
1,classification,9,rid2mit,head/classification/accuracy,0.265625
1,classification,9,rid2mit,head/classification/nll,3.2616271362639964
1,classification,9,rid2mit,loss/total,4.856029033660889
1,regression,0,o2c,head/regression/error_p90_hours,105.24203491210938
1,regression,0,o2c,head/regression/mae_hours,55.1759033203125
1,regression,0,o2c,head/regression/relative_mae,6.737968444824219
1,regression,0,o2c,loss/total,3.153900384902954
1,regression,1,hire2retire,head/regression/error_p90_hours,106.19737243652344
1,regression,1,hire2retire,head/regression/mae_hours,40.16864776611328
1,regression,1,hire2retire,head/regression/relative_mae,3.779161214828491
1,regression,1,hire2retire,loss/total,1.329249382019043
1,regression,10,req2receipt,head/regression/error_p90_hours,87.98550415039062
1,regression,10,req2receipt,head/regression/mae_hours,40.68690872192383
1,regression,10,req2receipt,head/regression/relative_mae,1.7776991128921509
1,regression,10,req2receipt,loss/total,1.3697733879089355
1,regression,2,di2re,head/regression/error_p90_hours,42.897830963134766
1,regression,2,di2re,head/regression/mae_hours,17.487932205200195
1,regression,2,di2re,head/regression/relative_mae,1.487004041671753
1,regression,2,di2re,loss/total,1.826328158378601
1,regression,3,mak2stock,head/regression/error_p90_hours,68.21466827392578
1,regression,3,mak2stock,head/regression/mae_hours,32.39787292480469
1,regression,3,mak2stock,head/regression/relative_mae,1.394219160079956
1,regression,3,mak2stock,loss/total,1.6775133609771729
1,regression,4,offer2accept,head/regression/error_p90_hours,52.72466278076172
1,regression,4,offer2accept,head/regression/mae_hours,20.61543083190918
1,regression,4,offer2accept,head/regression/relative_mae,0.7704716324806213
1,regression,4,offer2accept,loss/total,1.665191650390625
1,regression,5,quote2order,head/regression/error_p90_hours,135.13125610351562
1,regression,5,quote2order,head/regression/mae_hours,67.06351470947266
1,regression,5,quote2order,head/regression/relative_mae,4.112886428833008
1,regression,5,quote2order,loss/total,1.5044255256652832
1,regression,6,opp2quote,head/regression/error_p90_hours,55.30060577392578
1,regression,6,opp2quote,head/regression/mae_hours,26.574932098388672
1,regression,6,opp2quote,head/regression/relative_mae,2.434142589569092
1,regression,6,opp2quote,loss/total,1.5091845989227295
1,regression,7,lead2opp,head/regression/error_p90_hours,172.12432861328125
1,regression,7,lead2opp,head/regression/mae_hours,60.531890869140625
1,regression,7,lead2opp,head/regression/relative_mae,2.8072447776794434
1,regression,7,lead2opp,loss/total,1.6361969709396362
1,regression,8,p2p,head/regression/error_p90_hours,22012.787109375
1,regression,8,p2p,head/regression/mae_hours,9341.4619140625
1,regression,8,p2p,head/regression/relative_mae,126.11299896240234
1,regression,8,p2p,loss/total,6.21041202545166
1,regression,9,rid2mit,head/regression/error_p90_hours,29.262948989868164
