epoch,phase,task,metric,mean
1,train,classification,head/classification/accuracy,0.2655270559009347
1,train,classification,head/classification/nll,2.5323801381578606
1,train,classification,head/classification/true_probability_mean,0.12825874717665312
1,train,classification,head/classification/max_probability_mean,0.21097763072752268
1,train,classification,head/classification/entropy_mean,0.8506836674901731
1,train,classification,head/classification/probability_margin_mean,0.09084030043157404
1,train,classification,head/classification/local_class_coverage,0.30177110514503636
1,train,classification,head/classification/gate/mean,0.30177110514503636
1,train,classification,head/classification/prototype_variances/mean,0.0008149982877377107
1,train,classification,head/classification/selector/log_weight/abs_mean,0.0017820448500930164
1,train,classification,head/classification/selector/effective_support/mean,13.99995857925621
1,train,classification,head/classification/selector/attention_entropy_mean,0.9423418303202332
1,train,regression,head/regression/mae_hours,975.6644021076943
1,train,regression,head/regression/rmse_hours,1345.587558191214
1,train,regression,head/regression/median_ae_hours,761.4056371717311
1,train,regression,head/regression/bias_hours,-207.4894074455126
1,train,regression,head/regression/relative_mae,17.993213430269442
1,train,regression,head/regression/branch_weight_entropy_mean,0.9999990156337396
1,train,regression,head/regression/branch_0/mae_hours,981.1387425251861
1,train,regression,head/regression/branch_0/weight_mean,0.250513845304055
1,train,regression,head/regression/branch_1/mae_hours,965.8139077656305
1,train,regression,head/regression/branch_1/weight_mean,0.24984420747009675
1,train,regression,head/regression/branch_2/mae_hours,1010.561823239967
1,train,regression,head/regression/branch_2/weight_mean,0.2498057710368242
1,train,regression,head/regression/branch_3/mae_hours,1032.414641131216
1,train,regression,head/regression/branch_3/weight_mean,0.24983617585541598
1,train,regression,head/regression/selector/log_weight/abs_mean,0.0024301808495978032
1,train,regression,head/regression/selector/effective_support/mean,13.99992062440559
1,train,regression,head/regression/selector/attention_entropy_mean,0.9450695959489737
1,validation,classification,head/classification/accuracy,0.20763462393634918
1,validation,classification,head/classification/nll,2.8787779672867053
1,validation,classification,head/classification/true_probability_mean,0.11383304947436636
1,validation,classification,head/classification/max_probability_mean,0.24251873023217516
1,validation,classification,head/classification/entropy_mean,0.8098735312550076
1,validation,classification,head/classification/probability_margin_mean,0.12457124259319009
1,validation,classification,head/classification/local_class_coverage,0.25950384196344084
1,validation,classification,head/classification/gate/mean,0.25950384196344084
1,validation,classification,head/classification/prototype_variances/mean,0.0003964750076526788
1,validation,classification,head/classification/selector/log_weight/abs_mean,0.0035500219870823165
