epoch,classification_train_loss,classification_validation_loss,classification_train_accuracy,classification_validation_accuracy,regression_train_loss,regression_validation_loss,regression_train_mae_hours,regression_validation_mae_hours,gradient_clip_fraction,gradient_preclip_norm,step_success_fraction,base_lr
1,4.098295957927244,4.415583848953247,0.26158876805336867,0.19118484387769819,2.4932946224710832,2.23626231063496,973.1413947646298,894.0360159440474,0.056666666666666664,6.111965577885256,0.9833333333333333,0.0001
2,3.9375713017522074,4.0479959574612705,0.25457526091072574,0.22856510804769,2.5519801222420986,2.291910095648332,813.7811391805511,898.7860447276722,0.09,7.456871633927028,1.0,9.939057285945933e-05
3,3.7348233730562272,3.8613851070404053,0.2680896703853093,0.22893505720878807,2.263872396534887,2.1360607147216797,678.9414513752379,871.4149042476307,0.10333333333333333,7.084827423095703,1.0,9.757729755661012e-05
4,3.6244009725408617,3.6956709948453037,0.2812176633097034,0.25041652144127685,2.123772756583026,2.1214411583813755,845.6016746897276,884.5255307284268,0.11333333333333333,6.849454197088877,1.0,9.460482294732422e-05
5,3.310860501665647,3.582723465832797,0.37334620965509147,0.2533851287197731,1.960493042578105,2.03206484968012,690.971479733785,850.658818505027,0.06666666666666667,5.876595225334167,1.0,9.054634122155992e-05
6,3.3900462185464253,3.5303973718123003,0.3311255785561413,0.26365356533339745,2.0859877791474846,2.0147840434854682,617.8862869388917,834.1757243763317,0.06333333333333334,6.393580916722615,1.0,8.550178566873411e-05
7,3.2749321438648082,3.4726321480490943,0.35545158466747384,0.2678668543579636,2.2254749406938967,1.9919915199279785,1232.7839574122775,858.4051106192849,0.08333333333333333,6.722493908405304,1.0,7.959536998847744e-05
8,3.151070029906977,3.4385769258845937,0.38556897990521943,0.2729312142445075,2.131999822700916,1.941934509710832,991.166140686087,850.0884097706188,0.07666666666666666,6.0412112887700395,1.0,7.297252973710758e-05
9,3.2292830957531256,3.3743733926252886,0.3467951609789355,0.276611175544445,2.092476091733793,1.9508336565711282,925.515972563891,856.4283108277755,0.06333333333333334,6.215234090884526,1.0,6.579634122155991e-05
10,3.175179456671079,3.353813821619207,0.3614924624130517,0.277344313374357,2.1649496280230007,1.9666285189715298,703.768347507868,861.6357283158736,0.07333333333333333,6.254955248832703,1.0,5.824350601949144e-05
11,3.1633508385796296,3.328516353260387,0.368730480153571,0.28583211143695014,2.0428161919116974,1.9461953314867886,980.0623465808662,856.9592397863215,0.06666666666666667,5.968956791162491,1.0,5.050000000000001e-05
12,3.2928415051528384,3.318717273798856,0.3243721097500895,0.2923060339647133,1.8263611391186714,1.940172011202032,615.6532038152218,857.5658910924739,0.04,5.222283967336019,1.0,4.275649398050859e-05
13,2.956613161477698,3.2912363789298316,0.44021653877045125,0.3001294258689486,1.940544168450939,1.9442538131367078,551.4332875778426,852.8635130795566,0.03666666666666667,5.702968556483587,1.0,3.520365877844011e-05
14,2.9858520869551035,3.277230652895841,0.4373008793623512,0.29657828950531223,2.0819232602273265,1.9397350766442039,680.3438483022875,855.2538074146618,0.06666666666666667,6.006064898570378,1.0,2.8027470262892444e-05
15,3.1935418628206187,3.2673853527415884,0.368445977854093,0.3001992842892169,2.035683218217054,1.9325625462965532,814.3128174535486,852.4597653475674,0.05333333333333334,5.815306620597839,1.0,2.1404630011522593e-05
16,3.134321621486119,3.2640806328166616,0.37523805230246027,0.3044257187154464,1.9669791762142965,1.9342237385836514,724.688311041218,858.5118737654252,0.07,5.800903385281563,1.0,1.5498214331265904e-05
17,3.013042258140736,3.2550324851816352,0.4090086305585624,0.30375042065285324,1.9358628253023067,1.934284676205028,787.1019964903414,859.418742613359,0.08333333333333333,5.496245863437653,1.0,1.0453658778440109e-05
18,3.0764070419040888,3.2489112507213247,0.37824466982431176,0.30087458235180997,2.0781492575218805,1.9328826774250378,982.1887701122384,862.7081039602107,0.07,5.935674086809159,1.0,6.3951770526757955e-06
19,2.979477282365163,3.2449676990509033,0.4162695722974469,0.3030052641699918,2.3063894163478507,1.9323106353933162,1093.9258358059508,862.8732484470714,0.08666666666666667,6.29804386417071,1.0,3.422702443389901e-06
20,2.97489587780383,3.243730241602117,0.4145778407582284,0.3037154914427191,2.080030176210107,1.9340092702345415,790.2857961240022,863.7349870855159,0.07,6.220029817024867,1.0,1.609427140540686e-06
