task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,structured_max_order,structured_smoothing,structured_weight,structured_tau,structured_context_coverage,structured_mean_context_support,structured_mean_selected_order,structured_mean_effective_weight,virtual_expert_replicates,virtual_expert_support_fraction,virtual_expert_min_support_prefixes,virtual_expert_full_support_weight,virtual_expert_subbag_weight,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,rmse_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,rmse_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours,regression_mode,regression_num_transforms,regression_transform_aggregation
classification,expert_routing_screen,main,billing,0,natural,1,4,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,0.9038461538461539,2.3365384615384617,0.4519230769230769,1,1.0,1,1.0,1.0,0.8509615384615384,0.3737556561085973,0.3041729512317748,0.3470373684064821,0.35754893095040324,0.6,0.9038461538461539,0.4,1.0,0.9343891402714932,3.1457869596057586,0.3186838450461522,0.2639672363318759,0.24735571210014082,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,0,natural,1,4,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1100.4132810421502,1810.7149005302113,894.4738007782398,0.862694781061945,-0.005734949780574983,0.14695943440254444,-0.005734949780574983,0.1662430582739013,0.09134615384615384,426.41102424034705,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,billing,0,natural,4,15,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,2.2451923076923075,2.639423076923077,0.5469551282051283,1,1.0,1,1.0,1.0,0.7980769230769231,0.38235294117647056,0.3137254901960784,0.36302789802789803,0.3380381049115717,0.5,0.9134615384615384,0.5,1.0,0.7647058823529412,2.9829912585791973,0.37389281701225496,0.23710544730203564,0.2582223101849419,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,0,natural,4,15,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,872.1756887029243,1856.5296175086946,293.81805517483656,0.6837625715499699,0.20286533469794188,0.12537579797663945,0.20286533469794188,0.12351785004696669,0.75,1181.7978184039775,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,billing,0,natural,16,59,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,9.427884615384615,2.639423076923077,0.6417027051895473,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.35352815435052276,0.3678125140085856,0.6,0.9134615384615384,0.48337104072398185,0.9667420814479637,0.8,2.8002810815056454,0.2634574174541324,0.1865119424536109,0.17215273040100537,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,0,natural,16,59,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,898.7136784710945,1737.436603326289,395.2209310818471,0.7045676505755463,0.17861064396802717,0.18148135724890102,0.17861064396802728,0.2323606210842717,0.8894230769230769,3026.498204451341,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,billing,0,natural,64,255,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9519230769230769,35.69230769230769,2.831730769230769,0.694379386101618,1,1.0,1,1.0,1.0,0.8894230769230769,0.3940769230769231,0.3267521367521368,0.3581619361031126,0.3744127061792639,0.6,0.9519230769230769,0.5637254901960784,0.8053221288515406,0.6567948717948718,1.8332757249773053,0.2645136112973417,0.2243833551200739,0.14522770174993277,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,0,natural,64,255,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1197.6506783214857,2283.8371452218016,570.8687386179226,0.9389263175238505,-0.09460614985997529,-0.07593179330551303,-0.09460614985997529,-0.3263849221153743,0.8509615384615384,4144.714613327613,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,billing,0,natural,128,514,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9711538461538461,69.79326923076923,2.889423076923077,0.7114977411489416,1,1.0,1,1.0,1.0,0.9038461538461539,0.4,0.33333333333333337,0.361393609415388,0.37964410459737563,0.6,0.9711538461538461,0.6553921568627451,0.8192401960784313,0.5,1.2537597453713742,0.21722730162227055,0.20353704033458508,0.08586943764126632,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,0,natural,128,514,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,977.5001100826127,1818.6229975100532,502.64913673664705,0.766334120083603,0.1066029090512347,0.14323387411775934,0.10660290905123482,0.15894447273678558,0.8798076923076923,3697.3945212364197,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,billing,1,natural,1,3,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.75,0.75,1.7644230769230769,0.375,1,1.0,1,1.0,1.0,0.7115384615384616,0.2884615384615385,0.20940170940170943,0.2213693586922946,0.24818069929100145,0.7,0.7403846153846154,0.3,1.0,0.9615384615384617,7.384322143966992,0.5428133507576915,0.3348021967265774,0.5271494213961361,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,1,natural,1,3,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1186.3521380831548,2296.5927013589694,430.6652638322048,0.9300685621103614,-0.08427972342096535,-0.0819410258017903,-0.08427972342096512,-0.34124239499698206,0.11538461538461539,71.96142701919263,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,billing,1,natural,4,13,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,2.1490384615384617,2.610576923076923,0.5269001831501832,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3544781144781145,0.3680835299602414,0.6,0.9038461538461539,0.4,1.0,0.9632352941176471,3.1089071548186022,0.3022836543753688,0.23449471154650817,0.24490511762326048,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,1,natural,4,13,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1674.9125790389319,2617.113911158849,779.1867728929006,1.3130869697459988,-0.5308049689942353,-0.23294082925710424,-0.5308049689942353,-0.7417449650060028,0.9038461538461539,9117.860081599309,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,billing,1,natural,16,61,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9711538461538461,8.0625,2.875,0.6600627505249093,1,1.0,1,1.0,1.0,0.8701923076923077,0.5228506787330317,0.46983408748114636,0.4739507501925502,0.4848699785944981,0.4,0.9711538461538461,0.75,0.9375,0.7160633484162896,1.5597983800562552,0.29905841820961304,0.2803936778313917,0.11512656890527266,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,1,natural,16,61,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1111.193238257246,1735.1148141835658,664.2556007494204,0.8711459811608087,-0.01558741150122378,0.1825751684960094,-0.01558741150122378,0.23441088974271806,0.9567307692307693,5016.636685298039,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,billing,1,natural,64,255,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9807692307692307,34.04807692307692,2.923076923076923,0.7048842247326375,1,1.0,1,1.0,1.0,0.8990384615384616,0.6598763197586727,0.6220847997318585,0.6458147512864494,0.6212715284635808,0.2,0.9807692307692307,0.8637254901960784,0.9596949891067538,0.7546853146853147,1.0595582579953506,0.23097337502511966,0.22424501002186817,0.0789074537624406,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,1,natural,64,255,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,861.0530971082252,1792.9562178282424,331.4385105463698,0.6750427551992049,0.213030950918359,0.15532567512432638,0.213030950918359,0.18251709188801102,0.8605769230769231,2609.8880568284253,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,billing,1,natural,128,500,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9807692307692307,69.35576923076923,2.9423076923076925,0.7150523705964731,1,1.0,1,1.0,1.0,0.9134615384615384,0.6646274509803921,0.6273638344226579,0.6591435185185185,0.6349663544003167,0.2,0.9807692307692307,0.8,0.8888888888888888,0.8310675381263617,0.9657777191192805,0.19746813759611784,0.19288569419537513,0.04946415835642589,,,,,,,,,,,,,
regression,expert_routing_screen,,billing,1,natural,128,500,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,862.9327337088012,1769.9621947527862,375.97773725969455,0.6765163403635662,0.21131303615428454,0.1661583216353285,0.21131303615428454,0.2033504918846598,0.8653846153846154,2833.2707574184124,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,helpdesk,0,natural,1,2,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7793103448275862,0.7793103448275862,1.793103448275862,0.3896551724137931,1,1.0,1,1.0,1.0,0.6689655172413793,0.27197802197802196,0.1506410256410256,0.20161198450672133,0.22942971581155827,0.7142857142857143,0.7034482758620689,0.2857142857142857,1.0,0.9519230769230769,8.339471793657365,0.6241110680721318,0.22983464928592617,0.4410630765892705,,,,,,,,,,,,,
regression,expert_routing_screen,,helpdesk,0,natural,1,2,,,,20,145,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,0.4044754750259011,0.48430797034125145,0.4009855845322363,0.4968462691470502,-0.6231691600995928,-0.5789981919729825,-0.6231691600995928,-1.5103746273644254,0.0,0.0004118310994115369,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,helpdesk,0,natural,4,9,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7862068965517242,2.1655172413793102,1.903448275862069,0.49012091356918935,1,1.0,1,1.0,1.0,0.6758620689655173,0.2746153846153846,0.1537179487179487,0.20655270655270655,0.2325174825174825,0.7142857142857143,0.7103448275862069,0.42857142857142855,1.0,0.6407692307692308,8.36946021724916,0.6331729269240399,0.1756601334027037,0.1893510469967475,,,,,,,,,,,,,
regression,expert_routing_screen,,helpdesk,0,natural,4,9,,,,20,145,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,0.2583977638583484,0.30816506690006396,0.23510719886824916,0.317408527478062,-0.03695602633685002,-0.004716241034755875,-0.036956026336850245,-0.016394055954717546,0.7241379310344828,0.7208540361503075,learned_transform_ensemble,4,dynamic
classification,expert_routing_screen,main,helpdesk,0,natural,16,39,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,6.896551724137931,2.7586206896551726,0.6436686072548141,1,1.0,1,1.0,1.0,0.7103448275862069,0.3611111111111111,0.2546296296296296,0.2901705417250923,0.31977015999395425,0.5714285714285714,0.9724137931034482,0.7063492063492064,0.9888888888888889,0.5147058823529411,1.5964125976823997,0.4584801047872788,0.1532735481170428,0.17131208020252314,,,,,,,,,,,,,
