task,experiment,log,repetition,support_scenario,case_budget,support_prefixes,n_queries,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,nll,macro_retrieval_given_pool,macro_decision_given_retrieval,multiclass_brier,ece_10,aurc
classification,baseline_lstm_logit_adjustment,sepsis,0,natural,64,698,567,0.5608465608465608,0.5061535030389147,0.4649996282921576,0.46738004448522585,0.4603470870402159,0.23076923076923078,1.0,1.5738432874090358,1.0,0.5061535030389147,0.6152031752797182,0.20611635666246425,0.22290421365473392
classification,baseline_lstm_class_weighted_ce,sepsis,0,natural,64,698,567,0.48500881834215165,0.5860093448984952,0.5515101236400364,0.4865547234880304,0.4604552373359393,0.15384615384615385,1.0,1.4822742630279895,1.0,0.5860093448984952,0.6368922388500413,0.06406651166591273,0.30578135530727535
classification,baseline_lstm_balanced_softmax,sepsis,0,natural,64,698,567,0.5925925925925926,0.542909786581739,0.5048189354635506,0.48919735774933054,0.48407887656950394,0.23076923076923078,1.0,1.4318471868190907,1.0,0.542909786581739,0.5665281762283563,0.1386320792020313,0.20518388850824482
classification,baseline_weighted_logistic,sepsis,0,natural,64,698,567,0.49029982363315694,0.607231872701493,0.5745011954266174,0.5293831290058737,0.515164725599244,0.07692307692307693,1.0,1.5405076546818004,1.0,0.607231872701493,0.6360159418609344,0.03957930522602217,0.3107195217108409
classification,baseline_random_forest,sepsis,0,natural,64,698,567,0.5961199294532628,0.586457763358562,0.5519959103051088,0.5762628143936811,0.5805296403555693,0.15384615384615385,1.0,1.7946106797258135,1.0,0.586457763358562,0.5297244268077601,0.11556437389770725,0.20927163526892997
classification,baseline_gaussian_nb,sepsis,0,natural,64,698,567,0.25749559082892415,0.42863064322123556,0.3810165301563385,0.2887664137546512,0.28114694451938127,0.3076923076923077,1.0,16.177834622118468,1.0,0.42863064322123556,1.4395004318587494,0.7313365492672582,0.5515560769678072
classification,baseline_tabpfn,sepsis,0,natural,64,698,567,0.654320987654321,0.6126716290466641,0.5803942648005528,0.6250207222093203,0.6121272500637116,0.15384615384615385,1.0,0.9531413426915893,1.0,0.6126716290466641,0.45791229969735187,0.043370457256218284,0.15708187315067915
classification,baseline_lstm_natural_ce,sepsis,0,natural,128,1493,567,0.656084656084656,0.5062670299213065,0.46512261574808195,0.5879300760176787,0.5268257900552035,0.23076923076923078,1.0,0.9331966306290602,1.0,0.5062670299213065,0.453621279777153,0.038327378754683075,0.16297757195314982
classification,baseline_lstm_logit_adjustment,sepsis,0,natural,128,1493,567,0.5978835978835979,0.6283591830843159,0.5973891150080088,0.6325133287854856,0.6141888066400768,0.15384615384615385,1.0,1.429245622433201,1.0,0.6283591830843159,0.5671833031674659,0.1797682624397276,0.192716895960557
classification,baseline_lstm_class_weighted_ce,sepsis,0,natural,128,1493,567,0.5061728395061729,0.6767506104191294,0.6498131612873902,0.580931677076028,0.5581592086367354,0.07692307692307693,1.0,1.2457088907219973,1.0,0.6767506104191294,0.5888359471552715,0.0164578492626732,0.29151519696211986
classification,baseline_lstm_balanced_softmax,sepsis,0,natural,128,1493,567,0.5978835978835979,0.6269251934544159,0.5958356262422838,0.628766043185727,0.6088310888311679,0.15384615384615385,1.0,1.3697628700226294,1.0,0.6269251934544159,0.5514188506959257,0.11141780394620576,0.19683660203283995
classification,baseline_weighted_logistic,sepsis,0,natural,128,1493,567,0.47619047619047616,0.6939559565859826,0.6684522863014811,0.5719277994980768,0.5290636662004993,0.0,1.0,1.574682441721363,1.0,0.6939559565859826,0.6506340166782631,0.07673707958884246,0.3300264282138658
classification,baseline_random_forest,sepsis,0,natural,128,1493,567,0.6031746031746031,0.5830144747284044,0.5482656809557713,0.5796025899029681,0.580003120721762,0.15384615384615385,1.0,1.7246147851020992,1.0,0.5830144747284044,0.5272879629629629,0.10563492063492062,0.19991324194898752
classification,baseline_gaussian_nb,sepsis,0,natural,128,1493,567,0.19753086419753085,0.4512654496975055,0.40553757050563094,0.26311926038393685,0.26508376143079665,0.3076923076923077,1.0,18.816103364133774,1.0,0.4512654496975055,1.3400605202349203,0.7700254341512001,0.5577830404236667
classification,baseline_tabpfn,sepsis,0,natural,128,1493,567,0.6754850088183422,0.6159519341117297,0.5839479286210405,0.6378382482523806,0.6206902096781406,0.15384615384615385,1.0,0.879010292060511,1.0,0.6159519341117297,0.43408772230372716,0.040915149934553814,0.13853944820603417
classification,baseline_lstm_natural_ce,sepsis,0,natural,1000,12547,567,0.6754850088183422,0.6155660731819841,0.5835299126138161,0.6477277563177875,0.6218660556176504,0.15384615384615385,1.0,0.8432314646177418,1.0,0.6155660731819841,0.4229161892425325,0.05258280659058319,0.13061176133026714
classification,baseline_lstm_logit_adjustment,sepsis,0,natural,1000,12547,567,0.5220458553791887,0.6517599684576846,0.6227399658291582,0.6382452516854903,0.5751007883850143,0.07692307692307693,1.0,1.372248677754366,1.0,0.6517599684576846,0.5532119450390928,0.041003721218136585,0.22253332992391664
classification,baseline_lstm_class_weighted_ce,sepsis,0,natural,1000,12547,567,0.5890652557319224,0.7039697529467107,0.6793005656922698,0.6204159438932396,0.6009713947798138,0.07692307692307693,1.0,1.1300708700846545,1.0,0.7039697529467107,0.5213658801832594,0.0478394498532832,0.19289202659345117
classification,baseline_lstm_balanced_softmax,sepsis,0,natural,1000,12547,567,0.5414462081128748,0.6665465107277591,0.6387587199550724,0.636278317673471,0.5858217236196803,0.07692307692307693,1.0,1.3070457488534204,1.0,0.6665465107277591,0.5401828198667339,0.06365881831347416,0.2091287441438537
classification,baseline_weighted_logistic,sepsis,0,natural,1000,12547,567,0.47619047619047616,0.6373705516689826,0.607151430974731,0.5859353677561278,0.5441691500119776,0.07692307692307693,1.0,1.5682760014366552,1.0,0.6373705516689826,0.646770341166855,0.08460563241638872,0.31959701026174103
classification,baseline_random_forest,sepsis,0,natural,1000,12547,567,0.6243386243386243,0.59834323723474,0.5648718403376349,0.5934750470745628,0.5933453133093689,0.15384615384615385,1.0,2.0511420312273745,1.0,0.59834323723474,0.5169708203769563,0.12586253974948544,0.1867023775463645
classification,baseline_gaussian_nb,sepsis,0,natural,1000,12547,567,0.26455026455026454,0.43728326864215367,0.39039020769566646,0.3721872150353163,0.3909866888394496,0.38461538461538464,1.0,17.54842994816468,1.0,0.43728326864215367,1.0892670142357668,0.657328920106907,0.502239798539963
classification,baseline_tabpfn,sepsis,0,natural,1000,12547,567,0.6772486772486772,0.6420752202002997,0.6122481552169914,0.650951860797032,0.6428311910264832,0.15384615384615385,1.0,0.8331297187738496,1.0,0.6420752202002997,0.4177792777728515,0.031191332418351307,0.1289677608362847
classification,baseline_lstm_natural_ce,sepsis,0,class_aware,1,86,567,0.25220458553791886,0.08867521367521368,0.01273148148148148,0.0964984835952578,0.05309789925174541,0.8461538461538461,0.9012345679012346,2.4589733560630265,1.0,0.11527777777777778,0.8757450495036804,0.2142385675898725,0.6155457973916019
classification,baseline_lstm_logit_adjustment,sepsis,0,class_aware,1,86,567,0.20987654320987653,0.06969087279306257,-0.007834887807515548,0.08249528707216935,0.07298631091896307,0.7692307692307693,0.9012345679012346,2.9047624136310373,1.0,0.08393146796431468,0.9034421970543037,0.0683751779017621,0.5884881693429134
classification,baseline_lstm_class_weighted_ce,sepsis,0,class_aware,1,86,567,0.32451499118165783,0.3167672549920954,0.25983119290810336,0.2395127186442898,0.21357173986072275,0.38461538461538464,0.9012345679012346,2.486963272977064,1.0,0.41179743148972403,0.8798962919548586,0.2035595831416902,0.6065709632061097
classification,baseline_lstm_balanced_softmax,sepsis,0,class_aware,1,86,567,0.41622574955908287,0.2343116593065727,0.1705042975821204,0.21696719337724185,0.21197117410933103,0.5384615384615384,0.9012345679012346,2.4710714140981107,1.0,0.3046051570985445,0.8745608086385926,0.2920908941583449,0.5066627895739996
classification,baseline_weighted_logistic,sepsis,0,class_aware,1,86,567,0.27336860670194,0.30157255974291,0.24337027305481912,0.2014767478465094,0.17009521374807648,0.3076923076923077,0.9012345679012346,5.544684171768985,1.0,0.39204432766578295,0.9696684446042454,0.21827457142878295,0.6886013867345179
classification,baseline_random_forest,sepsis,0,class_aware,1,86,567,0.3298059964726631,0.3053983525145686,0.24751488189078263,0.27830020129740773,0.26777235215672746,0.3076923076923077,0.9012345679012346,4.314919831576261,1.0,0.3970178582689392,0.8164830687830689,0.14401234567901236,0.5173390499918717
classification,baseline_gaussian_nb,sepsis,0,class_aware,1,86,567,0.2786596119929453,0.23573125165548675,0.17204218929344398,0.24574705995758622,0.17853669760193175,0.5384615384615384,0.9012345679012346,16.566298505926014,1.0,0.3064506271521328,1.3890312178481652,0.6851445961587398,0.7622695560328631
classification,baseline_tabpfn,sepsis,0,class_aware,1,86,567,0.3844797178130511,0.3396441807356378,0.28461452913027424,0.2578407058058221,0.2404257665624073,0.38461538461538464,0.9012345679012346,4.267405186256881,1.0,0.44153743495632913,0.7865316013337038,0.11617658307173889,0.5350715291507248
classification,baseline_lstm_natural_ce,sepsis,0,class_aware,2,124,567,0.31569664902998235,0.10918881402458046,0.034954548526628826,0.12911491627968838,0.08418090179707402,0.7692307692307693,0.9982363315696648,2.34876345284362,1.0,0.11828788185996215,0.8531453844745339,0.16037879913151787,0.6093160300664496
classification,baseline_lstm_logit_adjustment,sepsis,0,class_aware,2,124,567,0.19400352733686066,0.060289163391353165,-0.018020072992700743,0.08396963860881386,0.0701821091070396,0.8461538461538461,0.9982363315696648,2.909881434697191,1.0,0.0653132603406326,0.9175293803331033,0.06511423971106667,0.7348460437472258
classification,baseline_lstm_class_weighted_ce,sepsis,0,class_aware,2,124,567,0.2804232804232804,0.23725730396932615,0.17369541263343666,0.2910443659592282,0.24612352102990162,0.38461538461538464,0.9982363315696648,2.393319725557962,1.0,0.25702874596677,0.8801959228573737,0.17209356083703842,0.7230719272345645
classification,baseline_lstm_balanced_softmax,sepsis,0,class_aware,2,124,567,0.3527336860670194,0.2718405658193038,0.21116061297091246,0.27546387880644024,0.20039873134765787,0.3076923076923077,0.9982363315696648,2.4650702000921045,1.0,0.2944939463042458,0.8791219541042181,0.23296155624183607,0.5658682201521263
classification,baseline_weighted_logistic,sepsis,0,class_aware,2,124,567,0.24162257495590828,0.33900730338203316,0.2839245786638692,0.33906862764924206,0.248269856718422,0.23076923076923078,0.9982363315696648,3.257958271388814,1.0,0.3672579119972026,0.9467630093104229,0.256098567553393,0.6605923108798138
classification,baseline_random_forest,sepsis,0,class_aware,2,124,567,0.43033509700176364,0.40096656644000167,0.35104711364333513,0.40577687075325836,0.3964239445157606,0.23076923076923078,0.9982363315696648,3.1171738165012783,1.0,0.4343804469766685,0.7426423280423281,0.09646384479717805,0.4346014054111206
classification,baseline_gaussian_nb,sepsis,0,class_aware,2,124,567,0.2257495590828924,0.2614933829826757,0.1999511648978987,0.3293062109773258,0.2558032098220488,0.3076923076923077,0.9982363315696648,16.697586236655038,1.0,0.28328449823123203,1.4596201403297597,0.7188589002630024,0.6991956915646093
classification,baseline_tabpfn,sepsis,0,class_aware,2,124,567,0.43386243386243384,0.380864425976204,0.3292697948075543,0.43398550197101315,0.33889218987863867,0.23076923076923078,0.9982363315696648,1.7255461919492698,1.0,0.4126031281408877,0.6969504839458283,0.04208596340996325,0.38188803561027396
classification,baseline_lstm_natural_ce,sepsis,0,class_aware,4,182,567,0.43386243386243384,0.17895861993976137,0.11053850493474147,0.1473487771312305,0.1542897243397749,0.6923076923076923,1.0,2.218603673170608,1.0,0.17895861993976137,0.8192781880870014,0.12972062631679382,0.5225566065759126
classification,baseline_lstm_logit_adjustment,sepsis,0,class_aware,4,182,567,0.18165784832451498,0.05652255287291784,-0.022100567721005677,0.08307321106180507,0.0672715942425486,0.8461538461538461,1.0,2.9650549506288133,1.0,0.05652255287291784,0.9137808191091951,0.06644964892524172,0.8382615765316269
classification,baseline_lstm_class_weighted_ce,sepsis,0,class_aware,4,182,567,0.27336860670194,0.34512954461643397,0.29055700666780343,0.4203662582026478,0.2798002557637782,0.15384615384615385,1.0,2.426373178433759,1.0,0.34512954461643397,0.8717035228619353,0.14300307204431115,0.6049143626351084
classification,baseline_lstm_balanced_softmax,sepsis,0,class_aware,4,182,567,0.3562610229276896,0.2904477118613414,0.23131835451645316,0.32237463527286647,0.26662573078106055,0.38461538461538464,1.0,2.400944077835026,1.0,0.2904477118613414,0.8615877777368574,0.20304594588395358,0.5585495479157504
classification,baseline_weighted_logistic,sepsis,0,class_aware,4,182,567,0.37742504409171074,0.5156279103079633,0.4752635695002935,0.5479655885789074,0.43210966101214954,0.07692307692307693,1.0,2.8557568831140894,1.0,0.5156279103079633,0.8468271115288627,0.1539784004353305,0.5147683270360419
classification,baseline_random_forest,sepsis,0,class_aware,4,182,567,0.4973544973544973,0.4594972520536497,0.4144553563914538,0.467235709967006,0.45244959605555,0.23076923076923078,1.0,2.933320926168883,1.0,0.4594972520536497,0.6768949294532629,0.07328924162257501,0.35746227743724796
classification,baseline_gaussian_nb,sepsis,0,class_aware,4,182,567,0.26631393298059963,0.41634964740365443,0.3677121180206256,0.4964163614163614,0.40474995660269136,0.3076923076923077,1.0,15.154344379757067,1.0,0.41634964740365443,1.4427565610092679,0.719523029059194,0.48373173567937966
classification,baseline_tabpfn,sepsis,0,class_aware,4,182,567,0.5255731922398589,0.4798282420265431,0.436480595528755,0.4538129257994124,0.4259882741864125,0.23076923076923078,1.0,1.5454381406360775,1.0,0.4798282420265431,0.6440555506966442,0.1036481005711964,0.3193880976243431
