task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,structured_max_order,structured_smoothing,structured_weight,structured_tau,structured_context_coverage,structured_mean_context_support,structured_mean_selected_order,structured_mean_effective_weight,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours
classification,structured_fmv3,main,helpdesk,4,natural,32,86,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,13.172413793103448,2.8620689655172415,0.6808305681456369,0.696551724137931,0.3583150183150183,0.25136752136752133,0.35613300492610833,0.3408806200381453,0.42857142857142855,0.9724137931034482,0.7063492063492064,0.9888888888888889,0.5094841628959277,1.5904516471362133,0.4549685772178834,0.08461282006832496,0.17779326182330013,,,,,,,,
regression,structured_fmv3,,helpdesk,4,natural,32,86,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22749257912838972,0.17302185070640164,0.27944546994188607,0.08706717367951045,0.08706717367951033,0.10656624784238367,0.8,0.7612690459146285
classification,structured_fmv3,main,helpdesk,4,natural,64,168,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,24.317241379310346,2.9034482758620688,0.6947454559994918,0.6896551724137931,0.3416971916971917,0.23198005698005697,0.3497756487994179,0.3165663886625168,0.42857142857142855,0.9724137931034482,0.7036019536019537,0.9850427350427351,0.4884313725490196,1.577888968666457,0.45522954660820847,0.06748626923234514,0.159819123711935,,,,,,,,
regression,structured_fmv3,,helpdesk,4,natural,64,168,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22122413290709894,0.17769894618068705,0.27174548734541887,0.11222258906653848,0.11222258906653837,0.12093236335523627,0.8689655172413793,0.855844619593773
classification,structured_fmv3,main,helpdesk,4,natural,128,332,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,1.0,48.317241379310346,2.9586206896551723,0.7085596443057328,0.6482758620689655,0.33479853479853483,0.22393162393162397,0.30451405737120024,0.31535587089805833,0.42857142857142855,1.0,0.6857753357753358,0.6857753357753358,0.49105263157894735,1.018238796902031,0.4827116210717286,0.10652383394609492,0.19187204288167575,,,,,,,,
regression,structured_fmv3,,helpdesk,4,natural,128,332,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.21291165557012584,0.17850898691463257,0.26153467455885865,0.14558074720094083,0.14558074720094072,0.23820448044872355,0.8413793103448276,0.7488065774679834
classification,structured_fmv3,main,receipt,0,natural,1,4,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8073770491803278,0.8073770491803278,2.05327868852459,0.4036885245901639,0.5573770491803278,0.1481818181818182,0.10085858585858587,0.1502893478807841,0.13047799482884426,0.7894736842105263,0.7950819672131147,0.21052631578947367,1.0,0.7038636363636364,6.242158931484061,0.6284252868785388,0.14986833835772706,0.4890800329432238,,,,,,,,
regression,structured_fmv3,,receipt,0,natural,1,4,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,52.99906219028192,1.6830552672797445,1.0033213204539098,-0.003848691764850143,-0.003848691764850143,-0.12944424128571108,0.47540983606557374,2.7314120622469438
classification,structured_fmv3,main,receipt,0,natural,2,8,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8073770491803278,1.6147540983606556,2.05327868852459,0.4844262295081967,0.7049180327868853,0.18607655502392345,0.14085858585858585,0.1630880438000826,0.17026822480179524,0.7894736842105263,0.7950819672131147,0.21052631578947367,1.0,0.8838636363636364,6.150195780996919,0.5565198833248047,0.15021143857844024,0.41603040468152225,,,,,,,,
regression,structured_fmv3,,receipt,0,natural,2,8,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,57.15182047975454,15.217656949458043,1.081936880019105,-0.08250557367600075,-0.08250557367600075,0.00753105082624983,0.930327868852459,206.2090139616081
classification,structured_fmv3,main,receipt,0,natural,4,16,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8073770491803278,2.5737704918032787,2.180327868852459,0.5160031225604995,0.7459016393442623,0.221164274322169,0.17789562289562283,0.20059653916211295,0.20767308784630567,0.7368421052631579,0.8565573770491803,0.2631578947368421,1.0,0.8404242424242424,4.626370687440263,0.4958535103517058,0.21909749186791652,0.3354876942968805,,,,,,,,
regression,structured_fmv3,,receipt,0,natural,4,16,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,50.6130682128998,3.461818948870399,0.9581522452090073,0.04134412549962285,0.04134412549962285,-0.05825226204943812,0.889344262295082,111.09192087631743
classification,structured_fmv3,main,receipt,0,natural,8,32,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8073770491803278,5.524590163934426,2.180327868852459,0.5529411764705883,0.7295081967213115,0.20958532695374799,0.16567340067340064,0.19397654432667966,0.19901691067694702,0.7368421052631579,0.8565573770491803,0.24561403508771926,0.9333333333333332,0.8430909090909091,4.527165869400482,0.47411050068215305,0.11375590169103594,0.36626012746480036,,,,,,,,
regression,structured_fmv3,,receipt,0,natural,8,32,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,76.50852989012938,43.38687533709091,1.4483773120315226,-0.44913861613840345,-0.4491386161384032,-0.062486527126445646,0.9836065573770492,424.80993630513336
classification,structured_fmv3,main,receipt,0,natural,16,68,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9016393442622951,10.315573770491802,2.487704918032787,0.6139822936231515,0.7663934426229508,0.37800637958532696,0.34345117845117845,0.330646997522358,0.3276215510118053,0.5263157894736842,0.889344262295082,0.44791068580542265,0.9455892255892255,0.8489604964792935,3.7522684922097587,0.40308316284040485,0.17432399411432764,0.11340402447290104,,,,,,,,
regression,structured_fmv3,,receipt,0,natural,16,68,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,62.59774385387875,22.516195596805982,1.1850332520114948,-0.18565613575459983,-0.1856561357545996,-0.05936371552484765,0.9631147540983607,316.557435500793
classification,structured_fmv3,main,receipt,0,natural,32,142,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9467213114754098,15.295081967213115,2.7295081967213113,0.6396472499694128,0.7540983606557377,0.3411004784688995,0.3044949494949495,0.33616184621009554,0.3272139883502291,0.5263157894736842,0.9344262295081968,0.4882775119617225,0.6626623376623376,0.660046511627907,2.6777433298249385,0.41632870573762426,0.24120377047719022,0.07200899840591894,,,,,,,,
regression,structured_fmv3,,receipt,0,natural,32,142,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,104.65248998667299,54.70161526068722,1.9811685358740454,-0.9822098886557098,-0.9822098886557098,-0.6272935002649009,0.9590163934426229,676.4308296602763
classification,structured_fmv3,main,receipt,0,natural,64,278,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9467213114754098,29.598360655737704,2.7418032786885247,0.6605544849080192,0.7827868852459017,0.3558373205741627,0.32005050505050503,0.33891975451473705,0.3376684745920529,0.5263157894736842,0.9344262295081968,0.4748006379585327,0.6443722943722944,0.6893260073260074,2.643422765766826,0.3979578147519518,0.2546732895541278,0.07083114534165309,,,,,,,,
regression,structured_fmv3,,receipt,0,natural,64,278,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,85.98426207495365,22.093916297290548,1.6277616961138652,-0.6286172892345117,-0.6286172892345119,-0.4320497676993118,0.9426229508196722,486.59354103541284
classification,structured_fmv3,main,receipt,0,natural,128,563,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9918032786885246,57.799180327868854,2.9057377049180326,0.6991123055869766,0.8114754098360656,0.5046092503987242,0.47708754208754217,0.48866647137323826,0.4611239048085102,0.3684210526315789,0.9918032786885246,0.5023125996810208,0.5302188552188554,0.8700387596899225,1.2131626168795873,0.3825461415400514,0.27655188798735036,0.07120630580550467,,,,,,,,
regression,structured_fmv3,,receipt,0,natural,128,563,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,77.08814995425966,33.398672292495974,1.459350056530602,-0.46011712819223605,-0.46011712819223627,-0.28221127310505634,0.9385245901639344,447.2606035260469
classification,structured_fmv3,main,receipt,1,natural,1,4,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.7213114754098361,0.7213114754098361,1.1434426229508197,0.36065573770491804,0.5491803278688525,0.15578947368421053,0.1088888888888889,0.10777083042368116,0.1266004105096499,0.7894736842105263,0.6762295081967213,0.21052631578947367,1.0,0.74,9.571251500588666,0.7676966904688071,0.14445031141194098,0.4890514087811231,,,,,,,,
regression,structured_fmv3,,receipt,1,natural,1,4,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,213.71319168202683,234.24622337376695,4.045788601069774,-3.047915170888274,-3.047915170888274,-1.636604462756452,0.09016393442622951,197.9369490890448
classification,structured_fmv3,main,receipt,1,natural,2,8,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8770491803278688,0.9959016393442623,2.3565573770491803,0.4504098360655738,0.639344262295082,0.18425837320574162,0.13893939393939392,0.17512411858711716,0.17107921385914934,0.7368421052631579,0.8565573770491803,0.2631578947368421,1.0,0.7001818181818182,4.835340579409996,0.6061536909014099,0.18513308722408509,0.26841310419701814,,,,,,,,
regression,structured_fmv3,,receipt,1,natural,2,8,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,179.5628561624794,196.15550072634727,3.399291129012635,-2.401077883248222,-2.401077883248222,-1.0820821142307375,0.2786885245901639,464.24941056469294
classification,structured_fmv3,main,receipt,1,natural,4,16,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8770491803278688,2.1557377049180326,2.377049180327869,0.5343091334894613,0.7295081967213115,0.20712918660287083,0.1630808080808081,0.17935992212834942,0.19191863010718424,0.7368421052631579,0.8565573770491803,0.2631578947368421,1.0,0.7870909090909091,4.753694302211947,0.5420171245048259,0.2454177421886619,0.16016358014095305,,,,,,,,
regression,structured_fmv3,,receipt,1,natural,4,16,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,237.7082021436729,256.63218362992586,4.500036366704739,-3.502401700750383,-3.502401700750383,-2.465522535219912,0.29918032786885246,626.7845407305404
classification,structured_fmv3,main,receipt,1,natural,8,36,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9016393442622951,3.4631147540983607,2.5368852459016393,0.575237387170849,0.7540983606557377,0.34712918660287084,0.3108585858585859,0.34371306288121634,0.338672941431298,0.5263157894736842,0.889344262295082,0.45725677830940986,0.9653198653198652,0.7612794612794613,3.9216797386941638,0.4947825099972861,0.2834548281080159,0.13209403509023862,,,,,,,,
regression,structured_fmv3,,receipt,1,natural,8,36,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,120.64193096146563,86.27329087972822,2.283863458560629,-1.2850639155245105,-1.2850639155245105,-0.39232823868557243,0.7459016393442623,584.289721786293
classification,structured_fmv3,main,receipt,1,natural,16,68,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9016393442622951,8.151639344262295,2.5737704918032787,0.6031974770899982,0.7622950819672131,0.39976076555023926,0.3664141414141414,0.3497984586973506,0.36659909567693455,0.5263157894736842,0.889344262295082,0.42623604465709725,0.8998316498316498,0.9392953929539295,3.769113992020679,0.41972657311815254,0.20504136988980898,0.07491497168138773,,,,,,,,
regression,structured_fmv3,,receipt,1,natural,16,68,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,66.32266036800806,39.55921579486464,1.255549370619761,-0.25620931943579395,-0.2562093194357937,0.01946500520870653,0.9795081967213115,379.7216254629268
classification,structured_fmv3,main,receipt,1,natural,32,132,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9016393442622951,16.221311475409838,2.5860655737704916,0.6252669663630922,0.7540983606557377,0.3748484848484848,0.3401178451178451,0.3630824733435406,0.3610611238457369,0.5263157894736842,0.889344262295082,0.3987240829346092,0.8417508417508418,0.9483333333333334,3.7407435467529626,0.41196328352238526,0.16713510828519892,0.08221434518841958,,,,,,,,
regression,structured_fmv3,,receipt,1,natural,32,132,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,53.11105112661703,15.816929121122676,1.0054413747121635,-0.005969860377768699,-0.005969860377768699,0.00233488688180028,0.9590163934426229,243.6877930728359
classification,structured_fmv3,main,receipt,1,natural,64,286,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9631147540983607,33.38934426229508,2.7704918032786887,0.6792898948522058,0.7991803278688525,0.49787878787878787,0.46998316498316495,0.48301574542719533,0.47468463744420086,0.3684210526315789,0.9631147540983607,0.6993620414673046,0.8858585858585858,0.7025170068027211,1.926970562189213,0.38603943246203193,0.24133060887065683,0.12920010387779352,,,,,,,,
regression,structured_fmv3,,receipt,1,natural,64,286,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,51.87222057179236,11.600981656484635,0.981989165244328,0.017494676170334622,0.017494676170334622,-0.01103855981503754,0.9016393442622951,169.04570848598038
classification,structured_fmv3,main,receipt,1,natural,128,565,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9836065573770492,58.33196721311475,2.889344262295082,0.7018325083732395,0.8360655737704918,0.544896331738437,0.5196127946127945,0.5013052923187302,0.5104671013194911,0.3684210526315789,0.9836065573770492,0.7309409888357257,0.8679924242424242,0.693015873015873,1.3320738579213858,0.3714694258437253,0.2977841538257905,0.09185303875959988,,,,,,,,
regression,structured_fmv3,,receipt,1,natural,128,565,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,53.51850237027629,13.121008407415914,1.0131548040241969,-0.013687344065249851,-0.013687344065249851,0.11829715817914244,0.9344262295081968,203.44665918484966
classification,structured_fmv3,main,receipt,2,natural,1,4,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8073770491803278,0.8073770491803278,2.05327868852459,0.4036885245901639,0.6434426229508197,0.1702870813397129,0.12419191919191917,0.16342155420918247,0.1588494094900614,0.7894736842105263,0.7950819672131147,0.21052631578947367,1.0,0.8088636363636363,6.225469524267279,0.6045278344134579,0.20799556797761334,0.505411609731703,,,,,,,,
regression,structured_fmv3,,receipt,2,natural,1,4,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,52.81335442682717,0.10573218162087583,0.999805700540127,-0.0003312239514516868,-0.0003312239514516868,-0.134623470926027,0.28688524590163933,0.01621565288172035
classification,structured_fmv3,main,receipt,2,natural,2,8,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8073770491803278,1.6147540983606556,2.05327868852459,0.4844262295081967,0.639344262295082,0.16923444976076554,0.12308080808080807,0.1633393665502484,0.15829660439812504,0.7894736842105263,0.7950819672131147,0.21052631578947367,1.0,0.8038636363636363,6.1685922264083315,0.5742604156273613,0.20955563582935968,0.5001958427622653,,,,,,,,
regression,structured_fmv3,,receipt,2,natural,2,8,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,52.80934004495683,0.18159509836405874,0.9997297045743023,-0.00025518804020641106,-0.00025518804020641106,-0.13398163874631508,0.6065573770491803,0.66772256617989
classification,structured_fmv3,main,receipt,2,natural,4,16,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8770491803278688,2.9754098360655736,2.2008196721311477,0.5645979703356753,0.7172131147540983,0.18923444976076553,0.14419191919191918,0.15960060298166667,0.17086746461466173,0.7894736842105263,0.7950819672131147,0.21052631578947367,1.0,0.8988636363636363,6.091752480554969,0.49128843149625717,0.08743884602638172,0.1759435391415404,,,,,,,,
regression,structured_fmv3,,receipt,2,natural,4,16,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,51.926688009306844,0.7491178073721882,0.9830202842692755,0.016463015162892836,0.016463015162892836,-0.11661804406809617,0.6967213114754098,16.565016874642875
classification,structured_fmv3,main,receipt,2,natural,8,36,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8975409836065574,5.901639344262295,2.3155737704918034,0.6059374569499931,0.7254098360655737,0.21309409888357256,0.16937710437710435,0.23213015932533754,0.2101355744325225,0.6842105263157895,0.8770491803278688,0.2743859649122807,0.8688888888888888,0.7940909090909091,4.050611580489,0.47206399886929706,0.14392166460872746,0.20439558665597118,,,,,,,,
regression,structured_fmv3,,receipt,2,natural,8,36,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,52.363030252267635,0.42121777708970043,0.9912806469490044,0.008198310625568972,0.008198310625568972,-0.12680213667267037,0.6844262295081968,8.230692245328003
classification,structured_fmv3,main,receipt,2,natural,16,91,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9467213114754098,7.909836065573771,2.6352459016393444,0.6439329471558509,0.819672131147541,0.38657097288676234,0.35249158249158247,0.382819986486092,0.3657306695764468,0.5263157894736842,0.9385245901639344,0.5672248803827751,0.9797520661157025,0.6694432699083862,2.480488351741968,0.38825451183811954,0.2859467714347273,0.08572899159368007,,,,,,,,
regression,structured_fmv3,,receipt,2,natural,16,91,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,55.85941736945296,7.5564581560898265,1.0574704924718874,-0.058026325970614856,-0.058026325970614856,-0.0975958949659046,0.889344262295082,144.72933195443596
classification,structured_fmv3,main,receipt,2,natural,32,156,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9467213114754098,15.69672131147541,2.6352459016393444,0.663968842349925,0.8114754098360656,0.3679744816586922,0.33286195286195286,0.3167914282483925,0.32855533141580073,0.5789473684210527,0.9385245901639344,0.5672248803827751,0.9797520661157025,0.6373220577871741,2.4398598252621984,0.36889428999655594,0.23454828883006723,0.06840893053553396,,,,,,,,
regression,structured_fmv3,,receipt,2,natural,32,156,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,55.23355361777417,13.449675988157072,1.0456223121492976,-0.046171917941844054,-0.046171917941844054,-0.06324175418293221,0.8934426229508197,166.4803719676779
classification,structured_fmv3,main,receipt,2,natural,64,307,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9877049180327869,27.08606557377049,2.848360655737705,0.6871328781792025,0.8401639344262295,0.4855980861244019,0.457020202020202,0.511568812211407,0.4799414707129668,0.3684210526315789,0.9877049180327869,0.6081339712918661,0.6796791443850267,0.7674829931972788,1.2944407340343151,0.3827557618811123,0.3297960996642926,0.06298090937193045,,,,,,,,
regression,structured_fmv3,,receipt,2,natural,64,307,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,61.95145465348309,11.586239982626967,1.1727983990322477,-0.17341485182414762,-0.17341485182414762,-0.11352160668027289,0.930327868852459,210.43990259294907
classification,structured_fmv3,main,receipt,2,natural,128,578,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9877049180327869,53.52049180327869,2.8647540983606556,0.7012793789939523,0.8401639344262295,0.5385805422647527,0.5129461279461278,0.5059118500996287,0.5111433455037266,0.3684210526315789,0.9877049180327869,0.5977511961722488,0.6680748663101604,0.7677099012362419,1.2378201378871045,0.36171544690491636,0.3019151766733358,0.0703703263562186,,,,,,,,
regression,structured_fmv3,,receipt,2,natural,128,578,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,60.29421435369959,16.26883585734351,1.1414253056760202,-0.1420252679687808,-0.1420252679687808,-0.06966241608388346,0.9344262295081968,228.5621943038493
classification,structured_fmv3,main,receipt,3,natural,1,4,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8073770491803278,0.8073770491803278,2.05327868852459,0.4036885245901639,0.5163934426229508,0.13578947368421054,0.08777777777777779,0.1513388734995383,0.11891749277876495,0.7894736842105263,0.7950819672131147,0.21052631578947367,1.0,0.645,6.278833016458793,0.649378543411906,0.13062702930884618,0.5189009742694786,,,,,,,,
regression,structured_fmv3,,receipt,3,natural,1,4,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,56.209074061824076,17.677161710990944,1.0640898174145776,-0.06464913019955332,-0.0646491301995531,-0.06549292377224902,0.45491803278688525,37.871425423964226
classification,structured_fmv3,main,receipt,3,natural,2,8,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8073770491803278,1.6147540983606556,2.05327868852459,0.4844262295081967,0.7008196721311475,0.18502392344497606,0.13974747474747473,0.16474435171205848,0.1698032526850896,0.7894736842105263,0.7950819672131147,0.21052631578947367,1.0,0.8788636363636363,6.1351326596966675,0.5386530197297374,0.1750709929173209,0.4142609036396393,,,,,,,,
regression,structured_fmv3,,receipt,3,natural,2,8,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,52.18777478542164,0.80670861042831,0.9879628986880752,0.01151780277971981,0.011517802779719699,-0.11926297757439919,0.6926229508196722,16.7048392935155
classification,structured_fmv3,main,receipt,3,natural,4,16,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8073770491803278,2.5737704918032787,2.180327868852459,0.5160031225604995,0.7295081967213115,0.20958532695374799,0.16567340067340064,0.19420472917088336,0.19874262783169877,0.7368421052631579,0.8565573770491803,0.2631578947368421,1.0,0.7964242424242424,4.642219339141112,0.5020712706864563,0.2159559171498542,0.3582647750931182,,,,,,,,
regression,structured_fmv3,,receipt,3,natural,4,16,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,69.58274253802864,48.794364964789665,1.317265744692,-0.3179581332104866,-0.3179581332104864,-0.06536078012982083,0.9262295081967213,222.13571955787
classification,structured_fmv3,main,receipt,3,natural,8,32,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8770491803278688,4.155737704918033,2.4221311475409837,0.5771287375433952,0.7377049180327869,0.21905901116427431,0.17567340067340065,0.19240262994335258,0.20340639181673228,0.7368421052631579,0.8565573770491803,0.24912280701754386,0.9466666666666667,0.8809090909090909,4.543571818308342,0.44943557575737486,0.18074257793439527,0.14112191195852666,,,,,,,,
regression,structured_fmv3,,receipt,3,natural,8,32,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,61.85249706368465,36.67981914169535,1.170925040229991,-0.1715405083366588,-0.1715405083366588,-0.002668772050783863,0.9098360655737705,205.2748198387452
classification,structured_fmv3,main,receipt,3,natural,16,64,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8770491803278688,8.934426229508198,2.4221311475409837,0.6111725132395125,0.7459016393442623,0.2113397129186603,0.16752525252525252,0.18637510350280834,0.19664178595796508,0.7368421052631579,0.8565573770491803,0.24322169059011164,0.9242424242424242,0.8506666666666668,4.430732494101603,0.3956449011460703,0.1385443278504267,0.13337506171631924,,,,,,,,
regression,structured_fmv3,,receipt,3,natural,16,64,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,61.50028441852075,36.41503326127419,1.164257328734311,-0.16486929212152268,-0.16486929212152268,0.03504716864688673,0.9467213114754098,232.33576782291857
classification,structured_fmv3,main,receipt,3,natural,32,130,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9016393442622951,15.885245901639344,2.569672131147541,0.6341740376504963,0.7663934426229508,0.34291866028708134,0.3064141414141414,0.3040515489457921,0.3100516617846528,0.5263157894736842,0.889344262295082,0.4525518341307815,0.9553872053872053,0.7526287262872629,3.7156438441119466,0.39923714127378945,0.19084684469103114,0.0816821884296352,,,,,,,,
regression,structured_fmv3,,receipt,3,natural,32,130,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,62.70660530309713,39.49278887782073,1.1870941000428084,-0.18771806702027294,-0.18771806702027272,0.010039952917346051,0.9508196721311475,263.8281122346624
classification,structured_fmv3,main,receipt,3,natural,64,266,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9221311475409836,29.721311475409838,2.6844262295081966,0.6519253877536255,0.7704918032786885,0.4018660287081339,0.3686363636363636,0.29439082544019807,0.323447135654332,0.5263157894736842,0.9098360655737705,0.47360446570972886,0.8998484848484848,0.7785966228893059,3.145048165472154,0.38486996257086,0.16023621642361635,0.08118840636242791,,,,,,,,
regression,structured_fmv3,,receipt,3,natural,64,266,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,59.50747441528534,33.14909493076408,1.1265315901791382,-0.12712372395464677,-0.127123723954647,0.023646928119270272,0.9836065573770492,309.4103026962874
classification,structured_fmv3,main,receipt,3,natural,128,583,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,1.0,59.14754098360656,2.94672131147541,0.7100214207965581,0.8401639344262295,0.5584370015948963,0.5339057239057239,0.6204178575092701,0.5720336686079204,0.21052631578947367,1.0,0.7303827751196174,0.7303827751196174,0.772375740994072,0.8706920895670517,0.34394089420836466,0.2855683833407306,0.07380482114204259,,,,,,,,
regression,structured_fmv3,,receipt,3,natural,128,583,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,56.03072561208039,19.944383803889746,1.0607135161235228,-0.06127105423830881,-0.06127105423830881,0.14561847968242903,0.9467213114754098,256.7056336648001
classification,structured_fmv3,main,receipt,4,natural,1,4,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.7213114754098361,0.7213114754098361,1.1680327868852458,0.36065573770491804,0.26639344262295084,0.0714354066985646,0.01984848484848486,0.07856674732809034,0.05931075754297931,0.7894736842105263,0.7950819672131147,0.21052631578947367,1.0,0.3393181818181818,6.729887900472754,0.9145037872873831,0.3157791016964186,0.8128687320209029,,,,,,,,
regression,structured_fmv3,,receipt,4,natural,1,4,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,60.652287610471305,21.914845378014583,1.148203963975927,-0.1488074893046174,-0.1488074893046174,-0.04564656957362012,0.0,0.8996175368065451
classification,structured_fmv3,main,receipt,4,natural,2,8,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8770491803278688,1.1680327868852458,2.2418032786885247,0.4676229508196721,0.680327868852459,0.1799043062200957,0.13434343434343435,0.14289649431064821,0.15879045652204057,0.7894736842105263,0.7950819672131147,0.21052631578947367,1.0,0.8545454545454546,6.216528861698407,0.5524696813378148,0.18130138199726348,0.14170768142669313,,,,,,,,
regression,structured_fmv3,,receipt,4,natural,2,8,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,53.4708149229432,6.272474954698831,1.01225203649115,-0.012784102014530951,-0.012784102014530951,-0.10818068629480337,0.7172131147540983,36.2074186236878
classification,structured_fmv3,main,receipt,4,natural,4,16,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.8770491803278688,1.598360655737705,2.442622950819672,0.49254488680718184,0.6434426229508197,0.18516746411483254,0.13989898989898988,0.1616029940877615,0.17018780863174457,0.7368421052631579,0.8565573770491803,0.2631578947368421,1.0,0.7036363636363636,4.774076537739539,0.5739055883336458,0.19778342007785388,0.17233704898163044,,,,,,,,
regression,structured_fmv3,,receipt,4,natural,4,16,,,,50,244,,,,,,,,,,,,,,,,,,,,,,,52.77317604709847,1.9375196278280018,0.9990450866096697,0.00042978977711372046,0.00042978977711372046,-0.12565293295802848,0.7090163934426229,18.566230872905457
classification,structured_fmv3,main,receipt,4,natural,8,36,fm_structured_mix,balanced,1.0,20,244,3,0.5,0.75,0.5,0.9016393442622951,4.35655737704918,2.528688524590164,0.5842745248965114,0.7786885245901639,0.37133971291866025,0.33641414141414133,0.350346339888036,0.3267678665344045,0.5263157894736842,0.889344262295082,0.45859649122807017,0.9681481481481481,0.8000556586270872,3.7965025975719553,0.4339481250720551,0.26342555099109427,0.12056850812105362,,,,,,,,
