checkpoint,checkpoint_epoch,log,fraction_percent,task,retrieval_k,effective_k,support_prefixes,n_queries,accuracy,mae_hours,fmv2_proto_reference,candidate_minus_reference,beats_fmv2,selection_policy
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,billing,0.5,classification,50,50,1152,200,0.875,,0.895,-0.020000000000000018,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,billing,0.5,regression,200,200,1152,200,,1074.4927978515625,1160.7777,-86.2849021484376,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,billing,1.0,classification,20,20,2195,200,0.8899999856948853,,0.92,-0.030000014305114786,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,billing,1.0,regression,200,200,2195,200,,1123.0999755859375,1186.553,-63.45302441406261,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,helpdesk,0.5,classification,20,20,50,200,0.6899999976158142,,0.725,-0.03500000238418577,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,helpdesk,0.5,regression,20,20,50,200,,0.1898343712091446,0.196,-0.006165628790855415,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,helpdesk,1.0,classification,50,50,93,200,0.6949999928474426,,0.785,-0.0900000071525574,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,helpdesk,1.0,regression,20,20,93,200,,0.1823882907629013,0.2021,-0.019711709237098696,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,receipt,0.5,classification,1,1,34,200,0.6850000023841858,,0.68,0.005000002384185742,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,receipt,0.5,regression,50,34,34,200,,80.7994155883789,97.1067,-16.307284411621097,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,receipt,1.0,classification,50,41,41,200,0.7300000190734863,,0.785,-0.0549999809265137,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,receipt,1.0,regression,10,10,41,200,,63.404842376708984,102.524,-39.11915762329102,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,roadtraffic_10000,0.5,classification,50,50,79,200,0.8799999952316284,,0.85,0.02999999523162844,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,roadtraffic_10000,0.5,regression,50,50,79,200,,4382.16455078125,4459.555,-77.39044921875029,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,roadtraffic_10000,1.0,classification,50,50,166,200,0.8600000143051147,,0.855,0.005000014305114764,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,roadtraffic_10000,1.0,regression,100,100,166,200,,4378.19677734375,4592.9824,-214.78562265624987,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,sepsis,0.5,classification,50,50,71,200,0.42500001192092896,,0.4458,-0.02079998807907102,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,sepsis,0.5,regression,50,50,71,200,,1024.7537841796875,703.1954,321.55838417968755,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,sepsis,1.0,classification,10,10,225,200,0.49000000953674316,,0.4663,0.023700009536743172,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_60.pth,60,sepsis,1.0,regression,100,100,225,200,,1367.575927734375,936.7253,430.85062773437505,False,best metric; smallest k on ties
