epoch,task,component,gradient_l2
1,classification,classification/accuracy_surrogate_weighted,0.0
1,classification,classification/balanced_accuracy_surrogate_weighted,0.7904551500019238
1,classification,classification/brier_surrogate_weighted,0.0
1,classification,classification/macro_f1_surrogate_weighted,0.0
1,classification,classification/nll_surrogate_weighted,0.0
1,classification,classification_separation_weighted,0.9473670679801568
1,classification,primary,0.7904551500019238
1,classification,routing_weighted,0.12949400160614655
2,classification,classification/accuracy_surrogate_weighted,0.0
2,classification,classification/balanced_accuracy_surrogate_weighted,0.582927124560948
2,classification,classification/brier_surrogate_weighted,0.0
2,classification,classification/macro_f1_surrogate_weighted,0.0
2,classification,classification/nll_surrogate_weighted,0.0
2,classification,classification_separation_weighted,1.3179519735843845
2,classification,primary,0.582927124560948
2,classification,routing_weighted,0.2712749230591159
2,regression,confidence_weighted,0.009353579737964376
2,regression,primary,1.598572015599012
2,regression,regression/bias_weighted,0.16528371067834707
2,regression,regression/huber_weighted,0.267205632835898
2,regression,regression/log_rmse_weighted,0.17249375124216945
2,regression,regression/mae_weighted,0.2530591096293137
2,regression,regression/median_ae_weighted,0.21570318614611
2,regression,regression/quantile_weighted,0.2530591096293137
2,regression,regression/r2_weighted,0.2838111909518913
2,regression,regression/relative_mae_weighted,0.17126446691763933
2,regression,regression/rmse_weighted,0.33127267964027973
2,regression,regression_gate_aux_weighted,0.012028364833924153
2,regression,routing_weighted,0.03322833695809571
3,classification,classification/accuracy_surrogate_weighted,0.0
3,classification,classification/balanced_accuracy_surrogate_weighted,0.39331339482379507
3,classification,classification/brier_surrogate_weighted,0.0
3,classification,classification/macro_f1_surrogate_weighted,0.0
3,classification,classification/nll_surrogate_weighted,0.0
3,classification,classification_separation_weighted,1.284792988261547
3,classification,primary,0.39331339482379507
3,classification,routing_weighted,0.49142841052620256
3,regression,confidence_weighted,0.02365650150704782
3,regression,primary,1.1938435180646758
3,regression,regression/bias_weighted,0.13068501655590942
3,regression,regression/huber_weighted,0.16349220090136884
3,regression,regression/log_rmse_weighted,0.21377385711943814
3,regression,regression/mae_weighted,0.17680072355530352
3,regression,regression/median_ae_weighted,0.08986959342558393
3,regression,regression/quantile_weighted,0.17680072355530352
3,regression,regression/r2_weighted,0.23683047059273316
3,regression,regression/relative_mae_weighted,0.25207718207922986
3,regression,regression/rmse_weighted,0.2094482880078699
3,regression,regression_gate_aux_weighted,0.012882146857843283
3,regression,routing_weighted,0.08025246878536983
4,classification,classification/accuracy_surrogate_weighted,0.0
4,classification,classification/balanced_accuracy_surrogate_weighted,0.8314282276595832
4,classification,classification/brier_surrogate_weighted,0.0
4,classification,classification/macro_f1_surrogate_weighted,0.0
4,classification,classification/nll_surrogate_weighted,0.0
4,classification,classification_separation_weighted,1.7890667574018162
4,classification,primary,0.8314282276595832
4,classification,routing_weighted,0.4872512482293916
4,regression,confidence_weighted,0.05205889950573019
4,regression,primary,2.6212294571774213
4,regression,regression/bias_weighted,0.3726006819522111
4,regression,regression/huber_weighted,0.5339911643103239
4,regression,regression/log_rmse_weighted,0.30362988805326574
4,regression,regression/mae_weighted,0.45061981538959384
4,regression,regression/median_ae_weighted,0.22141839621819182
4,regression,regression/quantile_weighted,0.45061981538959384
4,regression,regression/r2_weighted,0.24446669795365172
4,regression,regression/relative_mae_weighted,0.792426540048772
4,regression,regression/rmse_weighted,0.5245865889740465
4,regression,regression_gate_aux_weighted,0.019486689693832056
4,regression,routing_weighted,0.15171126913503014
5,classification,classification/accuracy_surrogate_weighted,0.0
5,classification,classification/balanced_accuracy_surrogate_weighted,1.0847309258074178
5,classification,classification/brier_surrogate_weighted,0.0
5,classification,classification/macro_f1_surrogate_weighted,0.0
5,classification,classification/nll_surrogate_weighted,0.0
5,classification,classification_separation_weighted,1.1102315425083933
5,classification,primary,1.0847309258074178
5,classification,routing_weighted,0.20401009878471904
5,regression,confidence_weighted,0.02613300657326686
5,regression,primary,1.7271488576338885
5,regression,regression/bias_weighted,0.17996723713505094
5,regression,regression/huber_weighted,0.23332112129847773
5,regression,regression/log_rmse_weighted,0.2217064960493796
5,regression,regression/mae_weighted,0.22969766088929583
5,regression,regression/median_ae_weighted,0.07423121639874015
5,regression,regression/quantile_weighted,0.22969766088929583
5,regression,regression/r2_weighted,0.3156528460511861
5,regression,regression/relative_mae_weighted,0.4185860472088378
5,regression,regression/rmse_weighted,0.3219542451813565
5,regression,regression_gate_aux_weighted,0.01219914327301442
5,regression,routing_weighted,0.08866444299408138
6,classification,classification/accuracy_surrogate_weighted,0.0
6,classification,classification/balanced_accuracy_surrogate_weighted,2.3297830527405834
6,classification,classification/brier_surrogate_weighted,0.0
6,classification,classification/macro_f1_surrogate_weighted,0.0
6,classification,classification/nll_surrogate_weighted,0.0
6,classification,classification_separation_weighted,1.604821681668585
6,classification,primary,2.3297830527405834
6,classification,routing_weighted,0.1886745417210595
6,regression,confidence_weighted,0.03413298257200822
6,regression,primary,1.2965738800710092
6,regression,regression/bias_weighted,0.16266365409130998
6,regression,regression/huber_weighted,0.2188347688929579
6,regression,regression/log_rmse_weighted,0.1791818583408777
6,regression,regression/mae_weighted,0.2134242349553897
6,regression,regression/median_ae_weighted,0.08399885356359822
6,regression,regression/quantile_weighted,0.2134242349553897
6,regression,regression/r2_weighted,0.23820568497039774
6,regression,regression/relative_mae_weighted,0.053194877907250256
6,regression,regression/rmse_weighted,0.24960911487998919
6,regression,regression_gate_aux_weighted,0.012076866425905977
6,regression,routing_weighted,0.1222808357685559
7,classification,classification/accuracy_surrogate_weighted,0.0
7,classification,classification/balanced_accuracy_surrogate_weighted,3.3853024556055638
7,classification,classification/brier_surrogate_weighted,0.0
7,classification,classification/macro_f1_surrogate_weighted,0.0
7,classification,classification/nll_surrogate_weighted,0.0
7,classification,classification_separation_weighted,2.9902969750073134
7,classification,primary,3.3853024556055638
7,classification,routing_weighted,0.05511581909892574
7,regression,confidence_weighted,0.05867538602718309
7,regression,primary,2.4073392960782027
7,regression,regression/bias_weighted,0.34172478020276464
7,regression,regression/huber_weighted,0.4557862037194227
7,regression,regression/log_rmse_weighted,0.24008280031082607
7,regression,regression/mae_weighted,0.3842697564659661
7,regression,regression/median_ae_weighted,0.12733155202841312
7,regression,regression/quantile_weighted,0.3842697564659661
7,regression,regression/r2_weighted,0.2521035029009528
