epoch,classification_train_loss,classification_validation_loss,classification_train_accuracy,classification_validation_accuracy,classification_validation_balanced_accuracy,classification_validation_macro_f1,regression_train_loss,regression_validation_loss,regression_train_mae_hours,regression_validation_mae_hours,regression_validation_r2,gradient_clip_fraction,gradient_preclip_norm,step_success_fraction,base_lr
1,2.3893356395055014,2.34893553907221,0.26383240359867866,0.20614318422191244,0.19563836672089316,0.1618407284417613,2.0214938067678196,1.897994648326527,973.0480919595975,889.0076093673706,0.3269262909889221,0.92,2.67948969332753,0.9866666666666667,0.0001
2,2.3080218689782277,2.2274542071602563,0.2654937703090596,0.23425781813374355,0.2228765623136,0.18492939327420158,2.063691418934492,1.9029573202133179,814.4618441949483,907.3685817718506,0.34774480624632403,0.98,3.240246914625168,1.0,9.939057285945933e-05
3,2.2223816340969456,2.163056980479847,0.275385565827202,0.22829468835632902,0.2192853350530971,0.18253896969624542,1.8905772603791335,1.8522158644416116,681.2809349783536,898.6835700815374,0.37032483924518933,0.95,3.1820495899518333,1.0,9.757729755661012e-05
4,2.1823015703874478,2.1202927177602593,0.28523434734148806,0.23684032618624107,0.22933342240073465,0.19079077082940124,1.782971502972298,1.7854551402005283,840.2851441247122,899.3145246505737,0.3718465566635132,0.94,3.315784000555674,1.0,9.460482294732422e-05
5,2.074822600196008,2.0566834102977407,0.36651320081079714,0.2466907390269699,0.24189346622336994,0.2002051125534556,1.671919188468285,1.7265844995325261,682.7517911748948,879.4888309131969,0.383957792412151,0.9133333333333333,2.9229122879107794,1.0,9.054634122155992e-05
6,2.078197939366829,2.0062085498463023,0.32787296384980075,0.28055817628960145,0.27422543547370215,0.2329555076800964,1.7436371445655823,1.6970000050284646,615.6007895329419,871.8747583736073,0.3934220454909585,0.8866666666666667,3.10735432545344,1.0,8.550178566873411e-05
7,2.0247577200701206,1.9730656038631091,0.3527495161603349,0.2947638484928609,0.2883925437927246,0.24472468812018633,1.8287375318831292,1.6773029565811157,1226.5070019528487,879.0111037167636,0.39921355789357965,0.8866666666666667,3.330593626499176,1.0,7.959536998847744e-05
8,1.957681483692593,1.9515029300342908,0.38591829115915927,0.30769854814672376,0.2983187166127292,0.257394468750466,1.7727558775012995,1.6717797192660244,990.427795922675,880.2901294014671,0.39872458848086273,0.8233333333333334,3.058816726406415,1.0,7.297252973710758e-05
9,1.9570853050145727,1.9249414964155718,0.35997288339609335,0.32344035443007546,0.3165081576867537,0.27633205462585797,1.7385933021219766,1.6628350236199119,913.5418515554288,889.5248739069158,0.39966975017027423,0.8433333333333334,3.214643079241117,1.0,6.579634122155991e-05
10,1.9534044298860762,1.910989761352539,0.3704146251376639,0.3284359826450652,0.3216819410974329,0.2777728282592513,1.7923206641123846,1.6612285592339255,697.2303563509232,882.2127001502297,0.39913114634427155,0.8466666666666667,3.2029458232720693,1.0,5.824350601949144e-05
11,1.9488361564121748,1.8991522572257302,0.36858788316754737,0.3262703716167492,0.31898263096809387,0.27710310369729996,1.7123260385281331,1.6553304195404053,983.6526659759315,886.5736520940608,0.4002301638776606,0.8133333333333334,3.1723848734299342,1.0,5.050000000000001e-05
12,1.9911688336304256,1.8838425332849675,0.32241478536387913,0.3246632523676746,0.3177949081767689,0.2764480279927904,1.5727682687342166,1.6547742215069858,621.2274574577808,882.3914242657748,0.4022025032476945,0.82,2.7884213497241337,1.0,4.275649398050859e-05
13,1.8690976259938206,1.869726993820884,0.43363566009271415,0.3326395065141099,0.3251094330440868,0.2822696521708911,1.6410575669203231,1.6601186123761265,547.7302198837052,873.3446192307906,0.4042104591022838,0.8233333333333334,3.3084563984473547,1.0,3.520365877844011e-05
14,1.8887565090738494,1.867190794511275,0.4338298165184524,0.33121905196865536,0.3251420340754769,0.282761590893973,1.7357448070280013,1.6518928354436702,675.1579866286247,864.5085204731334,0.40484061566266144,0.8,3.495616870323817,1.0,2.8027470262892444e-05
15,1.938207366322511,1.8604026707735928,0.3755132987284448,0.33188345812701314,0.3260274204340848,0.28301325000145217,1.705936245570909,1.6504957242445513,813.4006084037933,867.0662886879661,0.40287030826915393,0.78,3.0452734873692195,1.0,2.1404630011522593e-05
16,1.918414927922286,1.8558756980029019,0.38593891492507226,0.33758818686601605,0.33136402747847815,0.28916981545361603,1.66125721719167,1.65187791260806,721.1688797506567,872.2772307829423,0.40323158827694977,0.79,3.238436896006266,1.0,1.5498214331265904e-05
17,1.8514308920480256,1.8510644760998813,0.41814129450982085,0.33832132469592807,0.3320471075448123,0.28985531628131866,1.6394158373335879,1.6563311381773516,786.7443478350154,878.0181487690319,0.400394932790236,0.7866666666666666,2.9105491747458774,1.0,1.0453658778440109e-05
18,1.8616364372743142,1.8500233130021528,0.3885498412323306,0.3396501370126436,0.3340398855507374,0.2914866054938598,1.7400237078729428,1.6507656465877185,981.7731238289883,869.5830990184437,0.40170100602236664,0.81,3.068894619146983,1.0,6.3951770526757955e-06
19,1.837261277657968,1.8486992879347368,0.42767937596478806,0.34611091413874334,0.3399700383571061,0.2962078389457681,1.897643592863372,1.6518325155431575,1097.024891356266,874.9307539679787,0.40085309743881226,0.7966666666666666,3.0851278672615687,1.0,3.422702443389901e-06
20,1.8382513094291413,1.848076506094499,0.42546015715065766,0.34611091413874334,0.3400173888287761,0.29632288945669477,1.7393505143823091,1.6531770446083762,794.7211687905448,876.3196397261186,0.3999922438101335,0.74,3.1773632764816284,1.0,1.609427140540686e-06
