task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours
classification,00_fmv2,main,billing,0,natural,1,4,configured,balanced,1.0,5,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3440414904700619,0.3536013140484555,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.0335123641949457,0.27083263868970714,0.0620989551624426,0.06106704571083481,,,,,,,,
classification,00_fmv2,main,billing,0,natural,1,4,configured,balanced,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3440414904700619,0.3536013140484555,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.0335123641949457,0.27083263868970714,0.0620989551624426,0.06106704571083481,,,,,,,,
classification,00_fmv2,main,billing,0,natural,1,4,configured,balanced,1.0,50,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3440414904700619,0.3536013140484555,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.0335123641949457,0.27083263868970714,0.0620989551624426,0.06106704571083481,,,,,,,,
classification,00_fmv2,main,billing,0,natural,1,4,configured,natural,1.0,5,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3440414904700619,0.3536013140484555,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.0335123641949457,0.27083263868970714,0.0620989551624426,0.06106704571083481,,,,,,,,
classification,00_fmv2,main,billing,0,natural,1,4,configured,natural,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3440414904700619,0.3536013140484555,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.0335123641949457,0.27083263868970714,0.0620989551624426,0.06106704571083481,,,,,,,,
classification,00_fmv2,main,billing,0,natural,1,4,configured,natural,1.0,50,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3440414904700619,0.3536013140484555,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.0335123641949457,0.27083263868970714,0.0620989551624426,0.06106704571083481,,,,,,,,
regression,00_fmv2,,billing,0,natural,1,4,,,,50,208,,,,,,,,,,,,,,,1100.9101391739346,889.552301793392,0.8630843046387712,-0.006189058792913649,-0.006189058792913427,0.1664981801863431,0.28365384615384615,1236.7237184446292
classification,00_fmv2,main,billing,0,natural,2,7,configured,balanced,1.0,5,208,0.8461538461538461,0.3728506787330317,0.30316742081447967,0.34795918367346934,0.3567637906647808,0.6,0.9038461538461539,0.38823529411764707,0.9705882352941176,0.9615384615384617,3.3823475932321423,0.28415816208212435,0.11039067776157306,0.05732325490229143,,,,,,,,
classification,00_fmv2,main,billing,0,natural,2,7,configured,balanced,1.0,20,208,0.8461538461538461,0.3728506787330317,0.30316742081447967,0.34838095238095235,0.357074168797954,0.6,0.9038461538461539,0.4,1.0,0.9321266968325792,3.017955459769424,0.280338777294797,0.043970692472962175,0.06956001398966427,,,,,,,,
classification,00_fmv2,main,billing,0,natural,2,7,configured,balanced,1.0,50,208,0.8461538461538461,0.3728506787330317,0.30316742081447967,0.34838095238095235,0.357074168797954,0.6,0.9038461538461539,0.4,1.0,0.9321266968325792,3.017955459769424,0.280338777294797,0.043970692472962175,0.06956001398966427,,,,,,,,
