task,experiment,log,repetition,support_scenario,case_budget,support_prefixes,n_queries,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,nll,macro_retrieval_given_pool,macro_decision_given_retrieval,multiclass_brier,ece_10,aurc
classification,baseline_lstm_natural_ce,receipt,0,natural,1,4,244,0.5450819672131147,0.14,0.09222222222222223,0.10689967408892381,0.11542565051219841,0.8421052631578947,0.7950819672131147,2.5438395619983662,1.0,0.665,0.860965767930721,0.4409121837711236,0.30718147615477726
classification,baseline_lstm_logit_adjustment,receipt,0,natural,1,4,244,0.38934426229508196,0.09999999999999999,0.04999999999999999,0.1109064654918371,0.08440491892710571,0.8421052631578947,0.7950819672131147,2.9401836591935067,1.0,0.475,0.916557685017544,0.32707976952052814,0.3639458637847666
classification,baseline_lstm_class_weighted_ce,receipt,0,natural,1,4,244,0.5450819672131147,0.14,0.09222222222222223,0.10689967408892381,0.11542565051219841,0.8421052631578947,0.7950819672131147,2.5438395619983662,1.0,0.665,0.860965767930721,0.4409121837711236,0.30718147615477726
classification,baseline_lstm_balanced_softmax,receipt,0,natural,1,4,244,0.5778688524590164,0.14913875598086124,0.10186868686868686,0.1601492200141822,0.1285909337354807,0.7894736842105263,0.7950819672131147,2.5591991529307387,1.0,0.7084090909090909,0.8633806055960701,0.4767583357628251,0.24163342800753734
classification,baseline_weighted_logistic,receipt,0,natural,1,4,244,0.319672131147541,0.08598086124401914,0.03520202020202021,0.07436637683140014,0.06717513121930177,0.7894736842105263,0.7950819672131147,7.305516754974227,1.0,0.40840909090909094,0.9601990190460692,0.29871402322625695,0.6270911402026939
classification,baseline_random_forest,receipt,0,natural,1,4,244,0.6680327868852459,0.1767464114832536,0.13101010101010102,0.15536426830369235,0.1610947619010329,0.7894736842105263,0.7950819672131147,6.267695501145117,1.0,0.8395454545454546,0.5798125,0.19497950819672133,0.14783989524807645
classification,baseline_gaussian_nb,receipt,0,natural,1,4,244,0.2336065573770492,0.06416267942583732,0.012171717171717177,0.057573696674653514,0.05188471060832503,0.7894736842105263,0.7950819672131147,21.176233396223928,1.0,0.30477272727272725,1.5327868852459017,0.7663934426229508,0.7411651293649416
classification,baseline_tabpfn,receipt,0,natural,1,4,244,0.6188524590163934,0.16382775119617224,0.11737373737373735,0.14905161489041885,0.15083330279167348,0.7894736842105263,0.7950819672131147,6.354593035837232,1.0,0.7781818181818181,0.61762322174215,0.24069967487307847,0.1819718823934895
classification,baseline_lstm_natural_ce,receipt,0,natural,2,8,244,0.7049180327868853,0.18607655502392345,0.14085858585858585,0.1570489660715225,0.168235234203518,0.7894736842105263,0.7950819672131147,2.6807189964448295,1.0,0.8838636363636364,0.8843840814145175,0.6221939105784795,0.14498328809128297
classification,baseline_lstm_logit_adjustment,receipt,0,natural,2,8,244,0.0,0.0,-0.05555555555555555,0.0,0.0,1.0,0.7950819672131147,3.382953944594381,1.0,0.0,0.9563955276336163,0.05300158752630944,1.0
classification,baseline_lstm_class_weighted_ce,receipt,0,natural,2,8,244,0.7049180327868853,0.18607655502392345,0.14085858585858585,0.1570489660715225,0.168235234203518,0.7894736842105263,0.7950819672131147,2.6807189964448295,1.0,0.8838636363636364,0.8843840814145175,0.6221939105784795,0.14498328809128297
classification,baseline_lstm_balanced_softmax,receipt,0,natural,2,8,244,0.7049180327868853,0.18607655502392345,0.14085858585858585,0.1570489660715225,0.168235234203518,0.7894736842105263,0.7950819672131147,2.7037610806710477,1.0,0.8838636363636364,0.8874669317911422,0.6246317681535836,0.13585645603403285
classification,baseline_weighted_logistic,receipt,0,natural,2,8,244,0.3442622950819672,0.08985645933014354,0.03929292929292929,0.11624060150375941,0.08066196593579962,0.7894736842105263,0.7950819672131147,7.105099083246923,1.0,0.4268181818181818,0.931943558832005,0.3363002077582882,0.48011128640654416
