epoch,task,pool,log,metric,mean
1,classification,0,o2c,head/classification/accuracy,0.0
1,classification,0,o2c,head/classification/nll,3.1383251547813416
1,classification,0,o2c,loss/total,4.783780097961426
1,classification,1,hire2retire,head/classification/accuracy,0.0
1,classification,1,hire2retire,head/classification/nll,2.7719654738903046
1,classification,1,hire2retire,loss/total,4.359175205230713
1,classification,10,req2receipt,head/classification/accuracy,0.3046875
1,classification,10,req2receipt,head/classification/nll,3.3333009316120297
1,classification,10,req2receipt,loss/total,4.894559383392334
1,classification,2,di2re,head/classification/accuracy,0.2540983606557377
1,classification,2,di2re,head/classification/nll,2.8109882723112576
1,classification,2,di2re,loss/total,4.422749996185303
1,classification,3,mak2stock,head/classification/accuracy,0.2265625
1,classification,3,mak2stock,head/classification/nll,3.3561578390654176
1,classification,3,mak2stock,loss/total,4.9101738929748535
1,classification,4,offer2accept,head/classification/accuracy,0.0
1,classification,4,offer2accept,head/classification/nll,2.6762705743312836
1,classification,4,offer2accept,loss/total,4.243574142456055
1,classification,5,quote2order,head/classification/accuracy,0.6612903225806451
1,classification,5,quote2order,head/classification/nll,1.351399245671928
1,classification,5,quote2order,loss/total,2.901282548904419
1,classification,6,opp2quote,head/classification/accuracy,0.203125
1,classification,6,opp2quote,head/classification/nll,3.385626398958266
1,classification,6,opp2quote,loss/total,5.021100044250488
1,classification,7,lead2opp,head/classification/accuracy,0.0078125
1,classification,7,lead2opp,head/classification/nll,2.9130631033331156
1,classification,7,lead2opp,loss/total,4.536308288574219
1,classification,8,p2p,head/classification/accuracy,0.2734375
1,classification,8,p2p,head/classification/nll,2.8210534669924527
1,classification,8,p2p,loss/total,4.445069789886475
1,classification,9,rid2mit,head/classification/accuracy,0.2265625
1,classification,9,rid2mit,head/classification/nll,3.2816303144209087
1,classification,9,rid2mit,loss/total,4.9101152420043945
1,regression,0,o2c,head/regression/error_p90_hours,111.27845764160156
1,regression,0,o2c,head/regression/mae_hours,56.10869598388672
1,regression,0,o2c,head/regression/relative_mae,6.6163177490234375
1,regression,0,o2c,loss/total,3.1235666275024414
1,regression,1,hire2retire,head/regression/error_p90_hours,108.12550354003906
1,regression,1,hire2retire,head/regression/mae_hours,39.518531799316406
1,regression,1,hire2retire,head/regression/relative_mae,3.7608635425567627
1,regression,1,hire2retire,loss/total,1.3432295322418213
1,regression,10,req2receipt,head/regression/error_p90_hours,87.49243927001953
1,regression,10,req2receipt,head/regression/mae_hours,40.17406463623047
1,regression,10,req2receipt,head/regression/relative_mae,1.7764337062835693
1,regression,10,req2receipt,loss/total,1.3697068691253662
1,regression,2,di2re,head/regression/error_p90_hours,42.86447525024414
1,regression,2,di2re,head/regression/mae_hours,17.763038635253906
1,regression,2,di2re,head/regression/relative_mae,1.5740742683410645
1,regression,2,di2re,loss/total,1.8147470951080322
1,regression,3,mak2stock,head/regression/error_p90_hours,72.03414916992188
1,regression,3,mak2stock,head/regression/mae_hours,33.67364501953125
1,regression,3,mak2stock,head/regression/relative_mae,1.4492206573486328
1,regression,3,mak2stock,loss/total,1.6881102323532104
1,regression,4,offer2accept,head/regression/error_p90_hours,48.65829849243164
1,regression,4,offer2accept,head/regression/mae_hours,21.047286987304688
1,regression,4,offer2accept,head/regression/relative_mae,0.7828125953674316
1,regression,4,offer2accept,loss/total,1.6620566844940186
1,regression,5,quote2order,head/regression/error_p90_hours,131.5416717529297
1,regression,5,quote2order,head/regression/mae_hours,69.04176330566406
1,regression,5,quote2order,head/regression/relative_mae,4.725770950317383
1,regression,5,quote2order,loss/total,1.5645496845245361
1,regression,6,opp2quote,head/regression/error_p90_hours,54.543670654296875
1,regression,6,opp2quote,head/regression/mae_hours,26.993139266967773
1,regression,6,opp2quote,head/regression/relative_mae,2.428144931793213
1,regression,6,opp2quote,loss/total,1.5217527151107788
1,regression,7,lead2opp,head/regression/error_p90_hours,150.02536010742188
1,regression,7,lead2opp,head/regression/mae_hours,56.83946990966797
1,regression,7,lead2opp,head/regression/relative_mae,2.598358631134033
1,regression,7,lead2opp,loss/total,1.5925898551940918
1,regression,8,p2p,head/regression/error_p90_hours,20173.3203125
1,regression,8,p2p,head/regression/mae_hours,9210.59375
1,regression,8,p2p,head/regression/relative_mae,126.59671783447266
1,regression,8,p2p,loss/total,7.5988664627075195
1,regression,9,rid2mit,head/regression/error_p90_hours,28.654993057250977
1,regression,9,rid2mit,head/regression/mae_hours,12.948617935180664
1,regression,9,rid2mit,head/regression/relative_mae,1.8406507968902588
1,regression,9,rid2mit,loss/total,1.5967094898223877
2,classification,0,o2c,head/classification/accuracy,0.0
2,classification,0,o2c,head/classification/nll,3.0794742703437805
2,classification,0,o2c,loss/total,4.714330673217773
2,classification,1,hire2retire,head/classification/accuracy,0.0
2,classification,1,hire2retire,head/classification/nll,2.447658581659198
2,classification,1,hire2retire,loss/total,4.037426948547363
2,classification,10,req2receipt,head/classification/accuracy,0.328125
2,classification,10,req2receipt,head/classification/nll,2.8302559091243893
2,classification,10,req2receipt,loss/total,4.3826518058776855
2,classification,2,di2re,head/classification/accuracy,0.30327868852459017
2,classification,2,di2re,head/classification/nll,2.4650435562505097
2,classification,2,di2re,loss/total,4.093732833862305
