checkpoint,checkpoint_epoch,log,fraction_percent,task,retrieval_k,effective_k,support_prefixes,n_queries,accuracy,mae_hours,fmv2_proto_reference,candidate_minus_reference,beats_fmv2,selection_policy
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,billing,0.5,classification,50,50,1152,54878,0.9018368124961853,,0.895,0.006836812496185285,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,billing,0.5,regression,100,100,1152,54878,,1146.585693359375,1160.7777,-14.192006640625095,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,billing,1.0,classification,50,50,2195,54878,0.9073216915130615,,0.92,-0.012678308486938517,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,billing,1.0,regression,200,200,2195,54878,,1145.8023681640625,1186.553,-40.75063183593761,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,helpdesk,0.5,classification,20,20,50,2430,0.7497942447662354,,0.725,0.024794244766235374,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,helpdesk,0.5,regression,50,50,50,2430,,0.19604340195655823,0.196,4.340195655821999e-05,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,helpdesk,1.0,classification,100,93,93,2430,0.7242798209190369,,0.785,-0.060720179080963166,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,helpdesk,1.0,regression,20,20,93,2430,,0.18474754691123962,0.2021,-0.017352453088760378,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,receipt,0.5,classification,1,1,34,1218,0.6806239485740662,,0.68,0.0006239485740661133,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,receipt,0.5,regression,50,34,34,1218,,87.4136962890625,97.1067,-9.693003710937504,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,receipt,1.0,classification,20,20,41,1218,0.7118226885795593,,0.785,-0.0731773114204407,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,receipt,1.0,regression,50,41,41,1218,,78.48789978027344,102.524,-24.036100219726563,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,roadtraffic_10000,0.5,classification,20,20,79,3461,0.8725801706314087,,0.85,0.022580170631408714,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,roadtraffic_10000,0.5,regression,100,79,79,3461,,4889.3583984375,4459.555,429.8033984374997,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,roadtraffic_10000,1.0,classification,50,50,166,3461,0.853221595287323,,0.855,-0.0017784047126769842,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,roadtraffic_10000,1.0,regression,100,100,166,3461,,4910.70849609375,4592.9824,317.72609609375013,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,sepsis,0.5,classification,100,71,71,2610,0.5114942789077759,,0.4458,0.0656942789077759,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,sepsis,0.5,regression,100,71,71,2610,,994.0933227539062,703.1954,290.8979227539063,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,sepsis,1.0,classification,50,50,225,2610,0.5398467183113098,,0.4663,0.07354671831130982,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets_seed43/model_epoch_20.pth,20,sepsis,1.0,regression,100,100,225,2610,,1274.2978515625,936.7253,337.57255156250005,False,best metric; smallest k on ties
