run,epoch,classification_train_nll,classification_validation_nll,classification_train_accuracy,classification_validation_accuracy,classification_validation_max_probability,regression_train_mae_hours,regression_validation_mae_hours,regression_validation_rmse_hours,gradient_clip_fraction,gradient_total_preclip,amp_overflow_fraction,classification_validation_confidence_gap,joint_invariant_score
baseline,11,1.7863375274803057,1.9611785016160577,0.3563642374559045,0.29215429847122737,0.45452480036002735,982.1250729947477,847.264818018133,1137.1465473175049,1.0,5.988959157069524,0.0,0.16237050188879998,0.8165659978503023
baseline,12,1.8911210901291136,1.95853724706502,0.32026277365033623,0.2941801926590068,0.4552570475045616,613.5217926919461,852.2335489446467,1139.9175864132967,0.9966666666666667,5.458551595211029,0.0,0.16107685484555478,0.8189007545016813
baseline,13,1.5997278197303124,1.949206504405757,0.42433821098752955,0.293423017523196,0.45793468251751485,546.4026396310152,837.3201282674617,1129.434172370217,1.0,5.944358559449514,0.0,0.16451166499431885,0.8088984891441866
baseline,14,1.606062894415014,1.9232339595499313,0.425578966163733,0.2992565711985001,0.46270429603269464,680.6887278710642,845.87221735174,1134.6102626106956,0.9966666666666667,6.002134367823601,0.0,0.16344772483419456,0.8091991957400231
baseline,15,1.7970767741620064,1.9178806867786165,0.35810081909919306,0.29989694005095907,0.46390825368247496,810.7856618363336,843.6835171959617,1134.0178298950195,0.9966666666666667,5.930421107014021,0.0,0.1640113136315159,0.8070399905447398
baseline,16,1.7660934147547036,1.9189216199972952,0.35771650923550424,0.3056715272102303,0.46234302832249485,718.7082980038368,842.6551531011409,1131.9694375124845,0.99,5.877541666825612,0.0,0.15667150111226458,0.8066425381303054
baseline,17,1.6845091642675147,1.9166122771149503,0.3940898985174125,0.3020505324263257,0.46280366950191004,787.3836526242559,847.059078389948,1137.7571636546743,0.9933333333333333,5.402015314499537,0.0,0.16075313707558436,0.8087173944073601
baseline,18,1.7323887446628166,1.914261378271407,0.3683487282696159,0.30279568890918707,0.46383554388362974,980.7514750330072,847.2891698317094,1137.6920833587646,0.9966666666666667,6.001698552767436,0.0,0.16103985497444268,0.8084388164640589
baseline,19,1.634425411922505,1.9101272623364343,0.4048255160299101,0.2992445525455507,0.46642154594638185,1095.2185447172685,845.5371124961159,1136.6181895516136,0.9966666666666667,6.1974695638815565,0.0,0.16717699340083114,0.8067366030538117
baseline,20,1.6294767469411138,1.9083728902056634,0.40071237643291474,0.30066500709100524,0.4666591621263241,790.5563124188725,846.7154707475142,1137.9965003620493,0.9933333333333333,6.3043212101856865,0.0,0.16599415503531884,0.8070945781486683
clip5,1,2.537224741284443,2.8541992626115245,0.262243696963962,0.1896246724917071,0.24825298884021374,977.913342006171,886.4979089390148,1186.1350172216241,0.49666666666666665,6.206322471570161,0.016666666666666666,0.058628316348506626,0.9935733312458849
clip5,2,2.4014217789372663,2.492703927169867,0.2592989616665618,0.24527028448151533,0.3163813973928407,816.5727844612271,912.011195269498,1206.9282816106622,0.5166666666666667,7.395465449094773,0.0,0.07111111291132538,0.9451898176457112
clip5,3,2.2556099479589706,2.379581861910074,0.26429562453713834,0.22628081282149895,0.3610556651908753,684.5140317982641,862.2864463979548,1159.4823736710982,0.5833333333333334,7.162766189376513,0.0,0.13477485236937634,0.8976097219175494
clip5,4,2.145869441694597,2.268739821145758,0.28287526449201206,0.24208045887216964,0.3795589374612408,849.4680770562619,862.7593192187222,1148.8803969296541,0.5933333333333334,6.996389473676682,0.0,0.13747847858907117,0.8786426720938806
clip5,5,1.8808770157419068,2.1529942883558175,0.36956132963665383,0.2464225728330369,0.4171026858183886,688.3999631358128,856.8232772133567,1137.4531156366522,0.55,6.154406580527623,0.0,0.1706801129853517,0.8552221657193027
clip5,6,1.942584968121323,2.0898581824216476,0.3260877322565576,0.27421307869813955,0.42431802547715863,617.8927464134553,841.8722255013206,1116.9657209569757,0.5933333333333334,6.464033317565918,0.0,0.1501049467790191,0.8358626571225273
clip5,7,1.8428999315745362,2.0360723225548627,0.35321998961702084,0.28060512415268496,0.4344674259534228,1230.5087917369344,851.3071980909867,1123.8327322873201,0.62,6.9880935235818225,0.0,0.15386230180073784,0.8318336017937493
clip5,8,1.7453971798476646,2.0280374643983987,0.3856468600735499,0.280790662107591,0.43364251839720486,990.5954750086986,853.315763646906,1130.5975594954057,0.5633333333333334,6.174088000059128,0.0,0.15285185628961384,0.8315684939828112
clip5,9,1.810032170249322,1.9636895602434379,0.3469681409807881,0.28646158838517377,0.4463813113759377,924.6722022420992,850.3172258030285,1127.938684463501,0.62,6.337674155632655,0.0,0.1599197229907639,0.8187175466504311
clip5,10,1.7608204368779368,1.9471084034438362,0.36123594197465025,0.27708891699918275,0.45543534245670786,707.9640211080894,853.7250832644376,1133.9455141587691,0.55,6.3690685816605885,0.0,0.1783464254575251,0.8177560989276393
clip5,11,1.7399685919118824,1.9270596925480648,0.36917108411412364,0.28426104814672376,0.4616708497339879,979.8247712045103,850.5090498490767,1131.9502239227295,0.52,5.866275469859441,0.0,0.17740980158726416,0.81246950903171
clip5,12,1.8437232489294888,1.922556815560106,0.324271128167762,0.29516985361280706,0.46360399716346945,611.0417362093925,849.6987798864192,1136.4141511050138,0.49666666666666665,5.288335522015889,0.0,0.16843414355066239,0.8112327135514976
clip5,13,1.5519071851413955,1.9128452446541961,0.43928788335286584,0.30219024926686217,0.46800241762537526,551.0960985439926,848.0813640247692,1133.220321481878,0.58,5.775319019158681,0.0,0.1658121683585131,0.8086384082011586
clip5,14,1.5690573846951725,1.8915297677717788,0.438338426312938,0.3042751099706745,0.4727558127779734,681.8553049272107,844.7354937466708,1128.9312653975053,0.5566666666666666,6.316621208985646,0.0,0.16848070280729893,0.8030590294037446
clip5,15,1.7602876927553166,1.8902201736818578,0.3670452783777459,0.31010753689726456,0.47377382867975865,813.6987996827687,849.1745925383134,1134.466358011419,0.5566666666666666,5.988387711842855,0.0,0.1636662917824941,0.8053271300291509
clip5,16,1.715800860569186,1.8863370978598821,0.3703177540506398,0.30578833349358203,0.47256366742391054,727.0649478794777,851.0668821334839,1136.478587584062,0.59,5.901839327812195,0.0,0.1667753339303285,0.8057170609331187
clip5,17,1.6321509995409678,1.8792210161424676,0.40725335441817306,0.30152696985721844,0.4746654735018794,792.1357302465839,848.6553542397239,1133.0381908416748,0.5033333333333333,5.455401485761007,0.0,0.17313850364466093,0.8031267228036283
clip5,18,1.69045829764812,1.8771369243467477,0.376536872962121,0.3043329497379934,0.4755423032347355,983.8516527853513,849.505632573908,1134.6114019914107,0.54,6.061637847423554,0.0,0.1712093534967421,0.8032430637777777
clip5,19,1.5954398247022188,1.8767385716035372,0.4173028954223372,0.3022022679198116,0.47761789874930277,1095.4492369854088,849.5553869767623,1134.9554334120317,0.52,6.302292627890905,0.0,0.1754156308294912,0.803201911495008
clip5,20,1.5807843941819169,1.8759164271548023,0.41599286732119733,0.3043678789481275,0.4774384437134487,796.5424930560663,850.2518792585893,1135.9882437966087,0.5133333333333333,6.313542031645775,0.0,0.17307056476532118,0.8034507732361624
clip10,1,2.540306214472083,2.871236832708589,0.26158876805336867,0.19118484387769819,0.2425887635827814,973.1413947646298,894.0360159440474,1187.8658020713112,0.056666666666666664,6.111965577885256,0.016666666666666666,0.051403919705083206,1.0007669932438155
clip10,2,2.4112732843059312,2.5362979569849307,0.25457526091072574,0.22856510804769,0.3038601125232907,813.7811391805511,898.7860447276722,1198.5438107577238,0.09,7.456871633927028,0.0,0.0752950044756007,0.9453198673301217
clip10,3,2.248840196374492,2.391180353061956,0.2680896703853093,0.22893505720878807,0.35200508699400723,678.9414513752379,871.4149042476307,1168.6605255820534,0.10333333333333333,7.084827423095703,0.0,0.12307002978521916,0.9047535955830408
clip10,4,2.1396466888210197,2.229833569383028,0.2812176633097034,0.25041652144127685,0.3926321660424833,845.6016746897276,884.5255307284268,1171.6688952012496,0.11333333333333333,6.849454197088877,0.0,0.14221564460120645,0.8841271854924699
clip10,5,1.8678284865864032,2.1302820781357057,0.37334620965509147,0.2533851287197731,0.4184360342010392,690.971479733785,850.658818505027,1130.162527777932,0.06666666666666667,5.876595225334167,0.0,0.1650509054812661,0.8478160274665602
clip10,6,1.9370387368626294,2.101276509222659,0.3311255785561413,0.26365356533339745,0.4226934916731013,617.8862869388917,834.1757243763317,1113.1647524400191,0.06333333333333334,6.393580916722615,0.0,0.15903992633970382,0.8335175101225645
clip10,7,1.8347140307622132,2.0443614812754287,0.35545158466747384,0.2678668543579636,0.43467369669473294,1232.7839574122775,858.4051106192849,1135.7694851268423,0.08333333333333333,6.722493908405304,0.0,0.16680684233676935,0.8372618296166204
clip10,8,1.7420273733503755,2.016006651913253,0.38556897990521943,0.2729312142445075,0.4377991762218199,991.166140686087,850.0884097706188,1127.6100080663507,0.07666666666666666,6.0412112887700395,0.0,0.1648679619773124,0.8276667739774788
clip10,9,1.8124650451103106,1.9634492111253976,0.3467951609789355,0.276611175544445,0.4475427796715079,925.515972563891,856.4283108277755,1135.9606976942582,0.06333333333333334,6.215234090884526,0.0,0.17093160412706293,0.8221110465188703
clip10,10,1.7582412858672183,1.9486552844907188,0.3614924624130517,0.277344313374357,0.4496451347723671,703.768347507868,861.6357283158736,1143.2807731628418,0.07333333333333333,6.254955248832703,0.0,0.17230082139801012,0.8224712925769083
clip10,11,1.7420501351149185,1.925814983557359,0.368730480153571,0.28583211143695014,0.46065217446539014,980.0623465808662,856.9592397863215,1141.0635939511385,0.06666666666666667,5.968956791162491,0.0,0.17482006302844,0.8158793563597344
clip10,12,1.8510729832081008,1.9184481276438736,0.3243721097500895,0.2923060339647133,0.4650749331919668,615.6532038152218,857.5658910924739,1142.566042466597,0.04,5.222283967336019,0.0,0.17276889922725353,0.8149421041248064
clip10,13,1.5543291849801406,1.8983231167478942,0.44021653877045125,0.3001294258689486,0.4697440287115549,551.4332875778426,852.8635130795566,1139.8499289425936,0.03666666666666667,5.702968556483587,0.0,0.16961460284260632,0.8088067609229617
clip10,14,1.5656774053844555,1.8865530727606006,0.4373008793623512,0.29657828950531223,0.4719132209356314,680.3438483022875,855.2538074146618,1138.5578687841241,0.06666666666666667,6.006064898570378,0.0,0.17533493143031914,0.808108118670184
clip10,15,1.7630571741027807,1.8795013666648435,0.368445977854093,0.3001992842892169,0.4748370930233968,814.3128174535486,852.4597653475674,1135.3588848114014,0.05333333333333334,5.815306620597839,0.0,0.1746378087341799,0.8053139292953999
clip10,16,1.7132488882927277,1.877547130428117,0.37523805230246027,0.3044257187154464,0.4751151689941318,724.688311041218,858.5118737654252,1141.3804201646285,0.07,5.800903385281563,0.0,0.17068945027868543,0.8083768900495216
clip10,17,1.6326664642558046,1.8705401003557354,0.4090086305585624,0.30375042065285324,0.4751016094076456,787.1019964903414,859.418742613359,1141.4207000732422,0.08333333333333333,5.496245863437653,0.0,0.17135118875479238,0.8076708336515135
clip10,18,1.6915753133179439,1.8666853952975502,0.37824466982431176,0.30087458235180997,0.47552766975067534,982.1887701122384,862.7081039602107,1144.112830768932,0.07,5.935674086809159,0.0,0.17465308739886537,0.8088510187199496
clip10,19,1.5996435531441944,1.861425595357074,0.4162695722974469,0.3030052641699918,0.47844396271609857,1093.9258358059508,862.8732484470714,1144.323335127397,0.08666666666666667,6.29804386417071,0.0,0.17543869854610677,0.8080311915598547
clip10,20,1.5879594129519168,1.8605292006973833,0.4145778407582284,0.3037154914427191,0.47860627504641573,790.2857961240022,863.7349870855159,1144.9855766296387,0.07,6.220029817024867,0.0,0.17489078360369664,0.808360059098689
smoothing010,1,2.5406467852067305,2.8945255250334823,0.2626499695628751,0.19614328938512574,0.23299453296611053,977.5323180298307,871.3365457708186,1167.082397634333,0.9933333333333333,5.918811508760614,0.016666666666666666,0.036851243580984794,0.9920479742155716
smoothing010,2,2.4219777452374642,2.492800999061472,0.25727469215789345,0.22858801860487477,0.31242539624277443,815.2010080175462,880.9056658311324,1172.90031190352,1.0,7.056563559373219,0.0,0.08383737763789967,0.9277214114316894
smoothing010,3,2.2814003166123915,2.4284426546454174,0.2613476856723358,0.21747865186769866,0.3377300330859784,683.327443043939,864.2645750912753,1151.8140080191872,1.0,6.846459872722626,0.0,0.12025138121827972,0.9071998088159362
smoothing010,4,2.1833631477840303,2.3283788913272576,0.2780804724613698,0.2347783760396135,0.3631687464587206,848.2741698634868,875.7148076837713,1163.203433643688,1.0,6.929146626790365,0.0,0.1283903704191071,0.8962736296833577
smoothing010,5,1.9267815230249776,2.2156713276574576,0.3672091856161518,0.24703777763088314,0.3907034493479644,683.0510767332089,871.3378001126376,1166.6971820484507,1.0,5.900404272476832,0.0,0.14366567171708128,0.8742566344070728
smoothing010,6,1.994210247113454,2.168134859311623,0.3195663313646959,0.2650488558242392,0.4025590007841078,615.830186998143,864.4526625546542,1154.4897993261163,1.0,6.068392281134924,0.0,0.13751014495986857,0.8621379780633791
smoothing010,7,1.898466862822534,2.108235491289582,0.3474338537882152,0.2742239706023749,0.4128375922478795,1233.0963698400967,859.0403890609741,1145.0266562375155,1.0,6.718041346073151,0.0,0.13861362164550461,0.8487020974529453
smoothing010,8,1.79330563259828,2.0807315277259857,0.37986749687015403,0.27435166878996203,0.41943736720764857,992.6864085359638,853.004747910933,1130.6148513447154,1.0,5.784715003967285,0.0,0.14508569841768654,0.8405369252618489
smoothing010,9,1.872225950442383,2.0270108728168257,0.3385071919561836,0.27720459653382046,0.4282236289264411,924.8051631508804,851.9702659953724,1135.5211984461005,0.9933333333333333,5.959023337364197,0.0,0.15101903239262066,0.8306340237449223
smoothing010,10,1.8202803706438715,2.010474441515418,0.3538713620896424,0.2836315711985001,0.43576733755065933,706.8482859807136,856.3221647089177,1140.6205501556396,1.0,6.259344659646352,0.0,0.15213576635215925,0.8302110074381539
smoothing010,11,1.7968241762708514,1.9755937323468702,0.3566118760910453,0.2857622530166819,0.44489035429261165,976.9176576524168,853.584289377386,1142.8275723890824,0.9966666666666667,5.602834063371023,0.0,0.15912810127592975,0.8226196144099891
smoothing010,12,1.9051989114911696,1.9656956830419048,0.317688768235152,0.2886380913177251,0.4497120884025901,613.3833355724812,851.4752394936302,1138.6573626778343,1.0,5.000560620625814,0.0,0.16107399708486497,0.819716591451058
smoothing010,13,1.6097583106944278,1.9587962566597776,0.4281505561680367,0.289336299937503,0.451055286493869,546.1702300185588,853.4076640389183,1143.4143520702016,1.0,5.444418257872264,0.0,0.16171898655636602,0.8196056982886284
smoothing010,14,1.6268196199525073,1.9432021090286455,0.4276028822434397,0.29300424258449115,0.45614513726225225,680.352971107729,845.1031347621571,1136.759593963623,0.9966666666666667,5.895939414103826,0.0,0.1631408946777611,0.8122316666906896
smoothing010,15,1.8128737596590772,1.9434331242721379,0.3573679160505128,0.29229401531176386,0.45568481960142504,807.0059236564383,848.9956224614924,1139.3451267589223,1.0,5.696157585779826,0.0,0.16339080428966118,0.8144598229305653
smoothing010,16,1.77703595692007,1.936407418903356,0.3562978574603092,0.2994312172491707,0.4552457698352475,722.8746166229248,850.199013710022,1140.578518260609,0.9866666666666667,5.490857406457265,0.0,0.1558145525860768,0.8139172092396016
smoothing010,17,1.692822934167169,1.9285732814558647,0.395629693985278,0.2980107627037162,0.4575908426679099,789.4867471877686,851.2791874625466,1142.2681185982444,0.9966666666666667,5.248547146519025,0.0,0.1595800799641937,0.8131650558230328
smoothing010,18,1.749602425134602,1.9263865357383367,0.3654098039365978,0.29875591918657757,0.4578613408171311,976.1140797514664,852.0321977788752,1142.0995287461715,0.9966666666666667,5.84309698065122,0.0,0.15910542163055352,0.813208907748908
smoothing010,19,1.6537747336860458,1.922854244885373,0.4060275927611981,0.29877882974376235,0.4596413421313701,1091.7105418465355,851.7754168943925,1141.883375861428,0.9966666666666667,5.9574204643567406,0.0,0.16086251238760774,0.8124516554728696
smoothing010,20,1.6443381625915006,1.9243016218538047,0.4022998509685397,0.2994890570164896,0.4599206030807155,786.8878155939327,850.4907308058305,1140.4169419028542,0.9866666666666667,5.89652523736159,0.0,0.16043154606422588,0.8119806420944107
regression_balanced,1,2.5323801381578606,2.8787779672867053,0.2655270559009347,0.20763462393634918,0.24251873023217516,975.6644021076943,883.1865263852206,1183.37586368214,0.9933333333333333,5.205853386102496,0.013333333333333334,0.03488410629582597,0.9959767123751178
regression_balanced,2,2.4149343027166648,2.510727467322528,0.25463152525465566,0.232744594610836,0.31443656957098265,816.0643286923178,876.6069391424006,1178.81794201244,1.0,6.187885768413544,0.0,0.08169197496014666,0.9284155107673466
regression_balanced,3,2.2699551866010106,2.399002889268674,0.2633798106463834,0.2209610565597808,0.35485690028779154,685.3376032270235,865.1199635592374,1168.7734440890226,0.9966666666666667,6.282661299904188,0.0,0.13389584372801075,0.9025723760819333
regression_balanced,4,2.15984963823095,2.299661598915613,0.28134626996737927,0.2295994633671458,0.3775191056129079,852.5596716939186,865.5580388849431,1157.9840703444047,0.9966666666666667,6.189079835017522,0.0,0.14791964224576212,0.885581329525399
regression_balanced,5,1.9123055079589926,2.201397917023162,0.3649035393047039,0.24111258172684005,0.4001536602424187,684.1936547460119,865.6014577692205,1159.1027162725275,1.0,5.412539182504018,0.0,0.15904107851557867,0.8685554183094646
regression_balanced,6,1.9734327280182706,2.145758185551116,0.32031322555873687,0.2577032053747416,0.41556207311265825,621.6459787593168,840.1060110438954,1127.5136411840265,0.9966666666666667,5.635682651201884,0.0,0.15785886773791663,0.8445693640501057
regression_balanced,7,1.87828864501613,2.0857395579545273,0.3466201246420568,0.26485129921638384,0.42839647802620706,1236.5117380238962,858.6188193234531,1143.3899791023948,0.9933333333333333,6.0234496955076855,0.0,0.16354517880982322,0.8445617181266987
regression_balanced,8,1.7803951276969399,2.0715341221523853,0.380429329341527,0.26503796392000384,0.4306904155199119,994.5366503786878,849.7565909298984,1136.1344236894088,0.9966666666666667,5.285827604929606,0.0,0.16565245159990805,0.8371151526253138
regression_balanced,9,1.8502799045523217,2.0063620031351412,0.3378430275180672,0.2757492127782318,0.44153348490728167,924.1757151751015,855.4195083271374,1137.5558482083406,0.9866666666666667,5.569354136586189,0.0,0.1657842721290499,0.8289900264156462
regression_balanced,10,1.7992988493046955,2.003300196492234,0.3524344642626073,0.2787767865727609,0.44370318714226026,705.4459335559453,848.3981260819869,1131.5113932869651,0.9866666666666667,5.433998712897301,0.0,0.16492640056949937,0.8245118473801214
regression_balanced,11,1.787217295122997,1.9803493656385618,0.3545744027367196,0.2785551926590068,0.4525263887979911,975.7869720716734,853.408614765514,1139.6978955702348,0.9866666666666667,5.080620606408071,0.0033333333333333335,0.17397119613898432,0.823346041339907
regression_balanced,12,1.8822321306497287,1.959918441900856,0.31652188677829624,0.2885333036873227,0.4542983592957025,615.8412513911724,853.4539768912575,1141.8809828324752,0.9866666666666667,4.698123819828034,0.0,0.16576505560837979,0.8198264490423754
regression_balanced,13,1.5957578384328985,1.9553658489434027,0.42623465122899945,0.2871357596990529,0.45674842368184837,545.1604991457356,848.9631997888738,1136.3794526186857,0.9866666666666667,5.237055424253146,0.0,0.16961266398279545,0.8165121155818592
regression_balanced,14,1.6045344374714425,1.9391075047422526,0.4272044917164211,0.300141444521898,0.46264300557545,679.0617920229512,847.0576170141047,1135.2288402210581,0.9833333333333333,5.348145958383878,0.0,0.162501561053552,0.8126198541830216
regression_balanced,15,1.7939452483678284,1.919416667128868,0.3537462425007434,0.29371446985721844,0.4628207260499062,812.0627857422986,853.6238939111882,1141.2979431152344,0.98,5.196048040986061,0.0,0.16910625619268776,0.8128942591843562
regression_balanced,16,1.7630782831154799,1.9217293134136328,0.35552980978555904,0.30145711143695014,0.4611808815137568,717.6397107398674,850.6353205767545,1138.9697073156183,0.9833333333333333,5.226623789072037,0.0,0.15972377007680666,0.8116155832749075
regression_balanced,17,1.6829726244315706,1.915629480168594,0.3942904265315863,0.2993264296187683,0.4630037675031854,788.6293335817531,853.4144327857277,1142.539197921753,0.9933333333333333,4.822954240043958,0.0,0.16367733788441707,0.8121193780645648
regression_balanced,18,1.7325775420079217,1.9141407839949063,0.3668829552092928,0.3028775659824047,0.4636117696797758,981.0555702510633,855.1006251248447,1144.0349757454612,0.9966666666666667,5.2952556631962455,0.0,0.16073420369737113,0.8128089192991657
regression_balanced,19,1.6405638419764932,1.9099368329802204,0.4044697906625378,0.3057184750733138,0.46568017368686365,1094.7960808782866,855.8030015772039,1144.2967173836448,0.99,5.348076105912527,0.0,0.15996169861354986,0.8124742912414529
regression_balanced,20,1.627990481059977,1.9084332779374116,0.39954156217192316,0.3050082478005865,0.46610331736681165,787.5166764762831,855.7931381572376,1144.4816769686613,0.99,5.159957638382911,0.0,0.16109506956622516,0.812207855936879
head_focused,1,2.529821551093522,2.8749679004979107,0.2652060953065962,0.2025680105523773,0.2310666225088524,973.1167974329707,896.5899826396595,1209.2025680541992,0.9933333333333333,6.059515101222669,0.016666666666666666,0.0284986119564751,1.002850046055085
head_focused,2,2.4133985383231185,2.466553936691126,0.25626217050379135,0.2307983239988462,0.3136930784819945,810.9915426354003,885.5577680414373,1214.113248131492,1.0,6.790474319060643,0.0,0.08289475448314831,0.9257821979623098
head_focused,3,2.2611249203538266,2.3918261104225027,0.26272001785297944,0.22168104898802943,0.33896228694993313,682.7697234449715,862.1750849810513,1216.1158974387429,1.0,6.127319612105688,0.0,0.1172812379619037,0.8996716953518111
head_focused,4,2.163173515930625,2.2782170913603745,0.28091210763884905,0.23537292377770302,0.36893161725642043,848.5539041700818,877.5466365814209,1219.901973030784,1.0,5.860739755233129,0.0,0.1335586934787174,0.88859947627777
head_focused,5,1.9059609062033542,2.183528126210398,0.3682009035043377,0.2456184498341426,0.40063289496755966,692.0013040405473,872.9860345667058,1216.2614876140249,0.9933333333333333,5.271178846359253,0.0,0.15501444513341706,0.8696057922659483
head_focused,6,1.9654290783041977,2.1112404008118424,0.3263433125545879,0.25976402877265514,0.4131318977695477,610.9937848343569,854.8238833167336,1192.9899527809837,0.9933333333333333,5.561138148109118,0.0,0.15336786899689253,0.8468532866333519
head_focused,7,1.852383732920013,2.037436607847187,0.35735659621498433,0.27205835957405894,0.42937175011432366,1238.0109734949858,851.7650469866666,1207.631469553167,0.9933333333333333,5.810931831598282,0.0,0.15731339054026472,0.83232769618568
head_focused,8,1.7540374849127118,2.031670394598208,0.38842988201530154,0.2864255324263257,0.43150652850436927,996.102516952826,855.9255406639793,1212.829893805764,0.9933333333333333,5.014666100740433,0.0,0.1450809960780436,0.833665890828834
head_focused,9,1.8194173814284462,1.9790954465467963,0.35102919279336803,0.2943199094995433,0.4441821918236064,924.4826944242648,867.3663804314353,1213.4243205677378,0.9833333333333333,5.474645383755366,0.0,0.14986228232406312,0.8309744996086081
head_focused,10,1.753454636823945,1.9639696537724007,0.36948682486645495,0.29081459425027645,0.4500188794689345,694.1002953541584,868.0220428813587,1198.5441714200106,0.99,5.450307755072911,0.0,0.15920428521865804,0.8287184983882412
head_focused,11,1.7333666735377964,1.9136350683597145,0.3722278567386037,0.30214330140377865,0.4675230011041347,980.359743981748,856.3117219751531,1198.1689161820846,0.97,5.175859156648318,0.0,0.16537969970035604,0.8134019594794634
head_focused,12,1.8150684147584435,1.875131025128924,0.3344042250715067,0.3058461732609009,0.47462569507673197,618.8243722856045,852.5690113414418,1196.6805993860419,0.98,4.771389308571815,0.0,0.16877952181583106,0.8046170153362049
head_focused,13,1.5177663752210042,1.8499935685103734,0.46117871625390494,0.3137165130282198,0.483499140859767,550.9825946822095,837.7058448791504,1184.9346911690452,0.9766666666666667,5.3011955934762955,0.0,0.16978262783154718,0.7919002819029322
head_focused,14,1.5157043452090355,1.809760605169979,0.4668426383138064,0.3193404914427191,0.49456316741186374,674.7956484394689,846.827281258323,1193.6962032318115,0.9766666666666667,5.440214620629947,0.0,0.17522267596914465,0.790046623481803
head_focused,15,1.7098714457932027,1.8004738317114382,0.3992636869537911,0.32079587519830777,0.5016597434101203,820.5697626657044,853.8107931830666,1202.73054226962,0.9633333333333334,5.261671588023503,0.0,0.18086386821181255,0.7923608387367254
head_focused,16,1.657990697419043,1.7839615675982585,0.40891519977189966,0.3243241010047594,0.5022646297881385,728.1813300341776,850.225549957969,1194.1805586381392,0.9766666666666667,5.286345729629199,0.0,0.17794052878337907,0.7874803361312337
head_focused,17,1.575887286676216,1.7747466838079775,0.4386239207418726,0.3285963565453584,0.5052998672254604,789.1428873439035,851.1635464754971,1194.514557058161,0.9733333333333334,4.837828156153361,0.0,0.17670351068010198,0.7864086795478824
head_focused,18,1.6210760995155638,1.7747196751345413,0.4050608468145855,0.3278632187154464,0.5069294913985903,977.9012363584418,854.2246877496892,1198.173521562056,0.98,5.371464869181315,0.0,0.17906627268314396,0.7881247424648667
head_focused,19,1.5176168803517267,1.771351305824154,0.4559506841242015,0.32364880294216625,0.5095181607112432,1099.59899039413,854.453746102073,1197.486667806452,0.9866666666666667,5.446328220168749,0.0,0.18586935776907698,0.7876690364188634
head_focused,20,1.5139251102876832,1.7683020908315152,0.4438441033083227,0.3250572388346714,0.5096636651064004,790.9916655439768,854.4265580610795,1197.361544002186,0.95,5.193866654634475,0.0,0.18460642627172896,0.7871246657953099
