epoch,classification_train_loss,classification_validation_loss,classification_train_accuracy,classification_validation_accuracy,classification_validation_balanced_accuracy,classification_validation_macro_f1,regression_train_loss,regression_validation_loss,regression_train_mae_hours,regression_validation_mae_hours,regression_validation_r2,gradient_clip_fraction,gradient_preclip_norm,step_success_fraction,base_lr
1,2.358600397425962,2.3460057106885044,0.26588007603335606,0.2111726148983222,0.19938962567936291,0.16487244690175762,2.0202207102704404,1.9209965467453003,973.7332927860431,903.3681637157093,0.33206351778723975,0.9333333333333333,2.7770833256276877,0.9866666666666667,0.0001
2,2.2676585758624435,2.2235634326934814,0.26303893598948647,0.22451219292341715,0.2120173383842815,0.17209834774786775,2.0680860070621265,1.906690467487682,812.2437487770529,900.6651536768132,0.3511111248623241,0.99,3.3394153877099355,1.0,9.939057285945933e-05
3,2.1882064973154374,2.1572979146784004,0.2688611274859382,0.2183383611364838,0.20886709879745136,0.16965455705807966,1.891260633797481,1.8892611915414983,681.3783490542708,896.8132832267067,0.3704134171659296,0.95,3.175654673576355,1.0,9.757729755661012e-05
4,2.143758076468324,2.1114697347987783,0.28253183479806654,0.2241719148117879,0.21513167971914465,0.17435538112609225,1.7823309241508951,1.7849294163964011,841.1473525365194,896.9860147129406,0.36944787068800494,0.94,3.254858756264051,1.0,9.460482294732422e-05
5,2.0283212499553653,2.050093260678378,0.3670389147541185,0.2405300526416999,0.23151292990554462,0.1909054915674708,1.6758132752250223,1.7348574291576038,683.6519085628535,889.4325903979214,0.3804271492091092,0.9033333333333333,2.967839609781901,1.0,9.054634122155992e-05
6,2.0455193257913358,2.0040315714749424,0.32596002234010485,0.2519406368684198,0.24467542496594516,0.20218939643183892,1.7433444305377848,1.7060328830372204,615.5689851326101,879.7803167863326,0.39083154093135486,0.89,3.025745051701864,1.0,8.550178566873411e-05
7,1.984402123056812,1.9695333350788464,0.358315740318834,0.2662259326474689,0.2573024495081468,0.21418940529904582,1.8310245413711106,1.6835099350322376,1228.0512264638708,887.055247220126,0.3943738341331482,0.89,3.2579604947566985,1.0,7.959536998847744e-05
8,1.9142133184507781,1.951892766085538,0.39023868234634634,0.28926644151723474,0.2805008508942344,0.23863301002843815,1.7710184961760125,1.6718887415799228,986.6404862566059,877.3336174704812,0.39948653091083874,0.8033333333333333,2.9588089001178743,1.0,7.297252973710758e-05
9,1.930753156290216,1.9252243908968838,0.35796157815599017,0.296508431085044,0.28721938079053705,0.24593945253979077,1.740593250204877,1.6664324565367266,917.8547598055708,896.0093080347234,0.3980305249040777,0.85,3.097541712522507,1.0,6.579634122155991e-05
10,1.9213682239254315,1.9089714722199873,0.37115099997583223,0.31362374405076676,0.30467534031380306,0.2614227805963971,1.79399735499651,1.66709012334997,698.910963516969,893.3272542953491,0.39412187988107855,0.82,3.072735072374344,1.0,5.824350601949144e-05
11,1.920135530986284,1.8979068886150012,0.3731562557993704,0.31429904211335996,0.30580027536912396,0.2630614678968083,1.7156846950183045,1.6557070450349287,989.1823466017439,882.9286682822487,0.39805605194785376,0.8233333333333334,3.008977424701055,1.0,5.050000000000001e-05
12,1.9709964190210616,1.886003245006908,0.3360903640530608,0.31644061583577715,0.3074197488074953,0.2660163607109677,1.5712238736450672,1.6558426185087725,620.4037522494793,879.7341580824418,0.39509502866051416,0.8033333333333333,2.6419764353831607,1.0,4.275649398050859e-05
13,1.8319332951522735,1.8746619441292502,0.4497377876340748,0.315124948920725,0.30488754639571364,0.26321199180727656,1.639159452559343,1.6539663943377407,544.0979517751665,865.2892645055598,0.4000756415453824,0.81,3.098119038939476,1.0,3.520365877844011e-05
14,1.8651744747983998,1.8697377443313599,0.44793178433360337,0.316406813374357,0.3074464327232404,0.2655576000159437,1.7345745471216016,1.6499687324870715,673.6140285553471,867.2481646104293,0.40213630958036944,0.7933333333333333,3.226854045788447,1.0,2.8027470262892444e-05
15,1.9162666341602401,1.865490035577254,0.38466447789048364,0.32433386616028076,0.3166010755706917,0.273124531080777,1.7058566145549547,1.6504878130826084,813.0484516383797,872.7770545265892,0.4014375697482716,0.7866666666666666,2.862545242110888,1.0,2.1404630011522593e-05
16,1.9001637867518835,1.8568325476212935,0.38331487966431826,0.33001681109081293,0.31974090737375344,0.276210419325666,1.6590877550922027,1.651649832725525,718.3783476385352,869.2079355933449,0.4023759365081787,0.7766666666666666,3.0424835481246313,1.0,1.5498214331265904e-05
17,1.8210999400992143,1.8534842946312644,0.42005543694474456,0.3335559288014999,0.3232175379314206,0.28018592653626745,1.638756319434343,1.6501342925158413,786.2583221846712,872.4623595151035,0.4025495485825972,0.7833333333333333,2.7666927782694497,1.0,1.0453658778440109e-05
18,1.834008588984206,1.8498009226538918,0.3960003451645525,0.33285772018172205,0.3224776519293135,0.2791949183764783,1.7399033519782519,1.648994965986772,981.1838623787228,864.7604720375755,0.4035529819401828,0.79,2.9695890593528746,1.0,6.3951770526757955e-06
19,1.8087559722088002,1.8484809832139448,0.43441513871038445,0.3349884019999039,0.32465568150986324,0.2814899305389686,1.8963293458476211,1.6502746777100996,1096.413677706863,870.5439191298051,0.40203015912662854,0.7966666666666666,2.9584733510017394,1.0,3.422702443389901e-06
20,1.8087883107096172,1.8476837981830945,0.43144611991191306,0.3356986292726311,0.32536590878259053,0.2822770125825297,1.7379455936621435,1.6489929827776821,792.2803422797541,868.9193099628795,0.4022641181945801,0.72,3.0357737851142885,1.0,1.609427140540686e-06
