epoch,phase,task,metric,mean
1,train,classification,head/classification/accuracy,0.26588007603335606
1,train,classification,head/classification/episode_accuracy,0.2658800777182522
1,train,classification,head/classification/episode_balanced_accuracy,0.14988814076655602
1,train,classification,head/classification/episode_macro_f1,0.10393296518778226
1,train,classification,head/classification/nll,2.5168943397348316
1,train,classification,head/classification/true_probability_mean,0.13020012601857586
1,train,classification,head/classification/max_probability_mean,0.21537468617917818
1,train,classification,head/classification/entropy_mean,0.8490741871547184
1,train,classification,head/classification/probability_margin_mean,0.09443287008710327
1,train,classification,head/classification/local_class_coverage,0.29901871896593296
1,train,classification,head/classification/gate/mean,0.29901871896593296
1,train,classification,head/classification/prototype_variances/mean,0.0008150140832861669
1,train,classification,head/classification/selector/log_weight/abs_mean,0.05606736377007164
1,train,classification,head/classification/selector/effective_support/mean,13.94689799000859
1,train,classification,head/classification/selector/attention_entropy_mean,0.9397211552020116
1,train,regression,head/regression/mae_hours,973.7332927860431
1,train,regression,head/regression/rmse_hours,1353.4650652301846
1,train,regression,head/regression/median_ae_hours,741.6683792854423
1,train,regression,head/regression/bias_hours,-224.0716696510564
1,train,regression,head/regression/relative_mae,17.35871231111128
1,train,regression,head/regression/r2,0.32722072770346455
1,train,regression,head/regression/branch_weight_entropy_mean,0.9999686524049559
1,train,regression,head/regression/branch_0/mae_hours,983.0001029897091
1,train,regression,head/regression/branch_0/weight_mean,0.25304820944569006
1,train,regression,head/regression/branch_1/mae_hours,965.7590523264302
1,train,regression,head/regression/branch_1/weight_mean,0.24917009417245636
1,train,regression,head/regression/branch_2/mae_hours,1005.8349264201834
1,train,regression,head/regression/branch_2/weight_mean,0.24896511079660102
1,train,regression,head/regression/branch_3/mae_hours,1026.8169539437365
1,train,regression,head/regression/branch_3/weight_mean,0.248816584695631
1,train,regression,head/regression/selector/log_weight/abs_mean,0.029761289727679496
1,train,regression,head/regression/selector/effective_support/mean,13.978756712443793
1,train,regression,head/regression/selector/attention_entropy_mean,0.9386738036105882
1,validation,classification,head/classification/accuracy,0.2111726148983222
1,validation,classification,head/classification/episode_accuracy,0.21117261323061856
1,validation,classification,head/classification/episode_balanced_accuracy,0.19938962567936291
1,validation,classification,head/classification/episode_macro_f1,0.16487244690175762
1,validation,classification,head/classification/nll,2.8206791652429404
1,validation,classification,head/classification/true_probability_mean,0.12116841158671568
1,validation,classification,head/classification/max_probability_mean,0.25250850867075436
1,validation,classification,head/classification/entropy_mean,0.8046267818212475
1,validation,classification,head/classification/probability_margin_mean,0.13340024396695307
1,validation,classification,head/classification/local_class_coverage,0.2583061649931579
1,validation,classification,head/classification/gate/mean,0.2583061649931579
1,validation,classification,head/classification/prototype_variances/mean,0.0004125393694630086
1,validation,classification,head/classification/selector/log_weight/abs_mean,0.14144976023314998
1,validation,classification,head/classification/selector/effective_support/mean,13.74948706103471
1,validation,classification,head/classification/selector/attention_entropy_mean,0.7264565252741381
1,validation,regression,head/regression/mae_hours,903.3681637157093
1,validation,regression,head/regression/rmse_hours,1200.4936004985464
1,validation,regression,head/regression/median_ae_hours,711.093356219205
1,validation,regression,head/regression/bias_hours,-195.60806410962886
1,validation,regression,head/regression/relative_mae,15.465038554234939
1,validation,regression,head/regression/r2,0.33206351778723975
1,validation,regression,head/regression/branch_weight_entropy_mean,0.9999035163359209
1,validation,regression,head/regression/branch_0/mae_hours,904.0864074880427
1,validation,regression,head/regression/branch_0/weight_mean,0.2565315067768097
1,validation,regression,head/regression/branch_1/mae_hours,906.871657111428
1,validation,regression,head/regression/branch_1/weight_mean,0.24859235638921912
1,validation,regression,head/regression/branch_2/mae_hours,918.9238035895607
1,validation,regression,head/regression/branch_2/weight_mean,0.24769256467168982
1,validation,regression,head/regression/branch_3/mae_hours,925.6419004960494
1,validation,regression,head/regression/branch_3/weight_mean,0.24718356403437527
1,validation,regression,head/regression/selector/log_weight/abs_mean,0.058993775566870514
1,validation,regression,head/regression/selector/effective_support/mean,13.934235659512607
1,validation,regression,head/regression/selector/attention_entropy_mean,0.7213468605821783
2,train,classification,head/classification/accuracy,0.26303893598948647
