epoch,task,component,gradient_l2
1,classification,classification/accuracy_surrogate_weighted,1.0848240272616925
1,classification,classification/balanced_accuracy_surrogate_weighted,0.0
1,classification,classification/brier_surrogate_weighted,0.0
1,classification,classification/macro_f1_surrogate_weighted,0.0
1,classification,classification/nll_surrogate_weighted,0.0
1,classification,classification_separation_weighted,1.0007913267413189
1,classification,primary,1.0848240272616925
1,classification,routing_weighted,0.1294984513876697
2,classification,classification/accuracy_surrogate_weighted,0.9916267900483154
2,classification,classification/balanced_accuracy_surrogate_weighted,0.0
2,classification,classification/brier_surrogate_weighted,0.0
2,classification,classification/macro_f1_surrogate_weighted,0.0
2,classification,classification/nll_surrogate_weighted,0.0
2,classification,classification_separation_weighted,1.3149270504448998
2,classification,primary,0.9916267900483154
2,classification,routing_weighted,0.2712884729870859
2,regression,confidence_weighted,0.00787201283746294
2,regression,primary,1.5767977593139624
2,regression,regression/bias_weighted,0.15952342645231157
2,regression,regression/huber_weighted,0.26439598159131383
2,regression,regression/log_rmse_weighted,0.18038714552514531
2,regression,regression/mae_weighted,0.25080385120752136
2,regression,regression/median_ae_weighted,0.18890735707783457
2,regression,regression/quantile_weighted,0.25080385120752136
2,regression,regression/r2_weighted,0.28002346279388574
2,regression,regression/relative_mae_weighted,0.17578977431347992
2,regression,regression/rmse_weighted,0.32449475189567045
2,regression,regression_gate_aux_weighted,0.012353756478285986
2,regression,routing_weighted,0.02794849868495962
3,classification,classification/accuracy_surrogate_weighted,0.34672885629095773
3,classification,classification/balanced_accuracy_surrogate_weighted,0.0
3,classification,classification/brier_surrogate_weighted,0.0
3,classification,classification/macro_f1_surrogate_weighted,0.0
3,classification,classification/nll_surrogate_weighted,0.0
3,classification,classification_separation_weighted,1.479283204245051
3,classification,primary,0.34672885629095773
3,classification,routing_weighted,0.49142366508833923
3,regression,confidence_weighted,0.02309175822866659
3,regression,primary,1.1230306253366833
3,regression,regression/bias_weighted,0.12439866883812369
3,regression,regression/huber_weighted,0.1508123075211401
3,regression,regression/log_rmse_weighted,0.20568738518409596
3,regression,regression/mae_weighted,0.17261502411468238
3,regression,regression/median_ae_weighted,0.11622914395419978
