run,epoch,classification_accuracy,classification_balanced_accuracy,classification_macro_f1,classification_nll,classification_brier,regression_mae_hours,regression_rmse_hours,regression_r2,classification_equilibrated_score,regression_equilibrated_score,multitask_equilibrated_score,profile_aligned_score
balanced_accuracy,14,0.3312190500172702,0.3251420340754769,0.282761590893973,2.101432458154975,0.7832673706791617,864.5085204731334,1168.5687137950551,0.40484061566266144,0.8414333717826168,0.9400646307138193,0.890749001248218,0.8958004958902575
balanced_accuracy,15,0.3318834521553733,0.3260274204340848,0.28301325000145217,2.081451514727086,0.7801372408866882,867.0662886879661,1171.7146760767157,0.40287030826915393,0.8388521339200914,0.9428633381773642,0.8908577360487278,0.896641258988137
balanced_accuracy,16,0.33758818019520154,0.33136402747847815,0.28916981545361603,2.0720749325028205,0.7780517068776217,872.2772307829423,1180.1601380434904,0.40323158827694977,0.8334207649737815,0.9469625340743114,0.8901916495240465,0.8953239892603876
balanced_accuracy,17,0.3383213227445429,0.3320471075448123,0.28985531628131866,2.0515077198988987,0.7757739641449668,878.0181487690319,1187.2505878101695,0.400394932790236,0.830920191621842,0.952466950522055,0.8916935710719485,0.8976452419770464
balanced_accuracy,18,0.33965013243935327,0.3340398855507374,0.2914866054938598,2.0578464290195044,0.7762009799480438,869.5830990184437,1179.624745802446,0.40170100602236664,0.8302296133804988,0.9465710327507577,0.8884003230656283,0.8934400385916204
balanced_accuracy,19,0.3461109074679288,0.3399700383571061,0.2962078389457681,2.0604119662352756,0.7765766978263855,874.9307539679787,1186.3540210723877,0.40085309743881226,0.8262069515221157,0.9508441094555432,0.8885255304888294,0.8918352409916497
balanced_accuracy,20,0.3461109074679288,0.3400173888287761,0.29632288945669477,2.05925217193191,0.775788816538724,876.3196397261186,1188.072704661976,0.3999922438101335,0.8259061246758689,0.9522631727984341,0.8890846487371515,0.8925148992301828
mae,1,0.20693415945226495,0.1963876255533912,0.1631495624526658,2.8602660547973073,0.885015525601127,902.1034587513317,1194.222406907515,0.32383908466859296,1.0115037823077704,1.0012696348818493,1.00638670859481,1.0086002236912646
mae,2,0.23713252490217035,0.2262150780721144,0.18914058038287543,2.516123526751417,0.8593517406420275,889.1463075117631,1194.9148585579612,0.35857793959704315,0.9597514924935361,0.9794399521083995,0.9695957223009678,0.9755015348153324
mae,3,0.21997927806594156,0.21134736050258984,0.17048057448118925,2.485856130010899,0.8609899770129811,891.0011431954124,1189.239364970814,0.3691316138614308,0.9706252695599675,0.9733281857663298,0.9719767276631487,0.9819723413782439
mae,4,0.226371323520487,0.21623170646754178,0.1760908846150745,2.4006482576684816,0.860267465764826,876.2843379107388,1179.2547890056264,0.3701776537028226,0.9601982137920257,0.9645726797598925,0.9623854467759592,0.968555407414976
mae,5,0.24259200150316412,0.23626803132620725,0.19400309822098774,2.3649046926868476,0.8431363756006415,916.7502444874157,1221.6916829889472,0.3683953827077692,0.9402425699426609,0.992259660692036,0.9662511153173484,0.9811339934602407
mae,6,0.2655855579809709,0.2590815370733088,0.21787737699394877,2.300530390583258,0.8255487192760814,892.4547760703347,1189.8382712277498,0.3811195980418812,0.9142801158438536,0.9680966132133825,0.9411883645286181,0.9546100450486397
mae,7,0.28770739111033355,0.2811973311684348,0.23739201143722644,2.283171603803757,0.8116318935697729,895.5919377587059,1190.176358309659,0.3748936219648881,0.8939357494784664,0.9724399765305387,0.9331878630045025,0.9461865709619972
mae,8,0.3000246367671273,0.2942298271439292,0.25107216293161566,2.2491849743505794,0.8068518882448023,896.732849294489,1193.9758985692804,0.3760247067971663,0.8806971339812548,0.9733572188589599,0.9270271764201073,0.9402032273678083
mae,9,0.3135658990253102,0.3072405078194358,0.2647301966155117,2.160789484592908,0.8002496659755707,883.8448630246249,1176.722016247836,0.37711641463366424,0.8628856592673344,0.9632431233748946,0.9130643913211145,0.9241134998124996
mae,10,0.3371190808036111,0.3301287493245168,0.2862779372795062,2.130501192756718,0.7874479618939486,906.7570603110573,1182.4578710035844,0.3774053725329312,0.8408257980021245,0.9732048353549093,0.9070153166785169,0.9258552308872974
mae,11,0.34063641049645166,0.334438696842302,0.29282107508995314,2.1144999691028015,0.7876501422036778,874.8233002749356,1166.5505532351408,0.3826504349708557,0.8361696771784514,0.9543292567054911,0.8952494669419713,0.9057267310357989
mae,12,0.3442322449250655,0.3385854156857187,0.2967817299067974,2.095925814859436,0.7806608405980197,883.3306902105159,1182.181211124767,0.3776427995074879,0.8303431674528683,0.9643050103704941,0.8973240889116811,0.9075556449363034
mae,13,0.34284784577109595,0.3366559012369676,0.2951315265487541,2.0973866300371697,0.7751585312864997,895.3121398578991,1192.3131417361174,0.3741014383055947,0.8304371455497869,0.9733208519066762,0.9018789987282315,0.9142813047271481
mae,14,0.3469694961201061,0.3416825732724233,0.2987157820977948,2.075848150814736,0.7757023274898529,883.4106349945068,1177.6131891770797,0.3766844922846014,0.8258451184910618,0.9635427943674267,0.8946939564292442,0.9053511830839267
mae,15,0.3441984436728738,0.34084321795539424,0.29688746719197795,2.041478672922906,0.7732002328742634,900.3709315386685,1190.2034013921564,0.3739448569037698,0.824203132934246,0.9746933418528329,0.8994482373935394,0.9139841578674834
mae,16,0.34488575566898694,0.3413838744163513,0.2976736988533627,2.0256159345171003,0.7697369578209791,903.7346293709495,1210.8668460845947,0.37166316400874744,0.8217902170598028,0.9828028951933815,0.9022965561265921,0.9146526842568526
mae,17,0.3477845083583485,0.34442105008797214,0.29993032884191384,2.013292509407355,0.7672834992408752,899.5798400532116,1205.5215148925781,0.3719099055637013,0.8183064928785166,0.9796545978480585,0.8989805453632875,0.9105948695332815
mae,18,0.34486284581097687,0.33852430365302344,0.29448259537192906,2.0064092761064347,0.7650712538849224,907.1139223792336,1212.760761087591,0.37222674218091095,0.8208675704286172,0.9843046626588379,0.9025861165437276,0.9160750382932157
mae,19,0.3484368920326233,0.34563519196076825,0.3001296513459899,2.001727088056073,0.7650654370134528,905.1487938274037,1208.6353067918258,0.37103203209963714,0.8164616184370124,0.9830222790610343,0.8997419487490234,0.9127766650833542
mae,20,0.3484019637107849,0.34558784419840033,0.3003355452621525,2.000054587046541,0.7637402672659267,905.6492947665128,1209.7171247655695,0.371099054813385,0.8160133591385701,0.9834750323385716,0.8997441957385708,0.912831523459534
r2,1,0.2054449753327803,0.1953580921346491,0.16251068735833873,2.866257462037142,0.8856503584168174,892.598202531988,1175.758752822876,0.3284552422436801,1.0128677596629132,0.9903314545532401,1.0015996071080766,1.0053724556888395
r2,2,0.22087804566730151,0.21227349882776086,0.1740105634724552,2.555294768195907,0.8658340464938771,895.5020171078769,1176.251857063987,0.3641703724861145,0.9753310991249791,0.9738570559257527,0.9745940775253659,0.9600688036652094
r2,3,0.21187758174809543,0.20264023542404175,0.16428308671509678,2.518694797275788,0.8646315607157621,894.7349156466397,1160.2546345103872,0.39499726620587433,0.9795468349622591,0.9538673981777669,0.966707116570013,0.9392731699586832
r2,4,0.22572006420655685,0.2149787423285571,0.1748865768313408,2.429399098304248,0.8606958795677532,893.0082737315785,1157.2592828924005,0.3981972878629511,0.9631071656001357,0.9508102121621613,0.9569586888811485,0.9286758105782564
r2,5,0.24191557277332654,0.23372002758763052,0.192076675593853,2.394554217116515,0.851134942336516,911.4014561393044,1173.0885077389803,0.4092408310283314,0.9454416007004006,0.9565643212026127,0.9510029609515067,0.9116379909574281
r2,6,0.25472370331937616,0.24748850139704617,0.20622843893414194,2.3566442105549514,0.8366509323770349,883.0715030323375,1151.379443775524,0.41887069832194934,0.929296442822721,0.9352474372251072,0.9322719400239141,0.8964106956461069
r2,7,0.2747726928104054,0.2688680020245639,0.2256058526479385,2.305121241685042,0.8249138214371421,885.3520861538974,1135.1566349376333,0.42176523533734406,0.9077745566312,0.9301630814127608,0.9189688190219805,0.8834991942151839
r2,8,0.2891387370499698,0.28350686214186926,0.24379635195840488,2.255728750291108,0.8124705119566484,874.8654710596257,1137.352138519287,0.4196960004893216,0.8896851762316433,0.9278998070553826,0.908792491643513,0.8759918864106404
r2,9,0.2999209707433527,0.2938661277294159,0.25306988981637085,2.173718215841816,0.803423055193641,878.932563868436,1138.6411437988281,0.4183546575632962,0.8742050319380141,0.9304329786984114,0.9023190053182127,0.8692483937494337
r2,10,0.32275303385474463,0.31619827957315877,0.27225959876721556,2.148468754677897,0.7921903566880659,876.6712497364391,1133.6367771842263,0.419075917113911,0.8537528754200657,0.927847823547895,0.8908003494839803,0.8584864402433506
r2,11,0.32704820145260205,0.322303231805563,0.28168183531273494,2.1330633779983077,0.7871053367853165,868.1401578729802,1127.0686661113393,0.4247915907339616,0.8465912847959178,0.9200253571915865,0.8833083209937522,0.8506590626698327
r2,12,0.34908815676515753,0.3411175185306506,0.2972981604662808,2.1192823124550344,0.7770019552924416,874.0930066542192,1136.1180595051158,0.42278249155391345,0.8291618643865242,0.9257417906893578,0.877451827537941,0.843437055776526
r2,13,0.34776047143069183,0.342593928291039,0.2994980632581494,2.1152738479837683,0.7732600095597181,861.6371773806485,1123.3412406227806,0.42391728271137585,0.8274640234340213,0.9170083174048247,0.872236170419423,0.8417450178796404
r2,14,0.356958497654308,0.35091704231771553,0.30645262805575674,2.0950959304276995,0.7706051035360857,870.5239641016179,1129.6208539442582,0.42259844866665924,0.8192974941200261,0.9227051541078765,0.8710013241139513,0.8386416092522866
r2,15,0.3477953997525302,0.34162937612696126,0.2983609705486081,2.0716685532260604,0.7701670595190742,867.63575926694,1126.5204984491522,0.42707542939619586,0.8241798954206777,0.9185547069057706,0.8713673011632241,0.8377565410820516
r2,16,0.35629521716724744,0.3503458022393964,0.3077812008559704,2.0454958833006303,0.7660571458664808,861.5285396575928,1121.3533535003662,0.4261344996365634,0.8147420386292875,0.9153185403287144,0.865030289479001,0.8337366966250372
r2,17,0.35485185276378284,0.3491764349693602,0.3078135499222712,2.035458304669824,0.7659585259177468,865.5740324367176,1120.9409708543258,0.42572086507623846,0.8146647404354743,0.9169124295441189,0.8657885849897966,0.8340053661931492
r2,18,0.35989217324690387,0.35345214706930245,0.3105285574089397,2.0314737980545465,0.7645874660123478,862.5391726060348,1123.2098799618807,0.4253788211128928,0.8110466474365685,0.9165831658224887,0.8638149066295286,0.8324504485897695
r2,19,0.3598463535308838,0.35395433245734736,0.3109398998997428,2.0276465895797133,0.7649117518555034,862.1106048930775,1121.3405796397817,0.42520658536390826,0.8106346369625594,0.9159909099542832,0.8633127734584214,0.8323724095952494
r2,20,0.3584029891274192,0.35272757133299654,0.30999334291978314,2.0282230619722155,0.7640727880326185,864.1296353773637,1122.646063891324,0.42510074377059937,0.8113925136065196,0.9171556053246778,0.8642740594655987,0.8328299851982477
