run,epoch,classification_accuracy,classification_balanced_accuracy,classification_macro_f1,classification_nll,classification_brier,regression_mae_hours,regression_rmse_hours,regression_r2,classification_equilibrated_score,regression_equilibrated_score,multitask_equilibrated_score,profile_aligned_score
equilibrated,1,0.2183676524595781,0.20748191530054266,0.17181551968678832,2.821455932406475,0.8808988549492576,896.9935867136174,1202.185997876254,0.3270266218618913,1.0,1.0,1.0,1.0
equilibrated,2,0.23573610999367453,0.22253300385041672,0.18298172214153138,2.4878675836638777,0.8569200580770319,903.0894934914329,1217.2717434276235,0.3446170145815069,0.9599702995539421,0.9977354025827707,0.9788528510683564,0.9788528510683564
equilibrated,3,0.22398637370629745,0.2153522954745726,0.17753184188834645,2.446952278091398,0.8558452075177972,892.0183029174805,1192.5045355016534,0.37251591140573675,0.9629606561449527,0.9729352258805939,0.9679479410127734,0.9679479410127734
equilibrated,4,0.2335096543485468,0.22511800175363367,0.1841354239732027,2.4175319229501486,0.8541521484201605,897.2625815651634,1205.5005319768732,0.3747157237746499,0.953994833887341,0.9773978975718537,0.9656963657295974,0.9656963657295974
equilibrated,5,0.2525460720062256,0.2464161000468514,0.20404281179335984,2.33457175312072,0.8391853001984683,887.1944269700484,1198.754697973078,0.3817662976004861,0.9296628770263557,0.9682937678180261,0.9489783224221909,0.9489783224221909
equilibrated,6,0.2791039157997478,0.2733200653032823,0.23201127392663198,2.259726503663384,0.8201351274143566,868.5114426179366,1178.4850925098765,0.3929163596846841,0.8996931416512235,0.9502079588398393,0.9249505502455314,0.9249505502455314
equilibrated,7,0.29631086913022125,0.2886961427601901,0.24450391192327847,2.2300046530401962,0.8129921663891185,876.4124411669644,1172.5210541811857,0.39769428968429565,0.8846645448997077,0.9491238206209855,0.9168941827603466,0.9168941827603466
equilibrated,8,0.29990783062848175,0.292467019774697,0.2508162238042463,2.2068291153107524,0.8040396936915137,878.7440814104947,1177.3265925320711,0.3968337557532571,0.8775927968831996,0.9517489647248905,0.914670880804045,0.914670880804045
equilibrated,9,0.31420626694505865,0.30590247295119544,0.2640785094011914,2.1286483992297622,0.7979671575806357,887.1295306465843,1185.2893841483376,0.39701432531530206,0.8604202933808598,0.9569835218591404,0.90870190762,0.90870190762
equilibrated,10,0.3207489252090454,0.3121306191791188,0.2687305002049966,2.124169303527909,0.7898822020400654,888.7838585593483,1190.1675649122758,0.3924816846847534,0.8538979197608816,0.9611959574520487,0.9075469386064652,0.9075469386064652
equilibrated,11,0.3256397626616738,0.3206286755475131,0.27880337343297223,2.1256756685000266,0.7919561781666495,884.3828867132014,1201.2137241363525,0.39855164831334894,0.8486470441850976,0.9596167631403456,0.9041319036627216,0.9041319036627216
equilibrated,12,0.32704820145260205,0.3191449090161107,0.2798555486581542,2.0964174778033082,0.7828499634157527,879.3553847399625,1195.8207485892556,0.39934167536822235,0.8442655511158211,0.9558618479888293,0.9000636995523252,0.9000636995523252
equilibrated,13,0.3235657946629958,0.3168320195241408,0.27653740041635255,2.087078972699713,0.7762498124079271,866.31227684021,1169.4604244232178,0.4040737910704179,0.8443811316321925,0.9413619939040624,0.8928715627681274,0.8928715627681274
equilibrated,14,0.32934150912544946,0.3238599290224639,0.2825540534474633,2.085034608107342,0.7789828005162153,869.8800392150879,1176.550828066739,0.4030061255801808,0.8401523177333502,0.9451826214292254,0.8926674695812877,0.8926674695812877
equilibrated,15,0.32781626961447974,0.3229024244303053,0.2818504419516433,2.0714593734956077,0.7743298235264692,872.5065763646907,1178.68675179915,0.40355532277714123,0.8389354391813914,0.946478881503683,0.8927071603425372,0.8927071603425372
equilibrated,16,0.33775945143266156,0.3325180733068423,0.29113819128410384,2.0564895648007537,0.7727667472579263,869.2890080538663,1176.284072529186,0.40539791909131134,0.8303056821699295,0.9437043337844435,0.8870050079771865,0.8870050079771865
equilibrated,17,0.3384347476742484,0.33330839838493953,0.2923682496290315,2.0408458312282662,0.7708705839785662,875.995793429288,1183.7859098261054,0.4039291197603399,0.8280969763637971,0.9490042256956528,0.8885506010297249,0.8885506010297249
equilibrated,18,0.3370492241599343,0.3325445079668002,0.29136657020585105,2.0388043015578843,0.7690841853618622,873.2362288561734,1183.6320266723633,0.40376804633574054,0.8283358700186982,0.9480158535217443,0.8881758617702213,0.8881758617702213
equilibrated,19,0.3420437249270352,0.33797370811755006,0.2949953250248324,2.038583808974323,0.7701006870378148,873.7566009001298,1188.1787553267045,0.40281542322852393,0.8250266314755015,0.9499417613541606,0.887484196414831,0.887484196414831
equilibrated,20,0.3398901332508434,0.33603672513907606,0.2938607580621134,2.0361798258835875,0.7695018635554747,873.4890256361527,1186.2499791925604,0.4030914306640625,0.8260341229099994,0.9491708198934509,0.8876024714017252,0.8876024714017252
accuracy,1,0.21117261323061856,0.19938962567936291,0.16487244690175762,2.8206791652429404,0.8807217912240461,903.3681637157093,1200.4936004985464,0.33206351778723975,1.0054646356461752,0.999404765447646,1.0024347005469105,1.0043049553090035
accuracy,2,0.22451218962669373,0.2120173383842815,0.17209834774786775,2.5230856313300922,0.8598327853462913,900.6651536768132,1214.9220827276056,0.3511111248623241,0.9712819545807244,0.9929663671195718,0.9821241608501481,0.9925526034178236
accuracy,3,0.218338356776671,0.20886709879745136,0.16965455705807966,2.5232715743954484,0.8637949526309967,896.8132832267067,1192.8298462954435,0.3704134171659296,0.9751595881482155,0.9758486920252466,0.975504140086731,0.9879430860782048
accuracy,4,0.22417191212827509,0.21513167971914465,0.17435538112609225,2.5663907232317373,0.8689605404030193,896.9860147129406,1210.3115031502464,0.36944787068800494,0.975180102864236,0.9812383158869141,0.978209209375575,0.986906248871205
accuracy,5,0.2405300492590124,0.23151292990554462,0.1909054915674708,2.4756608022575004,0.8560530651699413,889.4325903979214,1205.5457092631948,0.3804271492091092,0.9535018228934915,0.9716717568272429,0.9625867898603673,0.9716588827524433
accuracy,6,0.2519406324083155,0.24467542496594516,0.20218939643183892,2.388130820913064,0.8435475284403021,879.7803167863326,1197.4413739984686,0.39083154093135486,0.9354916151709254,0.9606843040956599,0.9480879596332926,0.958865955435457
accuracy,7,0.2662259286100214,0.2573024495081468,0.21418940529904582,2.3448564029500534,0.8376875492659482,887.055247220126,1184.6249105280097,0.3943738341331482,0.92135392453148,0.9580795499099132,0.9397167372206966,0.948425461012449
accuracy,8,0.28926644000140106,0.2805008508942344,0.23863301002843815,2.3094212146308397,0.8229943500323729,877.3336174704812,1175.4049797058105,0.39948653091083874,0.8978533560520304,0.949378051597266,0.9236157038246482,0.9293359977638276
accuracy,9,0.2965084287253293,0.28721938079053705,0.24593945253979077,2.2359686523195617,0.8176834285259247,896.0093080347234,1198.764887896451,0.3980305249040777,0.8861278670026677,0.9635164021001179,0.9248221345513927,0.9317725674515787
accuracy,10,0.31362374262376264,0.30467534031380306,0.2614227805963971,2.2204055827958484,0.8079764558510347,893.3272542953491,1194.840851350264,0.39412187988107855,0.8702971264724264,0.9633676991047166,0.9168324127885715,0.9207497732798442
accuracy,11,0.31429904157465155,0.30580027536912396,0.2630614678968083,2.2155878192582033,0.8110925988717512,882.9286682822487,1204.9945976950905,0.39805605194785376,0.8698106983156864,0.9603701674294057,0.915090432872546,0.9188190275266864
accuracy,12,0.316440612077713,0.3074197488074953,0.2660163607109677,2.1900619253108755,0.8043972646648233,879.7341580824418,1204.3004129583185,0.39509502866051416,0.8648109235241339,0.960457208681459,0.9126340661027965,0.9174926134834275
accuracy,13,0.3151249452070756,0.30488754639571364,0.26321199180727656,2.1715021572354787,0.7973891008983959,865.2892645055598,1175.8574406016958,0.4000756415453824,0.8635570737942377,0.944735888952788,0.904146481373513,0.9104735685258811
accuracy,14,0.31640680811621924,0.3074464327232404,0.2655576000159437,2.1675101140446,0.7984075857834383,867.2481646104293,1177.3220436789773,0.40213630958036944,0.861965130706395,0.9448492552865536,0.9034071929964743,0.9097102607384635
accuracy,15,0.3243338628248735,0.3166010755706917,0.273124531080777,2.157703612421969,0.7954704368656332,872.7770545265892,1182.2968302640047,0.4014375697482716,0.8544371857655373,0.9486293238355604,0.9015332548005488,0.9065294616898589
accuracy,16,0.3300168080763383,0.31974090737375344,0.276210419325666,2.1392445963675737,0.7931846366687254,869.2079355933449,1178.340729453347,0.4023759365081787,0.8496180328643751,0.9457412922526593,0.8976796625585173,0.9014501400737789
accuracy,17,0.33355592597614636,0.3232175379314206,0.28018592653626745,2.1252663163066505,0.7911087586121126,872.4623595151035,1184.3347570245917,0.4025495485825972,0.8454128803748553,0.9485266618833341,0.8969697711290947,0.9005788974103313
accuracy,18,0.33285771716724744,0.3224776519293135,0.2791949183764783,2.1164309803612045,0.7886304557323456,864.7604720375755,1177.595612786033,0.4035529819401828,0.8448286006408827,0.9432989547307642,0.8940637776858235,0.8984116788863801
accuracy,19,0.33498839898542926,0.32465568150986324,0.2814899305389686,2.1204111022450873,0.7895955809138038,870.5439191298051,1182.336762861772,0.40203015912662854,0.8436807930136162,0.9475170187695671,0.8955989058915916,0.8991577415859431
accuracy,20,0.3356986262581565,0.32536590878259053,0.2822770125825297,2.1166160059128845,0.7889947376467965,868.9193099628795,1180.4658000252464,0.4022641181945801,0.84272432378054,0.9462786448058642,0.8945014842932021,0.8980842314974788
balanced_accuracy,1,0.20614318278702823,0.19563836672089316,0.1618407284417613,2.8395734677814057,0.8831414905461398,889.0076093673706,1195.5236833745782,0.3269262909889221,1.0103190449002493,0.995234734708576,1.0027768898044127,1.0050894672396433
balanced_accuracy,2,0.23425781455906955,0.2228765623136,0.18492939327420158,2.532175358767679,0.8591775596141815,907.3685817718506,1220.1049218611283,0.34774480624632403,0.9634448292785296,0.998561885014707,0.9810033571466183,0.9895684530952694
balanced_accuracy,3,0.22829468141902576,0.2192853350530971,0.18253896969624542,2.5423478948644136,0.8601743172515522,898.6835700815374,1199.721846667203,0.37032483924518933,0.9674015845788897,0.9784985498710471,0.9729500672249685,0.9818024923444169
balanced_accuracy,4,0.23684032396836716,0.22933342240073465,0.19079077082940124,2.547294305283017,0.8656710521741346,899.3145246505737,1209.3648905320601,0.3718465566635132,0.9622850999240751,0.9806530442128804,0.9714690720684778,0.9765403968923521
balanced_accuracy,5,0.24669073115695606,0.24189346622336994,0.2002051125534556,2.4611421665823214,0.851419904015281,879.4888309131969,1190.930498123169,0.383957792412151,0.9449789651355246,0.9621753624169767,0.9535771637762507,0.9593774189525317
balanced_accuracy,6,0.2805581715973941,0.27422543547370215,0.2329555076800964,2.33233420370121,0.8300216468897733,871.8747583736073,1186.0088150717995,0.3934220454909585,0.9062559984598064,0.9532934557162296,0.929774727088018,0.9345382123164977
balanced_accuracy,7,0.2947638441215862,0.2883925437927246,0.24472468812018633,2.2909292718336003,0.8199039778926156,879.0111037167636,1173.5904317335649,0.39921355789357965,0.890971618794989,0.949633508011698,0.9203025634033435,0.923770203741406
balanced_accuracy,8,0.30769854242151434,0.2983187166127292,0.257394468750466,2.248040927039412,0.8094322681427002,880.2901294014671,1178.711049339988,0.39872458848086273,0.8766796707570194,0.9517708098571785,0.914225240307099,0.9185764279690072
balanced_accuracy,9,0.3234403512694619,0.3165081576867537,0.27633205462585797,2.1471942654817897,0.80140235749158,889.5248739069158,1182.3195162686434,0.39966975017027423,0.8545164990381542,0.9557349263862732,0.9051257127122136,0.9090827600481248
balanced_accuracy,10,0.3284359791062095,0.3216819410974329,0.2777728282592513,2.154915399644391,0.7974482341246172,882.2127001502297,1180.9545738913796,0.39913114634427155,0.8512342197678759,0.9529059538318158,0.9020700867998459,0.9044041315951113
balanced_accuracy,11,0.3262703689661893,0.31898263096809387,0.27710310369729996,2.150116797833344,0.7977078042247079,886.5736520940608,1204.8907221013849,0.4002301638776606,0.852350058578599,0.9606190155695753,0.9064845370740872,0.9099636583838651
balanced_accuracy,12,0.3246632489291104,0.3177949081767689,0.2764480279927904,2.1170532624867553,0.7896692129698667,882.3914242657748,1195.335312236439,0.4022025032476945,0.8490503996677013,0.9554384686932996,0.9022444341805005,0.908122719764866
balanced_accuracy,13,0.33263950456272473,0.3251094330440868,0.2822696521708911,2.0993109300297443,0.7826943343335931,873.3446192307906,1175.9900519631126,0.4042104591022838,0.840916451820676,0.9457180884817138,0.8933172701511949,0.8986477927789098
