task,experiment,log,repetition,support_scenario,case_budget,support_prefixes,n_queries,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,nll,macro_retrieval_given_pool,macro_decision_given_retrieval,multiclass_brier,ece_10,aurc
classification,baseline_lstm_natural_ce,roadtraffic100traces,0,natural,1,3,59,0.7288135593220338,0.6597222222222222,0.5462962962962963,0.5545112781954887,0.5958230958230959,0.25,0.8135593220338984,1.7526002000929917,1.0,0.8796296296296297,0.7044608092618427,0.46561487625210973,0.41897200678545393
classification,baseline_lstm_logit_adjustment,roadtraffic100traces,0,natural,1,3,59,0.4406779661016949,0.4236111111111111,0.23148148148148148,0.34325396825396826,0.37247474747474746,0.5,0.8135593220338984,2.0008321956889623,1.0,0.5648148148148148,0.7638590135467461,0.2616156728167347,0.4923892080744341
classification,baseline_lstm_class_weighted_ce,roadtraffic100traces,0,natural,1,3,59,0.7288135593220338,0.6597222222222222,0.5462962962962963,0.5545112781954887,0.5958230958230959,0.25,0.8135593220338984,1.7526002000929917,1.0,0.8796296296296297,0.7044608092618427,0.46561487625210973,0.41897200678545393
classification,baseline_lstm_balanced_softmax,roadtraffic100traces,0,natural,1,3,59,0.7288135593220338,0.6597222222222222,0.5462962962962963,0.5545112781954887,0.5958230958230959,0.25,0.8135593220338984,1.7565597543791223,1.0,0.8796296296296297,0.7059455446898114,0.47218297346163596,0.42212767438670346
classification,baseline_weighted_logistic,roadtraffic100traces,0,natural,1,3,59,0.288135593220339,0.3194444444444444,0.09259259259259256,0.5555555555555556,0.21233766233766233,0.25,0.8135593220338984,7.646368064017182,1.0,0.4259259259259259,1.4171911432694362,0.7318682057095238,0.7152550866641918
classification,baseline_random_forest,roadtraffic100traces,0,natural,1,3,59,0.711864406779661,0.6458333333333333,0.5277777777777777,0.5568044151298963,0.5868725868725868,0.25,0.8135593220338984,5.633642383853827,1.0,0.861111111111111,0.5602161016949153,0.30991525423728816,0.41420227845963087
classification,baseline_gaussian_nb,roadtraffic100traces,0,natural,1,3,59,0.288135593220339,0.3194444444444444,0.09259259259259256,0.5555555555555556,0.21233766233766233,0.25,0.8135593220338984,19.669540455406757,1.0,0.4259259259259259,1.423728813559322,0.711864406779661,0.6197179003334242
classification,baseline_tabpfn,roadtraffic100traces,0,natural,1,3,59,0.711864406779661,0.6458333333333333,0.5277777777777777,0.5481791600212653,0.5843048931284225,0.25,0.8135593220338984,5.592316807219275,1.0,0.861111111111111,0.5297418843981235,0.25674034175226246,0.42463392229156305
classification,baseline_lstm_natural_ce,roadtraffic100traces,0,natural,2,6,59,0.7457627118644068,0.6736111111111112,0.5648148148148149,0.5682539682539682,0.6093168527379054,0.25,0.8135593220338984,1.7449776488541116,1.0,0.8981481481481483,0.712742057496705,0.5093783003798985,0.4560849872573726
classification,baseline_lstm_logit_adjustment,roadtraffic100traces,0,natural,2,6,59,0.11864406779661017,0.14583333333333334,-0.13888888888888887,0.09722222222222222,0.11666666666666667,0.75,0.8135593220338984,2.2349968951827432,1.0,0.19444444444444445,0.8164832501894549,0.014047350461306465,0.7749603128740805
classification,baseline_lstm_class_weighted_ce,roadtraffic100traces,0,natural,2,6,59,0.7457627118644068,0.6736111111111112,0.5648148148148149,0.5682539682539682,0.6093168527379054,0.25,0.8135593220338984,1.7449776488541116,1.0,0.8981481481481483,0.712742057496705,0.5093783003798985,0.4560849872573726
classification,baseline_lstm_balanced_softmax,roadtraffic100traces,0,natural,2,6,59,0.7457627118644068,0.6736111111111112,0.5648148148148149,0.5682539682539682,0.6093168527379054,0.25,0.8135593220338984,1.7622582998354737,1.0,0.8981481481481483,0.7135490009209398,0.5167246529106366,0.4361621238082222
classification,baseline_weighted_logistic,roadtraffic100traces,0,natural,2,6,59,0.7457627118644068,0.6736111111111112,0.5648148148148149,0.5676691729323308,0.6093366093366094,0.25,0.8135593220338984,5.601810575674766,1.0,0.8981481481481483,0.5280800720674212,0.279476179039182,0.30069602513760796
classification,baseline_random_forest,roadtraffic100traces,0,natural,2,6,59,0.7288135593220338,0.6597222222222222,0.5462962962962963,0.5545112781954887,0.5958230958230959,0.25,0.8135593220338984,5.4730760915630965,1.0,0.8796296296296297,0.4779983050847458,0.15110169491525408,0.3506962910900746
classification,baseline_gaussian_nb,roadtraffic100traces,0,natural,2,6,59,0.7288135593220338,0.6458333333333334,0.5277777777777778,0.5365079365079365,0.5842780026990554,0.25,0.8135593220338984,7.493158268726385,1.0,0.8611111111111112,0.5423728813559322,0.27118644067796616,0.20121547161625356
classification,baseline_tabpfn,roadtraffic100traces,0,natural,2,6,59,0.711864406779661,0.6458333333333333,0.5277777777777777,0.5481791600212653,0.5843048931284225,0.25,0.8135593220338984,5.52435183047931,1.0,0.861111111111111,0.534671910323283,0.2582345574589099,0.2790568069107911
classification,baseline_lstm_natural_ce,roadtraffic100traces,0,natural,4,12,59,0.7796610169491526,0.7361111111111112,0.6481481481481483,0.5878968253968253,0.6442996967190515,0.25,1.0,1.7039632382638208,1.0,0.7361111111111112,0.7090903933832781,0.578694490305448,0.09747954877892578
classification,baseline_lstm_logit_adjustment,roadtraffic100traces,0,natural,4,12,59,0.0,0.0,-0.3333333333333333,0.0,0.0,1.0,1.0,2.577580336156073,1.0,0.0,0.8617588074059382,0.1485248891017341,1.0
classification,baseline_lstm_class_weighted_ce,roadtraffic100traces,0,natural,4,12,59,0.7627118644067796,0.7222222222222222,0.6296296296296297,0.5852941176470589,0.6320802005012531,0.25,1.0,1.7164892117755501,1.0,0.7222222222222222,0.7203374233646316,0.5666266563585249,0.20490196266392866
classification,baseline_lstm_balanced_softmax,roadtraffic100traces,0,natural,4,12,59,0.7796610169491526,0.7361111111111112,0.6481481481481483,0.5920634920634921,0.644828216374269,0.25,1.0,1.7587990381143606,1.0,0.7361111111111112,0.7183361375785989,0.5927936927241793,0.10643455200537918
classification,baseline_weighted_logistic,roadtraffic100traces,0,natural,4,12,59,0.7796610169491526,0.7323232323232324,0.6430976430976432,0.7143092105263158,0.6957385016595542,0.0,1.0,0.7061919572218769,1.0,0.7323232323232324,0.3676821338964362,0.20755987581228003,0.11084793247315503
classification,baseline_random_forest,roadtraffic100traces,0,natural,4,12,59,0.7288135593220338,0.6654040404040404,0.553872053872054,0.6616541353383458,0.6581774081774082,0.0,1.0,1.033152069086208,1.0,0.6654040404040404,0.3356389830508475,0.09076271186440682,0.14062213635241277
classification,baseline_gaussian_nb,roadtraffic100traces,0,natural,4,12,59,0.7796610169491526,0.7178030303030303,0.6237373737373737,0.7314935064935065,0.7151958770951907,0.0,1.0,3.250274018208685,1.0,0.7178030303030303,0.391217129246412,0.17178428132098536,0.14201798458681728
classification,baseline_tabpfn,roadtraffic100traces,0,natural,4,12,59,0.7457627118644068,0.7045454545454546,0.6060606060606061,0.6782593739250086,0.6714897670780023,0.0,1.0,0.6732482334356147,1.0,0.7045454545454546,0.32275882567032566,0.14432420771000753,0.10179582725839448
classification,baseline_lstm_natural_ce,roadtraffic100traces,0,natural,8,25,59,0.7627118644067796,0.7222222222222222,0.6296296296296297,0.5847953216374269,0.6325075075075075,0.25,1.0,1.6785099662137122,1.0,0.7222222222222222,0.7081978794328132,0.5456781086780258,0.39125636740886666
classification,baseline_lstm_logit_adjustment,roadtraffic100traces,0,natural,8,25,59,0.0,0.0,-0.3333333333333333,0.0,0.0,1.0,1.0,3.0033971100846313,1.0,0.0,0.9027808645704614,0.1670399690005527,1.0
classification,baseline_lstm_class_weighted_ce,roadtraffic100traces,0,natural,8,25,59,0.7457627118644068,0.7083333333333333,0.611111111111111,0.5785435455646789,0.6200658641835113,0.25,1.0,1.6910725728294038,1.0,0.7083333333333333,0.7168842234427405,0.5363582193346347,0.4163004860449481
classification,baseline_lstm_balanced_softmax,roadtraffic100traces,0,natural,8,25,59,0.7627118644067796,0.7222222222222222,0.6296296296296297,0.5847953216374269,0.6325075075075075,0.25,1.0,1.7258519415443636,1.0,0.7222222222222222,0.7130868655969761,0.56498766980939,0.38807009289906275
