epoch,classification_train_loss,classification_validation_loss,classification_train_accuracy,classification_validation_accuracy,classification_validation_balanced_accuracy,classification_validation_macro_f1,regression_train_loss,regression_validation_loss,regression_train_mae_hours,regression_validation_mae_hours,regression_validation_r2,gradient_clip_fraction,gradient_preclip_norm,step_success_fraction,base_lr
1,2.267995835068714,2.244794563813643,0.2656028842460423,0.21836765660304794,0.20748191530054266,0.17181551968678832,2.0205041321355903,1.8779413049871272,973.0987907167691,896.9935867136174,0.3270266218618913,0.93,2.657670510379044,0.9866666666666667,0.0001
2,2.1856918991828453,2.131027405912226,0.2646100936809499,0.235736112446517,0.22253300385041672,0.18298172214153138,2.068342365470587,1.913337848403237,812.3686300851161,903.0894934914329,0.3446170145815069,0.9866666666666667,3.2342421263456345,1.0,9.939057285945933e-05
3,2.1111220144456433,2.0755561265078457,0.27403430873882906,0.22398637685688189,0.2153522954745726,0.17753184188834645,1.8879870932677696,1.8557201082056218,682.9530111641719,892.0183029174805,0.37251591140573675,0.9466666666666667,3.0546588106950123,1.0,9.757729755661012e-05
4,2.07848613714081,2.0339006293903696,0.28645830591177385,0.23350965698764484,0.22511800175363367,0.1841354239732027,1.7774182030943786,1.7830032868818804,843.1471061122661,897.2625815651634,0.3747157237746499,0.9433333333333334,3.0431406009197235,1.0,9.460482294732422e-05
5,1.9821839154172105,1.9795751138166948,0.37386650868460874,0.2525460765107447,0.2464161000468514,0.20404281179335984,1.6726248957752403,1.7247618653557517,679.7730339524013,887.1944269700484,0.3817662976004861,0.8933333333333333,2.714814116358757,1.0,9.054634122155992e-05
6,1.9912724880183614,1.9339891888878562,0.333742734596164,0.2791039192827268,0.2733200653032823,0.23201127392663198,1.7413334750077303,1.6988669958981601,615.712195480571,868.5114426179366,0.3929163596846841,0.8866666666666667,2.8591013860702517,1.0,8.550178566873411e-05
7,1.9384664915226124,1.899543046951294,0.36333494715205766,0.29631087447718857,0.2886961427601901,0.24450391192327847,1.830774095611296,1.6770879246971824,1228.3537280248559,876.4124411669644,0.39769428968429565,0.8833333333333333,3.03443503956,1.0,7.959536998847744e-05
8,1.8773693718941382,1.8817585056478328,0.3951292940772936,0.29990783195519444,0.292467019774697,0.2508162238042463,1.7733513230369204,1.675524971701882,990.5491090372307,878.7440814104947,0.3968337557532571,0.8433333333333334,2.81769909063975,1.0,7.297252973710758e-05
9,1.8829186710260681,1.8540211915969849,0.36604618137609507,0.31420627313590693,0.30590247295119544,0.2640785094011914,1.7411865684075085,1.6648470921949907,919.1626801141879,887.1295306465843,0.39701432531530206,0.87,2.992549135684967,1.0,6.579634122155991e-05
10,1.878069130082925,1.8420067050240256,0.3785787457192981,0.32074892733522425,0.3121306191791188,0.2687305002049966,1.7924871765650237,1.6662800962274724,698.8959294160207,888.7838585593483,0.3924816846847534,0.8566666666666667,2.9692400151491167,1.0,5.824350601949144e-05
11,1.873149333031554,1.8313797062093562,0.3806823947730819,0.3256397679198116,0.3206286755475131,0.27880337343297223,1.713136655253333,1.6550528894771228,986.6445600986481,884.3828867132014,0.39855164831334894,0.8333333333333334,2.9197497246662776,1.0,5.050000000000001e-05
12,1.9174811959266662,1.8201659267598933,0.3345295511136842,0.32704820381231675,0.3191449090161107,0.2798555486581542,1.5715199835598468,1.6576528982682661,619.0851746499538,879.3553847399625,0.39934167536822235,0.82,2.560870073835055,1.0,4.275649398050859e-05
13,1.8012966944510678,1.8068534894423052,0.45185556267767235,0.3235657991202346,0.3168320195241408,0.27653740041635255,1.639007506975487,1.6569101376966997,546.6467897571735,866.31227684021,0.4040737910704179,0.8133333333333334,2.945259755651156,1.0,3.520365877844011e-05
14,1.8296778736443355,1.8052422350103206,0.4504445275745948,0.3293415130282198,0.3238599290224639,0.2825540534474633,1.7348596365221085,1.6555448662150989,674.2785313021752,869.8800392150879,0.4030061255801808,0.8066666666666666,3.1486569639046986,1.0,2.8027470262892444e-05
15,1.8697111406582314,1.797777696089311,0.38919194759799963,0.32781627085236287,0.3229024244303053,0.2818504419516433,1.7075427281146018,1.6515414931557395,815.3297392611472,872.5065763646907,0.40355532277714123,0.79,2.787984262903531,1.0,2.1404630011522593e-05
16,1.851091067125271,1.7917635874314741,0.3921750755797524,0.3377594526705447,0.3325180733068423,0.29113819128410384,1.6599162343430192,1.6526786305687644,720.8435378074646,869.2890080538663,0.40539791909131134,0.7833333333333333,2.895115788479646,1.0,1.5498214331265904e-05
17,1.7865001662333209,1.7875111861662432,0.43081161172440174,0.33843475073313783,0.33330839838493953,0.2923682496290315,1.6391933799503806,1.6555288596586748,786.778479696034,875.995793429288,0.4039291197603399,0.7833333333333333,2.666094051996867,1.0,1.0453658778440109e-05
18,1.7930843419319875,1.7850271355022083,0.40116864750060993,0.3370492253978174,0.3325445079668002,0.29136657020585105,1.738271102309227,1.6539423574100842,979.7846779948786,873.2362288561734,0.40376804633574054,0.8,2.8302250754833223,1.0,6.3951770526757955e-06
19,1.768789944825349,1.7840312827717175,0.439733021811638,0.34204372686409307,0.33797370811755006,0.2949953250248324,1.898021443684896,1.6546734246340664,1098.7853545911385,873.7566009001298,0.40281542322852393,0.8233333333333334,2.8827204177776973,1.0,3.422702443389901e-06
20,1.7719023133353364,1.7831551378423518,0.4392765258453025,0.33989013448872646,0.33603672513907606,0.2938607580621134,1.7393547933294167,1.6535435156388716,794.3008484159197,873.4890256361527,0.4030914306640625,0.7366666666666667,2.9180094844102857,1.0,1.609427140540686e-06
