task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours
classification,04_global_shrinkage,main,billing,0,natural,1,4,configured,balanced,1.0,5,208,0.6442307692307693,0.29106334841628956,0.21229260935143282,0.30028947368421055,0.25408428526070276,0.6,0.9038461538461539,0.4,1.0,0.727658371040724,3.7321998481426704,0.7074416699509586,0.32276773108885837,0.3620001508957015,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,1,4,configured,balanced,1.0,20,208,0.6442307692307693,0.29106334841628956,0.21229260935143282,0.30028947368421055,0.25408428526070276,0.6,0.9038461538461539,0.4,1.0,0.727658371040724,3.7321998481426704,0.7074416699509586,0.32276773108885837,0.3620001508957015,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,1,4,configured,balanced,1.0,50,208,0.6442307692307693,0.29106334841628956,0.21229260935143282,0.30028947368421055,0.25408428526070276,0.6,0.9038461538461539,0.4,1.0,0.727658371040724,3.7321998481426704,0.7074416699509586,0.32276773108885837,0.3620001508957015,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,1,4,configured,natural,1.0,5,208,0.6442307692307693,0.29106334841628956,0.21229260935143282,0.30028947368421055,0.25408428526070276,0.6,0.9038461538461539,0.4,1.0,0.727658371040724,3.7321998481426704,0.7074416699509586,0.32276773108885837,0.3620001508957015,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,1,4,configured,natural,1.0,20,208,0.6442307692307693,0.29106334841628956,0.21229260935143282,0.30028947368421055,0.25408428526070276,0.6,0.9038461538461539,0.4,1.0,0.727658371040724,3.7321998481426704,0.7074416699509586,0.32276773108885837,0.3620001508957015,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,1,4,configured,natural,1.0,50,208,0.6442307692307693,0.29106334841628956,0.21229260935143282,0.30028947368421055,0.25408428526070276,0.6,0.9038461538461539,0.4,1.0,0.727658371040724,3.7321998481426704,0.7074416699509586,0.32276773108885837,0.3620001508957015,,,,,,,,
regression,04_global_shrinkage,,billing,0,natural,1,4,,,,50,208,,,,,,,,,,,,,,,1161.8981292055128,921.9352415668964,0.9108972687442863,-0.06192971019030247,-0.06192971019030247,0.1457469958116815,0.25961538461538464,1275.780217973868
classification,04_global_shrinkage,main,billing,0,natural,2,7,configured,balanced,1.0,5,208,0.8269230769230769,0.36515837104072396,0.29462041226747104,0.34058489103281936,0.34836370413669826,0.6,0.9038461538461539,0.38823529411764707,0.9705882352941176,0.9423076923076923,3.6664816196330956,0.6733409437662654,0.48929570099482167,0.27533128007399194,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,2,7,configured,balanced,1.0,20,208,0.8269230769230769,0.36515837104072396,0.29462041226747104,0.34058489103281936,0.34836370413669826,0.6,0.9038461538461539,0.4,1.0,0.9128959276018099,3.6664816196330956,0.6733409437662654,0.48929570099482167,0.27533128007399194,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,2,7,configured,balanced,1.0,50,208,0.8269230769230769,0.36515837104072396,0.29462041226747104,0.34058489103281936,0.34836370413669826,0.6,0.9038461538461539,0.4,1.0,0.9128959276018099,3.6664816196330956,0.6733409437662654,0.48929570099482167,0.27533128007399194,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,2,7,configured,natural,1.0,5,208,0.6875,0.27884615384615385,0.1987179487179487,0.2162935307287151,0.2400838179056001,0.7,0.9038461538461539,0.38823529411764707,0.9705882352941176,0.6971153846153846,3.6518114612440504,0.6656631636476253,0.3253790885210037,0.345182293292065,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,2,7,configured,natural,1.0,20,208,0.6875,0.27884615384615385,0.1987179487179487,0.2162935307287151,0.2400838179056001,0.7,0.9038461538461539,0.4,1.0,0.6971153846153846,3.6518114612440504,0.6656631636476253,0.3253790885210037,0.345182293292065,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,2,7,configured,natural,1.0,50,208,0.6875,0.27884615384615385,0.1987179487179487,0.2162935307287151,0.2400838179056001,0.7,0.9038461538461539,0.4,1.0,0.6971153846153846,3.6518114612440504,0.6656631636476253,0.3253790885210037,0.345182293292065,,,,,,,,
regression,04_global_shrinkage,,billing,0,natural,2,7,,,,50,208,,,,,,,,,,,,,,,965.5530439426069,459.3192813952046,0.7569679375905819,0.11752206294672796,0.11752206294672807,0.04456520185202584,0.8028846153846154,2125.6346553806384
classification,04_global_shrinkage,main,billing,0,natural,4,15,configured,balanced,1.0,5,208,0.6682692307692307,0.32839366515837104,0.2537707390648567,0.3471255871787787,0.2940784139950421,0.5,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.6695954907161804,3.546861077003084,0.7070401063423529,0.3614619585613792,0.4996475111904398,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,4,15,configured,balanced,1.0,20,208,0.6682692307692307,0.32839366515837104,0.2537707390648567,0.3471255871787787,0.2940784139950421,0.5,0.9134615384615384,0.5,1.0,0.6567873303167421,3.546861077003084,0.7070401063423529,0.3614619585613792,0.4996475111904398,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,4,15,configured,balanced,1.0,50,208,0.6682692307692307,0.32839366515837104,0.2537707390648567,0.3471255871787787,0.2940784139950421,0.5,0.9134615384615384,0.5,1.0,0.6567873303167421,3.546861077003084,0.7070401063423529,0.3614619585613792,0.4996475111904398,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,4,15,configured,natural,1.0,5,208,0.6826923076923077,0.27692307692307694,0.19658119658119658,0.21491017693108289,0.2384859828091165,0.7,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.5685897435897436,3.43773693423086,0.6532392395673348,0.4098300983986028,0.32683085494093067,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,4,15,configured,natural,1.0,20,208,0.6826923076923077,0.27692307692307694,0.19658119658119658,0.21491017693108289,0.2384859828091165,0.7,0.9134615384615384,0.5,1.0,0.5538461538461539,3.43773693423086,0.6532392395673348,0.4098300983986028,0.32683085494093067,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,4,15,configured,natural,1.0,50,208,0.6826923076923077,0.27692307692307694,0.19658119658119658,0.21491017693108289,0.2384859828091165,0.7,0.9134615384615384,0.5,1.0,0.5538461538461539,3.43773693423086,0.6532392395673348,0.4098300983986028,0.32683085494093067,,,,,,,,
regression,04_global_shrinkage,,billing,0,natural,4,15,,,,50,208,,,,,,,,,,,,,,,893.5428187576449,323.0490101699979,0.7005138339184339,0.18333660867948853,0.18333660867948853,0.10617378379682518,0.8701923076923077,1960.1373608501929
classification,04_global_shrinkage,main,billing,0,natural,8,28,configured,balanced,1.0,5,208,0.8269230769230769,0.36515837104072396,0.29462041226747104,0.34852169107488257,0.3525035231691465,0.6,0.9134615384615384,0.41798642533936653,0.8359728506787331,0.7874113475177305,3.4856664696368025,0.6751931152541449,0.49488474220897144,0.3261365315361205,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,8,28,configured,balanced,1.0,20,208,0.8269230769230769,0.36515837104072396,0.29462041226747104,0.34852169107488257,0.3525035231691465,0.6,0.9134615384615384,0.4882352941176471,0.9764705882352942,0.7538461538461538,3.4856664696368025,0.6751931152541449,0.49488474220897144,0.3261365315361205,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,8,28,configured,balanced,1.0,50,208,0.8269230769230769,0.36515837104072396,0.29462041226747104,0.34852169107488257,0.3525035231691465,0.6,0.9134615384615384,0.5,1.0,0.7303167420814479,3.4856664696368025,0.6751931152541449,0.49488474220897144,0.3261365315361205,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,8,28,configured,natural,1.0,5,208,0.6826923076923077,0.27692307692307694,0.19658119658119658,0.21491017693108289,0.2384859828091165,0.7,0.9134615384615384,0.41798642533936653,0.8359728506787331,0.5874113475177305,3.3513450283371826,0.613701493274937,0.2942425998357627,0.32665659003100045,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,8,28,configured,natural,1.0,20,208,0.6826923076923077,0.27692307692307694,0.19658119658119658,0.21491017693108289,0.2384859828091165,0.7,0.9134615384615384,0.4882352941176471,0.9764705882352942,0.5538461538461539,3.3513450283371826,0.613701493274937,0.2942425998357627,0.32665659003100045,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,8,28,configured,natural,1.0,50,208,0.6826923076923077,0.27692307692307694,0.19658119658119658,0.21491017693108289,0.2384859828091165,0.7,0.9134615384615384,0.5,1.0,0.5538461538461539,3.3513450283371826,0.613701493274937,0.2942425998357627,0.32665659003100045,,,,,,,,
regression,04_global_shrinkage,,billing,0,natural,8,28,,,,50,208,,,,,,,,,,,,,,,900.3860030713457,338.7918691388851,0.7058787086386696,0.1770822043110124,0.17708220431101251,0.09447201388246906,0.8557692307692307,1834.07384649853
classification,04_global_shrinkage,main,billing,0,natural,16,59,configured,balanced,1.0,5,208,0.8173076923076923,0.35927601809954746,0.28808446455505277,0.3469243122468929,0.3488940036341611,0.6,0.9134615384615384,0.41798642533936653,0.8359728506787331,0.7805147957935926,3.4148004415515327,0.6430165625207303,0.462874898687005,0.32274705800456044,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,16,59,configured,balanced,1.0,20,208,0.8173076923076923,0.35927601809954746,0.28808446455505277,0.3469243122468929,0.3488940036341611,0.6,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.7616931918656057,3.4148004415515327,0.6430165625207303,0.462874898687005,0.32274705800456044,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,16,59,configured,balanced,1.0,50,208,0.8173076923076923,0.35927601809954746,0.28808446455505277,0.3469243122468929,0.3488940036341611,0.6,0.9134615384615384,0.5,1.0,0.718552036199095,3.4148004415515327,0.6430165625207303,0.462874898687005,0.32274705800456044,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,16,59,configured,natural,1.0,5,208,0.7836538461538461,0.3386877828054299,0.26520864756158874,0.3256229607830593,0.325879423131018,0.6,0.9134615384615384,0.41798642533936653,0.8359728506787331,0.732238933724627,3.2915738031679433,0.5843563670202071,0.3692751634292878,0.3033981423912937,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,16,59,configured,natural,1.0,20,208,0.7836538461538461,0.3386877828054299,0.26520864756158874,0.3256229607830593,0.325879423131018,0.6,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.7134173297966402,3.2915738031679433,0.5843563670202071,0.3692751634292878,0.3033981423912937,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,16,59,configured,natural,1.0,50,208,0.7836538461538461,0.3386877828054299,0.26520864756158874,0.3256229607830593,0.325879423131018,0.6,0.9134615384615384,0.5,1.0,0.6773755656108598,3.2915738031679433,0.5843563670202071,0.3692751634292878,0.3033981423912937,,,,,,,,
regression,04_global_shrinkage,,billing,0,natural,16,59,,,,50,208,,,,,,,,,,,,,,,883.1860185776843,392.2904298109014,0.6923943776944126,0.19280232132430086,0.19280232132430086,0.22960086547482494,0.9423076923076923,4093.264781827981
classification,04_global_shrinkage,main,billing,0,natural,32,118,configured,balanced,1.0,5,208,0.8173076923076923,0.35927601809954746,0.28808446455505277,0.34300035803795204,0.3473026731244553,0.6,0.9134615384615384,0.4160633484162896,0.8321266968325792,0.7847701149425288,3.3993498416507313,0.6342966540462505,0.4588267114013433,0.3232123274101921,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,32,118,configured,balanced,1.0,20,208,0.8173076923076923,0.35927601809954746,0.28808446455505277,0.34300035803795204,0.3473026731244553,0.6,0.9134615384615384,0.41990950226244345,0.8398190045248869,0.7766032311677422,3.3993498416507313,0.6342966540462505,0.4588267114013433,0.3232123274101921,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,32,118,configured,balanced,1.0,50,208,0.8173076923076923,0.35927601809954746,0.28808446455505277,0.34300035803795204,0.3473026731244553,0.6,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.7616931918656057,3.3993498416507313,0.6342966540462505,0.4588267114013433,0.3232123274101921,,,,,,,,
classification,04_global_shrinkage,main,billing,0,natural,32,118,configured,natural,1.0,5,208,0.7884615384615384,0.3416289592760181,0.2684766214177979,0.327514370341438,0.3288092073024174,0.6,0.9134615384615384,0.4160633484162896,0.8321266968325792,0.7433908045977011,3.2625048862480495,0.5700260299079675,0.34765800375204814,0.30356075936582594,,,,,,,,
