task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,structured_max_order,structured_smoothing,structured_weight,structured_tau,structured_context_coverage,structured_mean_context_support,structured_mean_selected_order,structured_mean_effective_weight,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,rmse_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,rmse_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours,regression_mode,regression_num_transforms,regression_transform_aggregation
regression,learned_temporal_time_transform,,billing,0,natural,1,4,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,1100.262600662056,1809.9667440781877,893.4764613408461,0.8625766516466107,-0.0055972337723100285,0.14731189618590013,-0.0055972337723098065,0.16693190417387138,0.10096153846153846,444.91096966083234,learned_transform_ensemble,4,dynamic
regression,learned_temporal_time_transform,,billing,0,natural,2,7,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,927.7779312380791,1920.420670184171,410.27274334534013,0.72735325268478,0.1520470470898343,0.09527627226171542,0.1520470470898344,0.06215286619903404,0.6875,1168.8278333223784,learned_transform_ensemble,4,dynamic
regression,learned_temporal_time_transform,,billing,0,natural,4,15,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,876.8789509187916,1879.3292934677295,276.95528420313667,0.6874498041901939,0.1985667359169453,0.1146347097634488,0.1985667359169454,0.10185785002357195,0.7163461538461539,1163.4711221548228,learned_transform_ensemble,4,dynamic
regression,learned_temporal_time_transform,,billing,0,natural,8,28,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,871.225566627327,1849.6893009643454,338.8039263055706,0.6830177010816553,0.20373370932995405,0.12859831936426858,0.20373370932995405,0.12996468542055162,0.7596153846153846,1231.0294864361103,learned_transform_ensemble,4,dynamic
regression,learned_temporal_time_transform,,billing,0,natural,16,59,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,820.344947608529,1742.6577119832605,300.84330412036024,0.6431286473589051,0.25023661664238883,0.17902165612174714,0.25023661664238894,0.22774007764627846,0.8990384615384616,3077.485484783466,learned_transform_ensemble,4,dynamic
regression,learned_temporal_time_transform,,billing,0,natural,32,118,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,790.3457702944925,1695.2713907341326,337.6355523456633,0.6196100892400306,0.2776546982024526,0.20134568640840478,0.2776546982024527,0.2691676250213094,0.8894230769230769,2789.5153028048003,learned_transform_ensemble,4,dynamic
regression,learned_temporal_time_transform,,billing,0,natural,64,255,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,935.2446580501263,1765.981742868227,484.65977773559416,0.733206968159995,0.14522274912404853,0.16803354060323095,0.14522274912404853,0.20692961849043412,0.9471153846153846,4975.575244610126,learned_transform_ensemble,4,dynamic
regression,learned_temporal_time_transform,,billing,0,natural,128,514,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,875.0950431584545,1756.5747445597897,432.6206948438971,0.6860512678936479,0.20019715824341588,0.17246524387979534,0.200197158243416,0.21535614019935823,0.9278846153846154,3587.273401700533,learned_transform_ensemble,4,dynamic
regression,learned_temporal_time_transform,,billing,1,natural,1,3,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,1188.8026836142076,2299.933076605078,431.0747357570672,0.9319897247106453,-0.0865194267479501,-0.0835147001490959,-0.08651942674794988,-0.34514688458119847,0.08653846153846154,78.63302831466382,learned_transform_ensemble,4,dynamic
regression,learned_temporal_time_transform,,billing,1,natural,2,6,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,1168.4938069350062,2285.2764249391453,406.5150867536795,0.9160681048772451,-0.06795790316499906,-0.07660984813555638,-0.06795790316499883,-0.3280572308964691,0.2403846153846154,148.42855629554163,learned_transform_ensemble,4,dynamic
