task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,structured_max_order,structured_smoothing,structured_weight,structured_tau,structured_context_coverage,structured_mean_context_support,structured_mean_selected_order,structured_mean_effective_weight,virtual_expert_replicates,virtual_expert_support_fraction,virtual_expert_min_support_prefixes,virtual_expert_full_support_weight,virtual_expert_subbag_weight,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,rmse_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,rmse_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours,regression_mode,regression_num_transforms,regression_transform_aggregation
classification,loss_refinement_confirmation,main,billing,0,natural,1,4,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,0.9038461538461539,2.3365384615384617,0.723076923076923,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3525395464074709,0.36715927750410515,0.6,0.9038461538461539,0.4,1.0,0.9632352941176471,3.0981378135718094,0.2713052480322116,0.22090047474967334,0.2782955129044459,,,,,,,,,,,,,
regression,loss_refinement_confirmation,,billing,0,natural,1,4,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1098.4042158542559,1805.5687653288458,887.9045716663586,0.8611197273232549,-0.003898742320465942,0.14938381500576825,-0.00389874232046572,0.1709754751415138,0.09134615384615384,386.79244408240686,learned_transform_ensemble,4,dynamic
classification,loss_refinement_confirmation,main,billing,0,natural,2,7,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,1.1971153846153846,2.610576923076923,0.7491452991452993,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3525395464074709,0.36715927750410515,0.6,0.9038461538461539,0.4,1.0,0.9632352941176471,3.0267747484684473,0.26017464838649357,0.20466367965742846,0.2794664842345029,,,,,,,,,,,,,
regression,loss_refinement_confirmation,,billing,0,natural,2,7,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,946.4078095417026,1930.270434048021,429.231176174324,0.7419585823924824,0.13502006273503964,0.09063597900795162,0.13502006273503964,0.052507831097924895,0.6730769230769231,1210.45519726093,learned_transform_ensemble,4,dynamic
classification,loss_refinement_confirmation,main,billing,0,natural,4,15,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,2.2451923076923075,2.639423076923077,0.5469551282051283,1,1.0,1,1.0,1.0,0.7980769230769231,0.38235294117647056,0.3137254901960784,0.35007922894715343,0.33789574600454875,0.5,0.9134615384615384,0.5,1.0,0.7647058823529412,2.8009571523960877,0.3004508055458127,0.14212740894441217,0.24865400324870102,,,,,,,,,,,,,
regression,loss_refinement_confirmation,,billing,0,natural,4,15,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,866.5312386580931,1853.9875006015072,291.5921492445462,0.6793374726534634,0.2080241425569319,0.12657340718816523,0.2080241425569319,0.125916513236915,0.7163461538461539,1116.5559765742375,learned_transform_ensemble,4,dynamic
classification,loss_refinement_confirmation,main,billing,0,natural,8,28,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,4.375,2.639423076923077,0.5983347534818122,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3525395464074709,0.36715927750410515,0.6,0.9134615384615384,0.5,1.0,0.7705882352941177,2.92449195530203,0.2522838240881551,0.11530326798715201,0.26281168587499903,,,,,,,,,,,,,
regression,loss_refinement_confirmation,,billing,0,natural,8,28,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,872.708697724623,1857.5912276343836,278.3076464871243,0.6841804364641801,0.20237818517793327,0.12487566595596822,0.20237818517793338,0.1225151745677876,0.7403846153846154,1127.6603472783015,learned_transform_ensemble,4,dynamic
classification,loss_refinement_confirmation,main,billing,0,natural,16,59,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,9.427884615384615,2.639423076923077,0.6417027051895473,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3525395464074709,0.36715927750410515,0.6,0.9134615384615384,0.4805429864253393,0.9610859728506786,0.7933333333333333,2.6749063372530424,0.22375187390355386,0.07931987293556066,0.18736932835073883,,,,,,,,,,,,,
regression,loss_refinement_confirmation,,billing,0,natural,16,59,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,825.424190226977,1706.9571791272726,345.0500973908511,0.6471106386472442,0.24559438639326803,0.19584042904435617,0.24559438639326803,0.2590574001114645,0.9086538461538461,3187.00503716102,learned_transform_ensemble,4,dynamic
classification,loss_refinement_confirmation,main,billing,0,natural,32,118,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,19.528846153846153,2.639423076923077,0.6584032737456753,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3530242224581847,0.36742569416100573,0.6,0.9134615384615384,0.4747737556561086,0.9495475113122172,0.7933333333333333,2.6683823974798666,0.22440939297620557,0.07771037323534183,0.2605331085161239,,,,,,,,,,,,,
regression,loss_refinement_confirmation,,billing,0,natural,32,118,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,790.7224827851504,1661.0595675660695,377.8589940446723,0.6199054218257511,0.27731039763429266,0.21746311769306426,0.27731039763429266,0.29836745410103716,0.8990384615384616,2887.076423058143,learned_transform_ensemble,4,dynamic
classification,loss_refinement_confirmation,main,billing,0,natural,64,255,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9519230769230769,35.69230769230769,2.831730769230769,0.694379386101618,1,1.0,1,1.0,1.0,0.8894230769230769,0.3940769230769231,0.3267521367521368,0.3554407578230003,0.37317554341417397,0.6,0.9519230769230769,0.5470588235294118,0.7815126050420168,0.6567948717948718,1.6070984960859476,0.18437249531986077,0.06586692321827194,0.04806421638724693,,,,,,,,,,,,,
regression,loss_refinement_confirmation,,billing,0,natural,64,255,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,944.2781229125668,1766.8115057758157,490.3508383804542,0.7402889646480356,0.13696651350213118,0.16764263344286356,0.13696651350213118,0.2061841804515292,0.9519230769230769,4915.6747154822715,learned_transform_ensemble,4,dynamic
