task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours
classification,10_fmv2_cls80,main,billing,0,natural,1,4,configured,balanced,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3440414904700619,0.3536013140484555,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.020610759372216,0.26522245805640676,0.06685159570322591,0.05784384735763481,,,,,,,,
regression,10_fmv2_cls80,,billing,0,natural,1,4,,,,50,208,,,,,,,,,,,,,,,1102.378510852024,888.8584716754667,0.8642354690287058,-0.007531093409693046,-0.007531093409693046,0.16166845370698713,0.28846153846153844,1234.0006340741259
classification,10_fmv2_cls80,main,billing,0,natural,2,7,configured,balanced,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3445423574835339,0.353907015799961,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,2.991187871440599,0.27097529822178806,0.07609000300558713,0.056337728663346714,,,,,,,,
regression,10_fmv2_cls80,,billing,0,natural,2,7,,,,50,208,,,,,,,,,,,,,,,920.9635710479938,414.9499002424726,0.7220109753117776,0.15827510733013928,0.15827510733013928,0.08094485874290591,0.8461538461538461,2057.5348022943867
classification,10_fmv2_cls80,main,billing,0,natural,4,15,configured,balanced,1.0,20,208,0.7596153846153846,0.36696832579185523,0.2966314731020614,0.34894485694485694,0.3243846182201805,0.5,0.9134615384615384,0.5,1.0,0.7339366515837105,2.86875061965331,0.34877812172576783,0.12145999553971566,0.07207450263305153,,,,,,,,
regression,10_fmv2_cls80,,billing,0,natural,4,15,,,,50,208,,,,,,,,,,,,,,,867.218001310839,289.7829349087875,0.6798758763301176,0.20739646819678925,0.20739646819678936,0.12465913029178355,0.8653846153846154,1893.4193638404047
classification,10_fmv2_cls80,main,billing,0,natural,8,28,configured,balanced,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3505321207430341,0.35644775073901286,0.6,0.9134615384615384,0.5,1.0,0.7398190045248869,2.7525434804884314,0.30196142815715366,0.1272721622998898,0.07577031691708874,,,,,,,,
regression,10_fmv2_cls80,,billing,0,natural,8,28,,,,50,208,,,,,,,,,,,,,,,873.7851781997007,313.01688917107913,0.6850243685611147,0.20139432388218748,0.2013943238821876,0.12156422083097851,0.8653846153846154,1806.1932045736842
classification,10_fmv2_cls80,main,billing,0,natural,16,59,configured,balanced,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.34708359133126937,0.35477684407096166,0.6,0.9134615384615384,0.4805429864253393,0.9610859728506786,0.7779487179487179,3.5629256520544574,0.26154785647641676,0.0750140039106974,0.042433405609916146,,,,,,,,
regression,10_fmv2_cls80,,billing,0,natural,16,59,,,,50,208,,,,,,,,,,,,,,,867.1887652248249,375.78175939877656,0.6798529560153072,0.2074231888425736,0.2074231888425737,0.24464996461641986,0.9423076923076923,4154.173968566321
classification,10_fmv2_cls80,main,billing,0,natural,32,118,configured,balanced,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3459199679871949,0.35446126965637736,0.6,0.9134615384615384,0.47183257918552035,0.9436651583710407,0.7959183673469388,3.5872099245507694,0.27793693684603044,0.113627099360411,0.10800828645138881,,,,,,,,
regression,10_fmv2_cls80,,billing,0,natural,32,118,,,,50,208,,,,,,,,,,,,,,,823.5819273527709,413.7070675660211,0.6456663534915646,0.24727814302470152,0.24727814302470164,0.28849653957177834,0.9230769230769231,3571.9683375148666
classification,10_fmv2_cls80,main,billing,0,natural,64,255,configured,balanced,1.0,20,208,0.8557692307692307,0.3782714932126697,0.30919054801407736,0.34476537325456497,0.3601532567049809,0.6,0.9519230769230769,0.5303921568627451,0.757703081232493,0.6352059052059053,2.2038981899332377,0.22194821879047344,0.06730854167388033,0.04258499969530741,,,,,,,,
