checkpoint,checkpoint_epoch,log,fraction_percent,task,retrieval_k,effective_k,support_prefixes,n_queries,accuracy,mae_hours,fmv2_proto_reference,candidate_minus_reference,beats_fmv2,selection_policy
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,billing,0.5,classification,50,50,1152,200,0.800000011920929,,0.895,-0.09499998807907106,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,billing,0.5,regression,200,200,1152,200,,1075.6585693359375,1160.7777,-85.1191306640626,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,billing,1.0,classification,10,10,2195,200,0.8199999928474426,,0.92,-0.10000000715255741,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,billing,1.0,regression,200,200,2195,200,,1080.0399169921875,1186.553,-106.51308300781261,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,helpdesk,0.5,classification,20,20,50,200,0.6700000166893005,,0.725,-0.05499998331069944,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,helpdesk,0.5,regression,20,20,50,200,,0.1820516586303711,0.196,-0.013948341369628914,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,helpdesk,1.0,classification,20,20,93,200,0.6700000166893005,,0.785,-0.1149999833106995,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,helpdesk,1.0,regression,50,50,93,200,,0.17298179864883423,0.2021,-0.029118201351165773,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,receipt,0.5,classification,20,20,34,200,0.6700000166893005,,0.68,-0.009999983310699512,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,receipt,0.5,regression,50,34,34,200,,80.38207244873047,97.1067,-16.724627551269535,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,receipt,1.0,classification,1,1,41,200,0.6800000071525574,,0.785,-0.10499999284744266,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,receipt,1.0,regression,10,10,41,200,,62.805564880371094,102.524,-39.71843511962891,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,roadtraffic_10000,0.5,classification,20,20,79,200,0.8650000095367432,,0.85,0.015000009536743186,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,roadtraffic_10000,0.5,regression,50,50,79,200,,4472.05419921875,4459.555,12.499199218749709,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,roadtraffic_10000,1.0,classification,50,50,166,200,0.8600000143051147,,0.855,0.005000014305114764,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,roadtraffic_10000,1.0,regression,100,100,166,200,,4450.7841796875,4592.9824,-142.19822031249987,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,sepsis,0.5,classification,100,71,71,200,0.5450000166893005,,0.4458,0.09920001668930056,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,sepsis,0.5,regression,100,71,71,200,,1072.643310546875,703.1954,369.44791054687505,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,sepsis,1.0,classification,10,10,225,200,0.5899999737739563,,0.4663,0.1236999737739563,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/out_only_metric_targets_clip5/model_epoch_10.pth,10,sepsis,1.0,regression,100,100,225,200,,1388.21240234375,936.7253,451.48710234375005,False,best metric; smallest k on ties
