task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours
classification,minus1_fmv1_retrained,main,billing,0,natural,1,4,configured,balanced,1.0,5,208,0.7692307692307693,0.3410633484162896,0.26784816490698843,0.31871602695132106,0.3207425243734868,0.6,0.9038461538461539,0.4,1.0,0.852658371040724,3.1156769322488596,0.33407116962861766,0.1433060864129892,0.09315333129213893,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,1,4,configured,balanced,1.0,20,208,0.7692307692307693,0.3410633484162896,0.26784816490698843,0.31871602695132106,0.3207425243734868,0.6,0.9038461538461539,0.4,1.0,0.852658371040724,3.1156769322488596,0.33407116962861766,0.1433060864129892,0.09315333129213893,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,1,4,configured,balanced,1.0,50,208,0.7692307692307693,0.3410633484162896,0.26784816490698843,0.31871602695132106,0.3207425243734868,0.6,0.9038461538461539,0.4,1.0,0.852658371040724,3.1156769322488596,0.33407116962861766,0.1433060864129892,0.09315333129213893,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,1,4,configured,natural,1.0,5,208,0.7692307692307693,0.3410633484162896,0.26784816490698843,0.31871602695132106,0.3207425243734868,0.6,0.9038461538461539,0.4,1.0,0.852658371040724,3.1156769322488596,0.33407116962861766,0.1433060864129892,0.09315333129213893,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,1,4,configured,natural,1.0,20,208,0.7692307692307693,0.3410633484162896,0.26784816490698843,0.31871602695132106,0.3207425243734868,0.6,0.9038461538461539,0.4,1.0,0.852658371040724,3.1156769322488596,0.33407116962861766,0.1433060864129892,0.09315333129213893,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,1,4,configured,natural,1.0,50,208,0.7692307692307693,0.3410633484162896,0.26784816490698843,0.31871602695132106,0.3207425243734868,0.6,0.9038461538461539,0.4,1.0,0.852658371040724,3.1156769322488596,0.33407116962861766,0.1433060864129892,0.09315333129213893,,,,,,,,
regression,minus1_fmv1_retrained,,billing,0,natural,1,4,,,,50,208,,,,,,,,,,,,,,,1130.7870491663891,909.6299673833942,0.8865070084254231,-0.033495392775363175,-0.033495392775363175,0.16201358406516142,0.2692307692307692,1261.2654777015039
classification,minus1_fmv1_retrained,main,billing,0,natural,2,7,configured,balanced,1.0,5,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.346717788976886,0.3550020255481769,0.6,0.9038461538461539,0.38529411764705884,0.9632352941176471,0.9615384615384617,3.56081198031068,0.3229851099995926,0.12023757656033218,0.09727025588826876,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,2,7,configured,balanced,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3470814564564565,0.3550899869049595,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.072104246061634,0.30652597211731564,0.11026893269557222,0.07839560138809124,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,2,7,configured,balanced,1.0,50,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3470814564564565,0.3550899869049595,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.072104246061634,0.30652597211731564,0.11026893269557222,0.07839560138809124,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,2,7,configured,natural,1.0,5,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.346717788976886,0.3550020255481769,0.6,0.9038461538461539,0.38529411764705884,0.9632352941176471,0.9615384615384617,3.56081198031068,0.3229851099995926,0.12023757656033218,0.09727025588826876,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,2,7,configured,natural,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3470814564564565,0.3550899869049595,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.072104246061634,0.30652597211731564,0.11026893269557222,0.07839560138809124,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,2,7,configured,natural,1.0,50,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.3470814564564565,0.3550899869049595,0.6,0.9038461538461539,0.4,1.0,0.9247737556561086,3.072104246061634,0.30652597211731564,0.11026893269557222,0.07839560138809124,,,,,,,,
regression,minus1_fmv1_retrained,,billing,0,natural,2,7,,,,50,208,,,,,,,,,,,,,,,917.1099073290256,456.6347751503158,0.7189898053244679,0.16179720612123816,0.16179720612123816,0.10936646335343636,0.8365384615384616,2214.3841103727045
classification,minus1_fmv1_retrained,main,billing,0,natural,4,15,configured,balanced,1.0,5,208,0.6826923076923077,0.33314479638009054,0.25904977375565613,0.2958006440149297,0.28888147942763076,0.5,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.6856211317418215,3.9845757365699033,0.4835969233928964,0.19705993510209593,0.11833319165153619,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,4,15,configured,balanced,1.0,20,208,0.7596153846153846,0.36696832579185523,0.2966314731020614,0.3545621767319881,0.3245954718493288,0.5,0.9134615384615384,0.5,1.0,0.7339366515837105,2.9523532037054303,0.37699330998710584,0.11202698530485997,0.105608638687762,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,4,15,configured,balanced,1.0,50,208,0.7596153846153846,0.36696832579185523,0.2966314731020614,0.3545621767319881,0.3245954718493288,0.5,0.9134615384615384,0.5,1.0,0.7339366515837105,2.9523532037054303,0.37699330998392067,0.11202698530485997,0.105608638687762,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,4,15,configured,natural,1.0,5,208,0.6826923076923077,0.33314479638009054,0.25904977375565613,0.2958006440149297,0.28888147942763076,0.5,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.6856211317418215,3.9845757365699033,0.4835969233928989,0.19705993510209593,0.11833319165153619,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,4,15,configured,natural,1.0,20,208,0.7596153846153846,0.36696832579185523,0.2966314731020614,0.3545621767319881,0.3245954718493288,0.5,0.9134615384615384,0.5,1.0,0.7339366515837105,2.9523532031428203,0.37699330970028033,0.11202698501829916,0.105608638687762,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,4,15,configured,natural,1.0,50,208,0.7596153846153846,0.36696832579185523,0.2966314731020614,0.3545621767319881,0.3245954718493288,0.5,0.9134615384615384,0.5,1.0,0.7339366515837105,2.9523532031428203,0.37699330969901274,0.11202698501829916,0.105608638687762,,,,,,,,
regression,minus1_fmv1_retrained,,billing,0,natural,4,15,,,,50,208,,,,,,,,,,,,,,,871.7344400138377,303.28211364885766,0.6834166442990148,0.20326861884200365,0.20326861884200365,0.12409280195944972,0.875,1980.710907047128
classification,minus1_fmv1_retrained,main,billing,0,natural,8,28,configured,balanced,1.0,5,208,0.7836538461538461,0.3816742081447964,0.3129713423831071,0.3582020906075528,0.3418585676988367,0.5,0.9134615384615384,0.46990950226244343,0.9398190045248869,0.810344827586207,4.232560310058834,0.3425760843239513,0.1536492688151506,0.17679261391550477,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,8,28,configured,balanced,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.346717788976886,0.3550020255481769,0.6,0.9134615384615384,0.4911764705882353,0.9823529411764707,0.7563275434243175,3.1324111235868775,0.3281465241862449,0.15665110644812769,0.12183428074382897,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,8,28,configured,balanced,1.0,50,208,0.8365384615384616,0.3679864253393665,0.2977626948215183,0.34618055555555555,0.3533943205641319,0.6,0.9134615384615384,0.5,1.0,0.7359728506787331,2.8851217887229543,0.32778317599817003,0.146907387731167,0.09059063343191463,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,8,28,configured,natural,1.0,5,208,0.7836538461538461,0.3816742081447964,0.3129713423831071,0.3582020906075528,0.3418585676988367,0.5,0.9134615384615384,0.46990950226244343,0.9398190045248869,0.810344827586207,4.232560310058834,0.3425760843239513,0.1536492688151506,0.17679261391550477,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,8,28,configured,natural,1.0,20,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.346717788976886,0.3550020255481769,0.6,0.9134615384615384,0.4911764705882353,0.9823529411764707,0.7563275434243175,3.1324111235868775,0.32814652418604484,0.15665110644812769,0.12183428074382897,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,8,28,configured,natural,1.0,50,208,0.8365384615384616,0.3679864253393665,0.2977626948215183,0.34618055555555555,0.3533943205641319,0.6,0.9134615384615384,0.5,1.0,0.7359728506787331,2.8851217887229543,0.3277831760025359,0.146907387731167,0.09059063343191463,,,,,,,,
regression,minus1_fmv1_retrained,,billing,0,natural,8,28,,,,50,208,,,,,,,,,,,,,,,875.983748284266,327.48110426147184,0.6867479891048046,0.1993849163153365,0.1993849163153366,0.11847878124296207,0.8653846153846154,1863.4759771116128
classification,minus1_fmv1_retrained,main,billing,0,natural,16,59,configured,balanced,1.0,5,208,0.8365384615384616,0.36696832579185523,0.2966314731020614,0.34518521462639107,0.3528151766927766,0.6,0.9134615384615384,0.41990950226244345,0.8398190045248869,0.7931034482758621,4.311606321013737,0.3387757544806197,0.16117388525834447,0.14797221130780042,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,16,59,configured,balanced,1.0,20,208,0.8365384615384616,0.36696832579185523,0.2966314731020614,0.34337525987525985,0.35191898550532325,0.6,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.7777188328912467,3.700552190210554,0.28430786647982875,0.08362848727175826,0.04881359581459426,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,16,59,configured,balanced,1.0,50,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.34571323142751714,0.3545695227276144,0.6,0.9134615384615384,0.5,1.0,0.7398190045248869,2.8344525272117598,0.29970886736887736,0.0782653044622678,0.08102497472920628,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,16,59,configured,natural,1.0,5,208,0.8365384615384616,0.36696832579185523,0.2966314731020614,0.34518521462639107,0.3528151766927766,0.6,0.9134615384615384,0.41990950226244345,0.8398190045248869,0.7931034482758621,4.311606321013737,0.3387757546238054,0.16117388525834447,0.14797221130780042,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,16,59,configured,natural,1.0,20,208,0.8365384615384616,0.36696832579185523,0.2966314731020614,0.34337525987525985,0.35191898550532325,0.6,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.7777188328912467,3.700552190210554,0.2843078664548511,0.08362848712847785,0.04881359581459426,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,16,59,configured,natural,1.0,50,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.34571323142751714,0.3545695227276144,0.6,0.9134615384615384,0.5,1.0,0.7398190045248869,2.8344525272117598,0.29970886749443576,0.0782653044622678,0.08102497472920628,,,,,,,,
regression,minus1_fmv1_retrained,,billing,0,natural,16,59,,,,50,208,,,,,,,,,,,,,,,862.327744895331,408.29498327991394,0.6760420452046716,0.21186597240506932,0.21186597240506932,0.2332761344916634,0.9423076923076923,4132.660749898118
classification,minus1_fmv1_retrained,main,billing,0,natural,32,118,configured,balanced,1.0,5,208,0.8317307692307693,0.3650452488687783,0.29449472096530926,0.34053369947487594,0.349587997082805,0.6,0.9134615384615384,0.41798642533936653,0.8359728506787331,0.7931034482758621,4.416705092750217,0.33646787105838466,0.16646612492891463,0.15780320900758035,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,32,118,configured,balanced,1.0,20,208,0.8365384615384616,0.36696832579185523,0.2966314731020614,0.34253369947487594,0.3515487813965305,0.6,0.9134615384615384,0.46990950226244343,0.9398190045248869,0.7931034482758621,4.202497758495681,0.3115003156813323,0.13897487951012755,0.1555720253771532,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,32,118,configured,balanced,1.0,50,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.34601239318220445,0.3546408968979985,0.6,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.7846153846153847,3.6894787213511617,0.28127769138882724,0.10023045310607323,0.07533026594729414,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,32,118,configured,natural,1.0,5,208,0.8317307692307693,0.3650452488687783,0.29449472096530926,0.34053369947487594,0.349587997082805,0.6,0.9134615384615384,0.41798642533936653,0.8359728506787331,0.7931034482758621,4.416705092750217,0.33646787105838466,0.16646612492891463,0.15780320900758035,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,32,118,configured,natural,1.0,20,208,0.8365384615384616,0.36696832579185523,0.2966314731020614,0.34253369947487594,0.3515487813965305,0.6,0.9134615384615384,0.46990950226244343,0.9398190045248869,0.7931034482758621,4.202497758495681,0.3115003156813323,0.13897487951012755,0.1555720253771532,,,,,,,,
classification,minus1_fmv1_retrained,main,billing,0,natural,32,118,configured,natural,1.0,50,208,0.8413461538461539,0.36990950226244346,0.29989944695827053,0.34601239318220445,0.3546408968979985,0.6,0.9134615384615384,0.4776018099547511,0.9552036199095022,0.7846153846153847,3.6894787213511617,0.2812776915517866,0.10023045310607323,0.07533026594729414,,,,,,,,
regression,minus1_fmv1_retrained,,billing,0,natural,32,118,,,,50,208,,,,,,,,,,,,,,,819.7505607908445,396.29091744285324,0.642662663883076,0.25077986308127953,0.25077986308127953,0.26336549357802264,0.9182692307692307,3630.175445308186
