epoch,phase,task,metric,mean
1,train,classification,loss/total,2.437259457328103
1,train,classification,loss/primary,0.8313834613019769
1,train,classification,loss/routing_weighted,0.6929243965582415
1,train,classification,loss/classification_separation_weighted,0.9129516319795088
1,train,classification,loss/classification/accuracy_surrogate_weighted,0.22481285577470606
1,train,classification,loss/classification/balanced_accuracy_surrogate_weighted,0.22731850228526376
1,train,classification,loss/classification/macro_f1_surrogate_weighted,0.2282184145667336
1,train,classification,loss/classification/nll_surrogate_weighted,0.03968217968940735
1,train,classification,loss/classification/brier_surrogate_weighted,0.11135151914574883
1,train,regression,loss/total,1.8557001484764948
1,train,regression,loss/primary,0.9200017054875692
1,train,regression,loss/confidence_weighted,0.17326870891782972
1,train,regression,loss/routing_weighted,0.6931137839953104
1,train,regression,loss/regression_gate_aux_weighted,0.06931596497694652
1,train,regression,loss/regression/mae_weighted,0.1126475152042177
1,train,regression,loss/regression/rmse_weighted,0.22933650058176783
1,train,regression,loss/regression/huber_weighted,0.0939279053774145
1,train,regression,loss/regression/log_rmse_weighted,0.13507908913824293
1,train,regression,loss/regression/relative_mae_weighted,0.10884368502431446
1,train,regression,loss/regression/bias_weighted,0.03478084390776025
1,train,regression,loss/regression/median_ae_weighted,0.005510268293114172
1,train,regression,loss/regression/quantile_weighted,0.11264751934342915
1,train,regression,loss/regression/r2_weighted,0.08722837103737725
1,validation,classification,loss/total,2.405069416219538
1,validation,classification,loss/primary,0.8233858021822843
1,validation,classification,loss/routing_weighted,0.6926056959412314
1,validation,classification,loss/classification_separation_weighted,0.88907790184021
1,validation,classification,loss/classification/accuracy_surrogate_weighted,0.22304665635932575
1,validation,classification,loss/classification/balanced_accuracy_surrogate_weighted,0.22324319861151956
1,validation,classification,loss/classification/macro_f1_surrogate_weighted,0.22411228987303647
1,validation,classification,loss/classification/nll_surrogate_weighted,0.0424967577511614
1,validation,classification,loss/classification/brier_surrogate_weighted,0.11048689687793906
1,validation,regression,loss/total,1.861283454028043
1,validation,regression,loss/primary,0.9254521835934032
1,validation,regression,loss/confidence_weighted,0.17332023246721787
1,validation,regression,loss/routing_weighted,0.6932039206678217
1,validation,regression,loss/regression_gate_aux_weighted,0.06930713965134187
1,validation,regression,loss/regression/mae_weighted,0.11786121333187277
1,validation,regression,loss/regression/rmse_weighted,0.16613179411400447
1,validation,regression,loss/regression/huber_weighted,0.10477553672072562
1,validation,regression,loss/regression/log_rmse_weighted,0.11581547355109995
1,validation,regression,loss/regression/relative_mae_weighted,0.1998216321861202
1,validation,regression,loss/regression/bias_weighted,0.011338528364748609
1,validation,regression,loss/regression/median_ae_weighted,0.0066628091418269005
1,validation,regression,loss/regression/quantile_weighted,0.11786121942780235
1,validation,regression,loss/regression/r2_weighted,0.08518394319848581
