checkpoint,checkpoint_epoch,log,fraction_percent,task,retrieval_k,effective_k,support_prefixes,n_queries,accuracy,mae_hours,fmv2_proto_reference,candidate_minus_reference,beats_fmv2,selection_policy
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,billing,0.5,classification,50,50,1152,200,0.8849999904632568,,0.895,-0.010000009536743182,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,billing,0.5,regression,200,200,1152,200,,1074.670166015625,1160.7777,-86.1075339843751,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,billing,1.0,classification,10,10,2195,200,0.875,,0.92,-0.04500000000000004,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,billing,1.0,regression,200,200,2195,200,,1151.8604736328125,1186.553,-34.69252636718761,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,helpdesk,0.5,classification,20,20,50,200,0.6949999928474426,,0.725,-0.03000000715255735,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,helpdesk,0.5,regression,50,50,50,200,,0.1951453536748886,0.196,-0.0008546463251113967,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,helpdesk,1.0,classification,20,20,93,200,0.7049999833106995,,0.785,-0.08000001668930057,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,helpdesk,1.0,regression,50,50,93,200,,0.1858399510383606,0.2021,-0.016260048961639406,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,receipt,0.5,classification,1,1,34,200,0.7099999785423279,,0.68,0.029999978542327832,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,receipt,0.5,regression,50,34,34,200,,74.09357452392578,97.1067,-23.013125476074222,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,receipt,1.0,classification,20,20,41,200,0.7149999737739563,,0.785,-0.07000002622604373,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,receipt,1.0,regression,50,41,41,200,,62.83354187011719,102.524,-39.69045812988281,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,roadtraffic_10000,0.5,classification,50,50,79,200,0.8799999952316284,,0.85,0.02999999523162844,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,roadtraffic_10000,0.5,regression,50,50,79,200,,4400.87646484375,4459.555,-58.67853515625029,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,roadtraffic_10000,1.0,classification,50,50,166,200,0.8600000143051147,,0.855,0.005000014305114764,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,roadtraffic_10000,1.0,regression,100,100,166,200,,4355.2548828125,4592.9824,-237.72751718749987,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,sepsis,0.5,classification,20,20,71,200,0.5199999809265137,,0.4458,0.0741999809265137,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,sepsis,0.5,regression,100,71,71,200,,1043.9202880859375,703.1954,340.72488808593755,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,sepsis,1.0,classification,20,20,225,200,0.625,,0.4663,0.1587,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_accuracy_equilibrated_regression/model_epoch_20.pth,20,sepsis,1.0,regression,100,100,225,200,,1367.598388671875,936.7253,430.87308867187505,False,best metric; smallest k on ties
