checkpoint,checkpoint_epoch,log,fraction_percent,task,retrieval_k,effective_k,support_prefixes,n_queries,accuracy,mae_hours,fmv2_proto_reference,candidate_minus_reference,beats_fmv2,selection_policy
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,billing,0.5,classification,50,50,1152,200,0.875,,0.895,-0.020000000000000018,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,billing,0.5,regression,200,200,1152,200,,1076.12646484375,1160.7777,-84.6512351562501,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,billing,1.0,classification,20,20,2195,200,0.8799999952316284,,0.92,-0.04000000476837162,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,billing,1.0,regression,200,200,2195,200,,1133.0091552734375,1186.553,-53.54384472656261,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,helpdesk,0.5,classification,20,20,50,200,0.6949999928474426,,0.725,-0.03000000715255735,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,helpdesk,0.5,regression,50,50,50,200,,0.19802531599998474,0.196,0.0020253159999847337,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,helpdesk,1.0,classification,20,20,93,200,0.6850000023841858,,0.785,-0.09999999761581424,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,helpdesk,1.0,regression,50,50,93,200,,0.1867516189813614,0.2021,-0.015348381018638613,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,receipt,0.5,classification,1,1,34,200,0.7049999833106995,,0.68,0.024999983310699414,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,receipt,0.5,regression,50,34,34,200,,74.51875305175781,97.1067,-22.58794694824219,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,receipt,1.0,classification,10,10,41,200,0.699999988079071,,0.785,-0.08500001192092899,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,receipt,1.0,regression,50,41,41,200,,63.255348205566406,102.524,-39.268651794433595,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,roadtraffic_10000,0.5,classification,50,50,79,200,0.8799999952316284,,0.85,0.02999999523162844,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,roadtraffic_10000,0.5,regression,50,50,79,200,,4473.89208984375,4459.555,14.337089843749709,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,roadtraffic_10000,1.0,classification,50,50,166,200,0.8600000143051147,,0.855,0.005000014305114764,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,roadtraffic_10000,1.0,regression,100,100,166,200,,4407.2314453125,4592.9824,-185.75095468749987,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,sepsis,0.5,classification,50,50,71,200,0.5550000071525574,,0.4458,0.1092000071525574,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,sepsis,0.5,regression,100,71,71,200,,1060.474365234375,703.1954,357.27896523437505,False,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,sepsis,1.0,classification,20,20,225,200,0.6100000143051147,,0.4663,0.14370001430511475,True,best metric; smallest k on ties
/home/berti/events-transf3/checkpoints/parameter_ablation/curriculum_metric_targets/model_epoch_10.pth,10,sepsis,1.0,regression,100,100,225,200,,1367.8536376953125,936.7253,431.12833769531255,False,best metric; smallest k on ties
