task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,structured_max_order,structured_smoothing,structured_weight,structured_tau,structured_context_coverage,structured_mean_context_support,structured_mean_selected_order,structured_mean_effective_weight,virtual_expert_replicates,virtual_expert_support_fraction,virtual_expert_min_support_prefixes,virtual_expert_full_support_weight,virtual_expert_subbag_weight,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,rmse_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,rmse_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours,regression_mode,regression_num_transforms,regression_transform_aggregation
classification,regression_confidence_low_support_confirmation,main,billing,0,natural,1,4,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,0.9038461538461539,2.3365384615384617,0.723076923076923,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3525395464074709,0.36715927750410515,0.6,0.9038461538461539,0.4,1.0,0.9632352941176471,3.276787858578468,0.3954971751083445,0.39645148953113485,0.2760950954617397,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,0,natural,1,4,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1098.3048784965147,1805.3531361023045,887.7800508509549,0.8610418494735741,-0.00380795183818039,0.1494853994558185,-0.00380795183818039,0.17117347506954883,0.09134615384615384,384.22312663151666,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,0,natural,2,7,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,1.1971153846153846,2.610576923076923,0.7491452991452993,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.35371042362312427,0.3676232945798163,0.6,0.9038461538461539,0.4,1.0,0.9632352941176471,3.2190338787478368,0.37833451378059996,0.3809928804132892,0.2785162417263657,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,0,natural,2,7,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,946.4033253650668,1929.3200580805762,431.52295420488554,0.7419550669171172,0.13502416109811943,0.09108370783183317,0.13502416109811943,0.05344060413837082,0.6730769230769231,1209.7437289311335,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,0,natural,4,15,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,2.2451923076923075,2.639423076923077,0.5469551282051283,1,1.0,1,1.0,1.0,0.7980769230769231,0.38235294117647056,0.3137254901960784,0.35007922894715343,0.33789574600454875,0.5,0.9134615384615384,0.5,1.0,0.7647058823529412,2.938753798908837,0.3560401245149407,0.2730719739549791,0.26644736620745224,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,0,natural,4,15,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,866.1817082179828,1853.392141276686,290.9200301039212,0.6790634500733107,0.20834359978785355,0.12685388516679708,0.20834359978785366,0.12647780094674477,0.7163461538461539,1115.2442066486065,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,0,natural,8,28,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,4.375,2.639423076923077,0.5983347534818122,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3525395464074709,0.36715927750410515,0.6,0.9134615384615384,0.5,1.0,0.7705882352941177,2.967710863677706,0.3180388420053349,0.29790979189031336,0.26249924221755233,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,0,natural,8,28,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,872.2357158315237,1856.7234356275103,278.05186340606963,0.6838096312242369,0.2028104722365307,0.12528448889333255,0.20281047223653081,0.12333483439523496,0.7403846153846154,1127.1434795673076,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,0,natural,16,59,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,9.427884615384615,2.639423076923077,0.6417027051895473,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3518881363220986,0.3669744911910622,0.6,0.9134615384615384,0.4805429864253393,0.9610859728506786,0.7933333333333333,2.756620350452347,0.2622751153840765,0.19336404550201522,0.1930336139188248,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,0,natural,16,59,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,826.1377648565406,1706.238901812687,346.6809567658511,0.6476700622014925,0.24494220692888613,0.1961788145552451,0.24494220692888613,0.25968083729390967,0.9086538461538461,3189.2326073279746,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,0,natural,32,118,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,19.528846153846153,2.639423076923077,0.6584032737456753,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3530242224581847,0.36742569416100573,0.6,0.9134615384615384,0.47183257918552035,0.9436651583710407,0.8,2.727549653470039,0.2534667004485477,0.19835362568376147,0.2496673090057459,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,0,natural,32,118,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,790.815701955354,1660.2382027529165,383.3204198259223,0.6199785031789254,0.2772251989375134,0.21785006845188803,0.2772251989375135,0.29906117251067565,0.8990384615384616,2886.8896067692685,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,0,natural,64,255,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9519230769230769,35.69230769230769,2.831730769230769,0.694379386101618,1,1.0,1,1.0,1.0,0.8894230769230769,0.3940769230769231,0.3267521367521368,0.35583677970774746,0.3735045774519459,0.6,0.9519230769230769,0.5470588235294118,0.7815126050420168,0.6567948717948718,1.7669291476470557,0.24635204981238498,0.2103852753086157,0.05057333454887151,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,0,natural,64,255,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,937.6649621218205,1757.471428542875,490.70359719639237,0.735104422259473,0.1430106853149915,0.17204280972858288,0.1430106853149915,0.21455485672153385,0.9519230769230769,4895.53075995812,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,0,natural,128,514,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9711538461538461,69.79326923076923,2.889423076923077,0.7114977411489416,1,1.0,1,1.0,1.0,0.9182692307692307,0.475,0.41666666666666663,0.46665093116656314,0.4680952380952381,0.5,0.9711538461538461,0.5333333333333333,0.6666666666666667,0.5714285714285714,1.2469938842621031,0.210694428972301,0.2126257448787272,0.04214876309642042,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,0,natural,128,514,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,902.0163436110106,1700.3056892642003,453.7410812910216,0.7071568523135539,0.17559213645284166,0.1989739928501213,0.17559213645284177,0.26482060269575247,0.9230769230769231,3557.9780208881084,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,1,natural,1,3,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.75,0.75,1.7644230769230769,0.5999999999999999,1,1.0,1,1.0,1.0,0.7403846153846154,0.3,0.2222222222222222,0.23071824956397652,0.2582933611400765,0.7,0.7403846153846154,0.3,1.0,1.0,7.482075290861791,0.5291761746992439,0.3350727806023556,0.27088056297411633,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,1,natural,1,3,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1189.665190246709,2298.5574402520147,430.484451409533,0.9326659069989812,-0.08730772427186095,-0.08286662815701695,-0.08730772427186095,-0.34353824684923673,0.125,78.19761691643642,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,1,natural,2,6,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.75,1.5,1.7644230769230769,0.6666666666666667,1,1.0,1,1.0,1.0,0.7403846153846154,0.3,0.2222222222222222,0.23071824956397652,0.2582933611400765,0.7,0.7403846153846154,0.3,1.0,1.0,7.400758247876402,0.47809273197257784,0.31321890929743856,0.26432593711658525,,,,,,,,,,,,,
regression,regression_confidence_low_support_confirmation,,billing,1,natural,2,6,,,,50,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1170.9610633673883,2284.446342877528,410.0097179802997,0.9180023683802644,-0.07021287960600264,-0.07621879061947401,-0.07021287960600242,-0.3270926243743557,0.25,146.8964216709137,learned_transform_ensemble,4,dynamic
classification,regression_confidence_low_support_confirmation,main,billing,1,natural,4,13,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,2.1490384615384617,2.610576923076923,0.5269001831501832,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3565689710890695,0.3686960157197207,0.6,0.9038461538461539,0.4,1.0,0.9632352941176471,3.0503997937686225,0.29136888552884427,0.24577333088535308,0.2628951720699285,,,,,,,,,,,,,
