task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,structured_max_order,structured_smoothing,structured_weight,structured_tau,structured_context_coverage,structured_mean_context_support,structured_mean_selected_order,structured_mean_effective_weight,virtual_expert_replicates,virtual_expert_support_fraction,virtual_expert_min_support_prefixes,virtual_expert_full_support_weight,virtual_expert_subbag_weight,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,rmse_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,rmse_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours,regression_mode,regression_num_transforms,regression_transform_aggregation
classification,training_debug_target_screen,main,billing,0,natural,1,4,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,0.9038461538461539,2.3365384615384617,0.4519230769230769,1,1.0,1,1.0,1.0,0.8461538461538461,0.3718325791855204,0.30203619909502266,0.34962744523646777,0.3570601798672279,0.6,0.9038461538461539,0.4,1.0,0.9295814479638009,3.103145750001588,0.272487397281082,0.0804909604375339,0.2597808571147453,,,,,,,,,,,,,
regression,training_debug_target_screen,,billing,0,natural,1,4,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1119.4419254723775,1834.648012693644,916.0522466144612,0.8776127328201189,-0.02312639086923829,0.13568437639621567,-0.023126390869238067,0.1440570454878709,0.1346153846153846,619.6143167935885,learned_transform_ensemble,4,dynamic
classification,training_debug_target_screen,main,billing,0,natural,4,15,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,2.2451923076923075,2.639423076923077,0.5469551282051283,1,1.0,1,1.0,1.0,0.7980769230769231,0.38235294117647056,0.3137254901960784,0.3651187546388531,0.338650590671051,0.5,0.9134615384615384,0.5,1.0,0.7647058823529412,3.0145942585351952,0.35973334035422333,0.2059298434204946,0.29574471680357395,,,,,,,,,,,,,
regression,training_debug_target_screen,,billing,0,natural,4,15,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,889.5679953949937,1874.3204590136775,342.0467086018939,0.69739767798895,0.18696944267367366,0.11699440701585306,0.18696944267367366,0.10663897104497577,0.7403846153846154,1391.7510400185217,learned_transform_ensemble,4,dynamic
classification,training_debug_target_screen,main,billing,0,natural,16,59,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,9.427884615384615,2.639423076923077,0.6417027051895473,1,1.0,1,1.0,1.0,0.8798076923076923,0.38529411764705884,0.31699346405228757,0.3530173919647604,0.36767184511928364,0.6,0.9134615384615384,0.4354072398190045,0.870814479638009,0.7870967741935484,2.738454622274725,0.22417539913621398,0.059369290323068376,0.1798813123336244,,,,,,,,,,,,,
regression,training_debug_target_screen,,billing,0,natural,16,59,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,874.5668663692527,1769.9394774807404,323.7984211366056,0.6856371913213524,0.20067989129082153,0.1661690239024768,0.20067989129082164,0.20337094157280988,0.875,2459.5029414250303,learned_transform_ensemble,4,dynamic
classification,training_debug_target_screen,main,billing,0,natural,64,255,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9519230769230769,35.69230769230769,2.831730769230769,0.694379386101618,1,1.0,1,1.0,1.0,0.8942307692307693,0.3950588235294118,0.327843137254902,0.355412706294037,0.37375539853615347,0.6,0.9519230769230769,0.5166666666666667,0.7380952380952381,0.6584313725490196,1.6786376782776646,0.18668794643746922,0.08547815147065968,0.05114709959099628,,,,,,,,,,,,,
regression,training_debug_target_screen,,billing,0,natural,64,255,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1012.6024052105093,2029.1798938489565,458.49476402597793,0.7938533870098013,0.07452077624181996,0.04403903461498149,0.07452077624182007,-0.047081322391509195,0.8461538461538461,3729.581839414743,learned_transform_ensemble,4,dynamic
classification,training_debug_target_screen,main,billing,0,natural,128,514,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9711538461538461,69.79326923076923,2.889423076923077,0.7114977411489416,1,1.0,1,1.0,1.0,0.9086538461538461,0.4470588235294118,0.3856209150326797,0.46276803118908383,0.4454688393367639,0.5,0.9711538461538461,0.5833333333333333,0.7291666666666666,0.5588235294117647,1.0640095118119395,0.15649182310084436,0.062165850623253416,0.046304015998391145,,,,,,,,,,,,,
regression,training_debug_target_screen,,billing,0,natural,128,514,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,964.4117088082165,1994.813978963435,434.67108814605103,0.7560731611635393,0.11856519887924033,0.060229059594968715,0.11856519887924044,-0.01191519598992552,0.8653846153846154,3390.002517883594,learned_transform_ensemble,4,dynamic
classification,training_debug_target_screen,main,billing,1,natural,1,3,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.75,0.75,1.7644230769230769,0.375,1,1.0,1,1.0,1.0,0.7067307692307693,0.2865384615384615,0.20726495726495722,0.22362079898541537,0.2475058934464875,0.7,0.7403846153846154,0.3,1.0,0.9551282051282052,7.29643579160689,0.5566710860657572,0.22217923576187942,0.5615644235318401,,,,,,,,,,,,,
regression,training_debug_target_screen,,billing,1,natural,1,3,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,1185.6033826875232,2296.77477192058,422.3603630797079,0.9294815577700543,-0.08359539010438599,-0.08202680052801004,-0.08359539010438599,-0.341455066957413,0.16346153846153846,77.44139718092404,learned_transform_ensemble,4,dynamic
classification,training_debug_target_screen,main,billing,1,natural,4,13,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9038461538461539,2.1490384615384617,2.610576923076923,0.5269001831501832,1,1.0,1,1.0,1.0,0.8557692307692307,0.37058823529411766,0.30065359477124187,0.34801932367149757,0.3555792808926849,0.6,0.9038461538461539,0.4,1.0,0.9264705882352942,3.1250846152676632,0.26724499857679485,0.09124926449907608,0.28324176097511816,,,,,,,,,,,,,
regression,training_debug_target_screen,,billing,1,natural,4,13,,,,20,208,,,,,,,,,1,1.0,1,1.0,1.0,,,,,,,,,,,,,,,3270.3544135719912,4514.701247056053,2056.224525544063,2.5638709868527902,-1.9889767676954482,-1.1269076121064243,-1.9889767676954477,-4.183192585111777,0.8317307692307693,9006.829145578238,learned_transform_ensemble,4,dynamic
